XINPUT1_3.dll                 0x000000400000
X3DAudio1_7.dll               0x00005FF10000
steam_api64.dll               0x00005FF20000
wintrust.dll                  0x01BAAD420000
Fallout4.exe                  0x7FF63C9C0000
steamclient64.dll             0x7FF98BEB0000
nvcuda64.dll                  0x7FF9AB490000
d3dcompiler_47_64.dll         0x7FF9B9D00000
NvCamera64.dll                0x7FF9BA110000
AudioDevProps2.dll            0x7FF9BB410000
nvspcap64.dll                 0x7FF9BB550000
XAudio2_7.dll                 0x7FF9BFA00000
gameoverlayrenderer64.dll     0x7FF9C05C0000
wsfw_identifier.dll           0x7FF9C2A20000
Buffout4.dll                  0x7FF9C36C0000
XDI.dll                       0x7FF9C6960000
place.dll                     0x7FF9C69D0000
mcm.dll                       0x7FF9C6A50000
HighFPSPhysicsFix.dll         0x7FF9C6AF0000
tier0_s64.dll                 0x7FF9C6B80000
NahimicOSD.dll                0x7FF9C73C0000
f4se_1_10_163.dll             0x7FF9C8BA0000
flexRelease_x64.dll           0x7FF9C8C80000
PowerGridTools.dll            0x7FF9C8FE0000
mskeyprotect.dll              0x7FF9C9990000
ncryptsslp.dll                0x7FF9C9A20000
DINPUT8.dll                   0x7FF9CA100000
vstdlib_s64.dll               0x7FF9CA260000
MSVCR110.dll                  0x7FF9CA320000
cudart64_75.dll               0x7FF9CCAF0000
DSOUND.DLL                    0x7FF9D0230000
GFSDK_SSAO_D3D11.win64.dll    0x7FF9D3A40000
MSVCP110.dll                  0x7FF9D3CB0000
Windows.UI.dll                0x7FF9E2FC0000
bink2w64.dll                  0x7FF9E4790000
Secur32.dll                   0x7FF9E5230000
ProductInfo.dll               0x7FF9E53D0000
GFSDK_GodraysLib.x64.dll      0x7FF9E5660000
MessageBus.dll                0x7FF9E5800000
flexExtRelease_x64.dll        0x7FF9E8D30000
VCRUNTIME140_1.dll            0x7FF9E9D40000
winmmbase.dll                 0x7FF9E9D50000
MSVCP140.dll                  0x7FF9E9F10000
VCRUNTIME140.dll              0x7FF9E9FA0000
webio.dll                     0x7FF9EA150000
inputhost.dll                 0x7FF9EA940000
nvwgf2umx.dll                 0x7FF9EAB90000
fastprox.dll                  0x7FF9F1A90000
amsi.dll                      0x7FF9F1D50000
wbemsvc.dll                   0x7FF9F25A0000
WINMM.dll                     0x7FF9F3200000
textinputframework.dll        0x7FF9F3A50000
OneCoreCommonProxyStub.dll    0x7FF9F5AD0000
rasadhlp.dll                  0x7FF9F5B70000
fwpuclnt.dll                  0x7FF9F66E0000
f4se_steam_loader.dll         0x7FF9F7F60000
XINPUT9_1_0.dll               0x7FF9F8060000
MpOav.dll                     0x7FF9F80B0000
MessageBus.dll                0x7FF9F84B0000
COMCTL32.dll                  0x7FF9F8EB0000
wbemcomn.dll                  0x7FF9F9340000
nvldumdx.dll                  0x7FF9F93D0000
nvapi64.dll                   0x7FF9F94B0000
dxcore.dll                    0x7FF9FA210000
OneCoreUAPCommonProxyStub.dll 0x7FF9FA4B0000
wbemprox.dll                  0x7FF9FBC60000
cryptnet.dll                  0x7FF9FC660000
VERSION.dll                   0x7FF9FC6A0000
drvstore.dll                  0x7FF9FC880000
WINHTTP.dll                   0x7FF9FD0F0000
MMDevApi.dll                  0x7FF9FD6B0000
WindowsCodecs.dll             0x7FF9FD740000
AudioSes.dll                  0x7FF9FD900000
dhcpcsvc6.DLL                 0x7FF9FDC70000
dhcpcsvc.DLL                  0x7FF9FDF80000
twinapi.appcore.dll           0x7FF9FDFD0000
WindowManagementAPI.dll       0x7FF9FE340000
WINNSI.DLL                    0x7FF9FEEA0000
avrt.dll                      0x7FF9FF470000
nvToolsExt64_1.dll            0x7FFA000D0000
PROPSYS.dll                   0x7FFA00520000
d3d11.dll                     0x7FFA00870000
d3dcompiler_47.dll            0x7FFA00AE0000
wintypes.dll                  0x7FFA01500000
dcomp.dll                     0x7FFA01660000
CoreUIComponents.dll          0x7FFA01BD0000
CoreMessaging.dll             0x7FFA01F30000
apphelp.dll                   0x7FFA02170000
uxtheme.dll                   0x7FFA02320000
resourcepolicyclient.dll      0x7FFA02440000
dwmapi.dll                    0x7FFA02620000
dbghelp.dll                   0x7FFA02AD0000
windows.storage.dll           0x7FFA02CC0000
kernel.appcore.dll            0x7FFA034B0000
HID.DLL                       0x7FFA034D0000
dxgi.dll                      0x7FFA03510000
schannel.DLL                  0x7FFA03BC0000
rsaenh.dll                    0x7FFA03CB0000
ntmarta.dll                   0x7FFA03DD0000
UMPDC.dll                     0x7FFA04070000
IPHLPAPI.DLL                  0x7FFA04090000
DNSAPI.dll                    0x7FFA040D0000
powrprof.dll                  0x7FFA041B0000
MSWSOCK.dll                   0x7FFA043F0000
CRYPTSP.dll                   0x7FFA045E0000
CRYPTBASE.DLL                 0x7FFA04600000
Wldp.dll                      0x7FFA04690000
NTASN1.dll                    0x7FFA046C0000
ncrypt.dll                    0x7FFA04700000
msasn1.dll                    0x7FFA04820000
devobj.dll                    0x7FFA04A10000
DPAPI.DLL                     0x7FFA04A50000
USERENV.dll                   0x7FFA04B10000
SSPICLI.DLL                   0x7FFA04B40000
profapi.dll                   0x7FFA04B90000
CRYPT32.dll                   0x7FFA04C60000
cfgmgr32.dll                  0x7FFA04E30000
bcryptPrimitives.dll          0x7FFA04E80000
KERNELBASE.dll                0x7FFA04FC0000
bcrypt.dll                    0x7FFA052C0000
gdi32full.dll                 0x7FFA052F0000
ucrtbase.dll                  0x7FFA05410000
win32u.dll                    0x7FFA05510000
msvcp_win.dll                 0x7FFA05540000
OLEAUT32.dll                  0x7FFA055E0000
COMDLG32.dll                  0x7FFA056B0000
ole32.dll                     0x7FFA05790000
sechost.dll                   0x7FFA058C0000
combase.dll                   0x7FFA059C0000
imagehlp.dll                  0x7FFA05DA0000
clbcatq.dll                   0x7FFA05DC0000
SHELL32.dll                   0x7FFA05E70000
USER32.dll                    0x7FFA065E0000
IMM32.DLL                     0x7FFA06780000
GDI32.dll                     0x7FFA067C0000
MSCTF.dll                     0x7FFA067F0000
WS2_32.dll                    0x7FFA06910000
SHCORE.dll                    0x7FFA06B30000
shlwapi.dll                   0x7FFA06CD0000
SETUPAPI.dll                  0x7FFA06D90000
NSI.dll                       0x7FFA07200000
ADVAPI32.dll                  0x7FFA07210000
KERNEL32.DLL                  0x7FFA072C0000
msvcrt.dll                    0x7FFA07390000
PSAPI.DLL                     0x7FFA07430000
