XINPUT1_3.dll               0x000000400000
X3DAudio1_7.dll             0x000065480000
steam_api64.dll             0x000065490000
tbb.dll                     0x000180000000
tbbmalloc.dll               0x01CC8C200000
RobCo_Patcher.dll           0x01CC95A70000
Fallout4.exe                0x7FF60BA60000
nvcuda64.dll                0x7FFCBBE60000
NvCamera64.dll              0x7FFCBD3B0000
steamclient64.dll           0x7FFCBE3D0000
d3dcompiler_47_64.dll       0x7FFCC0810000
Buffout4.dll                0x7FFCC0C20000
IPHLPAPI.DLL                0x7FFCC4C20000
DSOUND.DLL                  0x7FFCD1500000
nvwgf2umx.dll               0x7FFCD17B0000
nvgpucomp64.dll             0x7FFCD6BC0000
nvspcap64.dll               0x7FFCDD350000
usvfs_x64.dll               0x7FFCDDB30000
XAudio2_7.dll               0x7FFCF5620000
XInput1_4.dll               0x7FFCF5CF0000
AudioDevProps2.dll          0x7FFD15750000
NahimicOSD.dll              0x7FFD17200000
ProductInfo.dll             0x7FFD1BC80000
nvldumdx.dll                0x7FFD1DC80000
gameoverlayrenderer64.dll   0x7FFD38960000
f4se_1_10_163.dll           0x7FFD41BE0000
WINHTTP.dll                 0x7FFD41CC0000
NVIDIA_Reflex.dll           0x7FFD42BF0000
mcm.dll                     0x7FFD4A5E0000
XDI.dll                     0x7FFD4A770000
HUDPlusPlus.dll             0x7FFD4EFF0000
ClassicHolsteredWeapons.dll 0x7FFD55FB0000
DINPUT8.dll                 0x7FFD57BC0000
HighFPSPhysicsFix.dll       0x7FFD58280000
vstdlib_s64.dll             0x7FFD588B0000
tier0_s64.dll               0x7FFD58970000
BulletCountedReload.dll     0x7FFD593F0000
TIM.dll                     0x7FFD5AF30000
flexRelease_x64.dll         0x7FFD5B2F0000
GLXRM_FriendlyFire.dll      0x7FFD5B480000
cudart64_75.dll             0x7FFD5BB60000
GFSDK_SSAO_D3D11.win64.dll  0x7FFD5BBC0000
MSVCR110.dll                0x7FFD5BC50000
MSVCP110.dll                0x7FFD5BD30000
GFSDK_GodraysLib.x64.dll    0x7FFD5CAC0000
mskeyprotect.dll            0x7FFD5DCD0000
ncryptsslp.dll              0x7FFD5DDC0000
MpOav.dll                   0x7FFD5E300000
amsi.dll                    0x7FFD5E380000
flexExtRelease_x64.dll      0x7FFD5E470000
Secur32.dll                 0x7FFD62D70000
MSVCP140.dll                0x7FFD64A90000
MessageBus.dll              0x7FFD65930000
COMCTL32.dll                0x7FFD660E0000
WINSPOOL.DRV                0x7FFD66380000
VCRUNTIME140_1.dll          0x7FFD68950000
VCRUNTIME140.dll            0x7FFD689B0000
fastprox.dll                0x7FFD695C0000
MSIMG32.dll                 0x7FFD698B0000
wbemsvc.dll                 0x7FFD69EC0000
MessageBus.dll              0x7FFD6A3E0000
autoswitch.dll              0x7FFD6B880000
bink2w64.dll                0x7FFD6B8D0000
webio.dll                   0x7FFD6C900000
wbemcomn.dll                0x7FFD6C9E0000
wbemprox.dll                0x7FFD6CF90000
deviceaccess.dll            0x7FFD6D990000
AmmoRemover.dll             0x7FFD6F900000
WeaponDebrisCrashFix.dll    0x7FFD6FB10000
rasadhlp.dll                0x7FFD6FC60000
fwpuclnt.dll                0x7FFD6FDD0000
winmmbase.dll               0x7FFD70090000
nvapi64.dll                 0x7FFD70920000
WINMM.dll                   0x7FFD71880000
igc64.dll                   0x7FFD724A0000
igdgmm64.dll                0x7FFD75230000
igd10iumd64.dll             0x7FFD75B90000
dxcore.dll                  0x7FFD78180000
inputhost.dll               0x7FFD78C10000
textinputframework.dll      0x7FFD78D70000
Windows.UI.dll              0x7FFD78E70000
f4se_steam_loader.dll       0x7FFD79C20000
WINHTTP.DLL                 0x7FFD7AD70000
dhcpcsvc6.DLL               0x7FFD7B2A0000
drvstore.dll                0x7FFD7B370000
cryptnet.dll                0x7FFD7B540000
MMDevApi.dll                0x7FFD7B950000
WindowsCodecs.dll           0x7FFD7B9E0000
AudioSes.dll                0x7FFD7BBA0000
twinapi.appcore.dll         0x7FFD7C550000
WindowManagementAPI.dll     0x7FFD7C820000
dhcpcsvc.DLL                0x7FFD7CC50000
WINNSI.DLL                  0x7FFD7CC70000
avrt.dll                    0x7FFD7D0E0000
VERSION.dll                 0x7FFD7D350000
XINPUT9_1_0.dll             0x7FFD7E200000
nvToolsExt64_1.dll          0x7FFD7F1C0000
d3d11.dll                   0x7FFD7F370000
d3dcompiler_47.dll          0x7FFD7F5E0000
wintypes.dll                0x7FFD80150000
dcomp.dll                   0x7FFD802B0000
CoreUIComponents.dll        0x7FFD80820000
CoreMessaging.dll           0x7FFD80B80000
apphelp.dll                 0x7FFD80EB0000
UxTheme.dll                 0x7FFD81050000
resourcepolicyclient.dll    0x7FFD81640000
dwmapi.dll                  0x7FFD81850000
DbgHelp.dll                 0x7FFD81BE0000
PROPSYS.dll                 0x7FFD81F20000
windows.storage.dll         0x7FFD82090000
HID.DLL                     0x7FFD82830000
kernel.appcore.dll          0x7FFD82840000
dxgi.dll                    0x7FFD828B0000
schannel.DLL                0x7FFD82F60000
rsaenh.dll                  0x7FFD83050000
ntmarta.dll                 0x7FFD83190000
UMPDC.dll                   0x7FFD83430000
IpHlpAPI.dll                0x7FFD83450000
DNSAPI.dll                  0x7FFD83490000
powrprof.dll                0x7FFD83560000
MSWSOCK.dll                 0x7FFD837B0000
CRYPTBASE.DLL               0x7FFD839A0000
CRYPTSP.dll                 0x7FFD839B0000
Wldp.dll                    0x7FFD83A50000
NTASN1.dll                  0x7FFD83A80000
ncrypt.dll                  0x7FFD83AC0000
MSASN1.dll                  0x7FFD83BE0000
DEVOBJ.dll                  0x7FFD83DA0000
DPAPI.DLL                   0x7FFD83E00000
SSPICLI.DLL                 0x7FFD83EC0000
USERENV.dll                 0x7FFD83F00000
profapi.dll                 0x7FFD83F40000
bcryptPrimitives.dll        0x7FFD84010000
cfgmgr32.dll                0x7FFD840A0000
gdi32full.dll               0x7FFD840F0000
msvcp_win.dll               0x7FFD84210000
KERNELBASE.dll              0x7FFD842B0000
bcrypt.dll                  0x7FFD845B0000
WINTRUST.dll                0x7FFD845E0000
ucrtbase.dll                0x7FFD84650000
win32u.dll                  0x7FFD84800000
CRYPT32.dll                 0x7FFD84830000
MSCTF.dll                   0x7FFD84990000
clbcatq.dll                 0x7FFD84BA0000
RPCRT4.dll                  0x7FFD84C50000
GDI32.dll                   0x7FFD84D90000
USER32.dll                  0x7FFD84DC0000
SETUPAPI.dll                0x7FFD84F60000
KERNEL32.DLL                0x7FFD853D0000
ADVAPI32.dll                0x7FFD85490000
shcore.dll                  0x7FFD85540000
SHELL32.dll                 0x7FFD855F0000
imagehlp.dll                0x7FFD85DA0000
IMM32.DLL                   0x7FFD85DC0000
combase.dll                 0x7FFD85DF0000
msvcrt.dll                  0x7FFD86150000
COMDLG32.dll                0x7FFD861F0000
OLEAUT32.dll                0x7FFD862D0000
sechost.dll                 0x7FFD863A0000
ole32.dll                   0x7FFD86650000
WS2_32.dll                  0x7FFD86800000
PSAPI.DLL                   0x7FFD86870000
NSI.dll                     0x7FFD86880000
SHLWAPI.dll                 0x7FFD86890000
ntdll.dll                   0x7FFD86930000
