XINPUT1_3.dll                      0x000000400000
X3DAudio1_7.dll                    0x000062480000
steam_api64.dll                    0x000062490000
d3d11.dll                          0x000180000000
BakaFramework.dll                  0x0188B8C80000
LL_fourPlay_1_10_163.dll           0x0188C0690000
Fallout4.exe                       0x7FF697CF0000
nvspcap64.dll                      0x7FFB90830000
nvcuda64.dll                       0x7FFBA4890000
NvCamera64.dll                     0x7FFBA5230000
steamclient64.dll                  0x7FFBA5A90000
d3dcompiler_47_64.dll              0x7FFBA7600000
DINPUT8.dll                        0x7FFBA7BC0000
d3dcompiler_46e.dll                0x7FFBA86A0000
gameoverlayrenderer64.dll          0x7FFBAB690000
wsfw_identifier.dll                0x7FFBAB820000
ScreenArcherMenu.dll               0x7FFBAB920000
DSOUND.DLL                         0x7FFBABB50000
XDI.dll                            0x7FFBABFA0000
UneducatedShooter.dll              0x7FFBAC010000
survivalunlock.dll                 0x7FFBAC070000
SimpleImpact.dll                   0x7FFBAC0C0000
SAF.dll                            0x7FFBAC130000
po3_SpellPerkItemDistributorF4.dll 0x7FFBAC540000
po3_BaseObjectSwapperF4.dll        0x7FFBAC650000
NVIDIA_Reflex.dll                  0x7FFBAC760000
XAudio2_7.dll                      0x7FFBAC9C0000
enbhelperf4.dll                    0x7FFBACA50000
rename_anything.dll                0x7FFBACF10000
PRKF.dll                           0x7FFBAD1D0000
mcm.dll                            0x7FFBAD260000
HighFPSPhysicsFix.dll              0x7FFBAD300000
place.dll                          0x7FFBAD550000
PowerGridTools.dll                 0x7FFBAD990000
Buffout4.dll                       0x7FFBADA00000
D3DCOMPILER_43.dll                 0x7FFBADD20000
f4ee.dll                           0x7FFBAE0C0000
PlayerVoiceFrequency.dll           0x7FFBAE270000
HHS.dll                            0x7FFBAE2C0000
BakaScrapHeap.dll                  0x7FFBAE360000
aswhook.dll                        0x7FFBAEB60000
f4se_1_10_163.dll                  0x7FFBAEC90000
PipboyTabs.dll                     0x7FFBAF3C0000
tier0_s64.dll                      0x7FFBAF420000
opp.dll                            0x7FFBAF8E0000
MGEFConditionFix.dll               0x7FFBAF9E0000
MeleeAndThrow.dll                  0x7FFBB03B0000
flexRelease_x64.dll                0x7FFBB0400000
mskeyprotect.dll                   0x7FFBB05C0000
LooksmenuPlayerRotation.dll        0x7FFBB0620000
FavoritesMenuEx.dll                0x7FFBB1950000
BulletCountedReload.dll            0x7FFBB53E0000
GCBugFix.dll                       0x7FFBB6250000
vstdlib_s64.dll                    0x7FFBB6430000
FreeFlyCam Fo4.dll                 0x7FFBB67B0000
MSVCR110.dll                       0x7FFBB6800000
crafting_highlight_fix.dll         0x7FFBB8D80000
BetterPowerArmorRedux.dll          0x7FFBBED70000
BetterConsole.dll                  0x7FFBBEFE0000
MessageBus.dll                     0x7FFBBF120000
CookableGrenade.dll                0x7FFBC15F0000
pppl.dll                           0x7FFBC1D60000
winmmbase.dll                      0x7FFBC2430000
MSVCP140.dll                       0x7FFBC2480000
VCRUNTIME140_1.dll                 0x7FFBC2510000
MSVCP110.dll                       0x7FFBC2F00000
AutoBeam.dll                       0x7FFBC3A10000
cudart64_75.dll                    0x7FFBC3B50000
GFSDK_GodraysLib.x64.dll           0x7FFBC4000000
GFSDK_SSAO_D3D11.win64.dll         0x7FFBC4410000
bink2w64.dll                       0x7FFBC44A0000
flexExtRelease_x64.dll             0x7FFBC6CA0000
CustomScaleFix.dll                 0x7FFBC6E90000
cbp.dll                            0x7FFBC7FC0000
f4se_steam_loader.dll              0x7FFBCC820000
d3dx11_43.dll                      0x7FFBCC9E0000
Windows.UI.dll                     0x7FFBCD0B0000
ncryptsslp.dll                     0x7FFBCEAC0000
Secur32.dll                        0x7FFBCFE40000
inputhost.dll                      0x7FFBD2140000
MessageBus.dll                     0x7FFBD3250000
textinputframework.dll             0x7FFBD4680000
COMCTL32.dll                       0x7FFBD56C0000
OneCoreCommonProxyStub.dll         0x7FFBD6220000
webio.dll                          0x7FFBD62A0000
nvwgf2umx.dll                      0x7FFBD6340000
nvapi64.dll                        0x7FFBDB7C0000
fwpuclnt.dll                       0x7FFBDE9F0000
aswAMSI.dll                        0x7FFBE0A90000
amsi.dll                           0x7FFBE0B30000
wbemsvc.dll                        0x7FFBE1000000
fastprox.dll                       0x7FFBE1020000
WINMM.dll                          0x7FFBE1400000
wbemcomn.dll                       0x7FFBE1740000
VCRUNTIME140.dll                   0x7FFBE2060000
wbemprox.dll                       0x7FFBE20A0000
nvldumdx.dll                       0x7FFBE2860000
drvstore.dll                       0x7FFBE2C60000
cryptnet.dll                       0x7FFBE3470000
dhcpcsvc6.DLL                      0x7FFBE34B0000
dxcore.dll                         0x7FFBE34F0000
VERSION.dll                        0x7FFBE35A0000
dhcpcsvc.DLL                       0x7FFBE36B0000
OneCoreUAPCommonProxyStub.dll      0x7FFBE36D0000
WINNSI.DLL                         0x7FFBE5180000
MMDevApi.dll                       0x7FFBE55C0000
AUDIOSES.DLL                       0x7FFBE57A0000
rasadhlp.dll                       0x7FFBE5A00000
WINHTTP.dll                        0x7FFBE6310000
XINPUT9_1_0.dll                    0x7FFBE6490000
WeaponDebrisCrashFix.dll           0x7FFBE68E0000
SprintStutteringFix.dll            0x7FFBE6970000
MSVCP140_ATOMIC_WAIT.dll           0x7FFBE6BB0000
WindowsCodecs.dll                  0x7FFBE7080000
twinapi.appcore.dll                0x7FFBE76B0000
WindowManagementAPI.dll            0x7FFBE7900000
nvToolsExt64_1.dll                 0x7FFBE7A00000
avrt.dll                           0x7FFBE8600000
PROPSYS.dll                        0x7FFBE8DB0000
d3d11.dll                          0x7FFBE91E0000
