XINPUT1_3.dll                 0x000000400000
steam_api64.dll               0x000070000000
X3DAudio1_7.dll               0x000070040000
d3d11.dll                     0x000180000000
MSVCP140.dll                  0x02BE10B80000
Fallout4.exe                  0x7FF673B50000
steamclient64.dll             0x7FF8D1F00000
d3dcompiler_46e.dll           0x7FF8D9AF0000
Buffout4.dll                  0x7FF8D9EB0000
gameoverlayrenderer64.dll     0x7FF8DEF80000
DSOUND.DLL                    0x7FF8DF280000
XAudio2_7.dll                 0x7FF8DFA00000
ShadowBoostFO4.dll            0x7FF8E0070000
D3DCOMPILER_43.dll            0x7FF8E0540000
flexRelease_x64.dll           0x7FF8E07B0000
mcm.dll                       0x7FF8E0AE0000
f4se_1_10_163.dll             0x7FF8E0C10000
tier0_s64.dll                 0x7FF8E0CF0000
XDI.dll                       0x7FF8E18E0000
HighFPSPhysicsFix.dll         0x7FF8E2EB0000
SimpleImpact.dll              0x7FF8E5160000
atidxx64.dll                  0x7FF8E5740000
UneducatedShooter.dll         0x7FF8E8010000
BulletCountedReload.dll       0x7FF8E8E30000
BakaScrapHeap.dll             0x7FF8EA0C0000
MSVCP110.dll                  0x7FF8EA550000
MSVCR110.dll                  0x7FF8ECC30000
mskeyprotect.dll              0x7FF8ED9E0000
ncryptsslp.dll                0x7FF8EDB50000
GFSDK_SSAO_D3D11.win64.dll    0x7FF8EE790000
OneCoreCommonProxyStub.dll    0x7FF8F0370000
f4se_steam_loader.dll         0x7FF8F0840000
cudart64_75.dll               0x7FF8F0910000
GFSDK_GodraysLib.x64.dll      0x7FF8F2180000
AUDIOSES.DLL                  0x7FF8F2B90000
bink2w64.dll                  0x7FF8F3420000
flexExtRelease_x64.dll        0x7FF8F54B0000
d3dx11_43.dll                 0x7FF8F55B0000
Secur32.dll                   0x7FF8F9F00000
wbemsvc.dll                   0x7FF8FC060000
fastprox.dll                  0x7FF8FC100000
wbemcomn.dll                  0x7FF8FD090000
wbemprox.dll                  0x7FF8FD150000
amsi.dll                      0x7FF8FD9A0000
webio.dll                     0x7FF8FDA10000
rasadhlp.dll                  0x7FF8FDB70000
D3DSCache.dll                 0x7FF8FDE80000
WINHTTP.dll                   0x7FF8FE6C0000
iertutil.dll                  0x7FF8FE930000
vstdlib_s64.dll               0x7FF900D70000
MMDevApi.dll                  0x7FF901FB0000
dbghelp.dll                   0x7FF902A40000
OneCoreUAPCommonProxyStub.dll 0x7FF902C40000
fwpuclnt.dll                  0x7FF903720000
dhcpcsvc6.DLL                 0x7FF903D80000
VERSION.dll                   0x7FF903DA0000
WindowsCodecs.dll             0x7FF903DD0000
dhcpcsvc.DLL                  0x7FF9046C0000
Windows.UI.dll                0x7FF904D70000
CoreUIComponents.dll          0x7FF904EC0000
aticfx64.dll                  0x7FF905470000
xinput1_4.dll                 0x7FF9056B0000
WINNSI.DLL                    0x7FF9057A0000
avrt.dll                      0x7FF905920000
inputhost.dll                 0x7FF906140000
amdihk64.dll                  0x7FF9066C0000
wintypes.dll                  0x7FF9066F0000
TextInputFramework.dll        0x7FF9068D0000
atiuxp64.dll                  0x7FF9069B0000
VCRUNTIME140.dll              0x7FF906A80000
PROPSYS.dll                   0x7FF906D90000
d3d11.dll                     0x7FF907650000
D3DCOMPILER_47.dll            0x7FF9078B0000
dcomp.dll                     0x7FF907D20000
CoreMessaging.dll             0x7FF908270000
VCRUNTIME140_1.dll            0x7FF908710000
apphelp.dll                   0x7FF908750000
WINMMBASE.dll                 0x7FF9087E0000
WINMM.dll                     0x7FF908810000
nvToolsExt64_1.dll            0x7FF908880000
uxtheme.dll                   0x7FF908970000
twinapi.appcore.dll           0x7FF908B20000
resourcepolicyclient.dll      0x7FF908D80000
dwmapi.dll                    0x7FF908E70000
RMCLIENT.dll                  0x7FF909040000
HID.DLL                       0x7FF9092F0000
dxcore.dll                    0x7FF9093C0000
dxgi.dll                      0x7FF9093E0000
ntmarta.dll                   0x7FF909750000
schannel.DLL                  0x7FF909A00000
IPHLPAPI.DLL                  0x7FF909C60000
DNSAPI.dll                    0x7FF909CA0000
MSWSOCK.dll                   0x7FF909F50000
CRYPTBASE.DLL                 0x7FF90A120000
NTASN1.dll                    0x7FF90A1F0000
ncrypt.dll                    0x7FF90A230000
DEVOBJ.dll                    0x7FF90A500000
DPAPI.DLL                     0x7FF90A550000
SSPICLI.DLL                   0x7FF90A600000
USERENV.dll                   0x7FF90A630000
UMPDC.dll                     0x7FF90A710000
MSASN1.dll                    0x7FF90A720000
profapi.dll                   0x7FF90A740000
kernel.appcore.dll            0x7FF90A760000
powrprof.dll                  0x7FF90A780000
cfgmgr32.dll                  0x7FF90A7D0000
KERNELBASE.dll                0x7FF90A820000
bcrypt.dll                    0x7FF90AAD0000
bcryptPrimitives.dll          0x7FF90AB00000
WINTRUST.dll                  0x7FF90AC40000
ucrtbase.dll                  0x7FF90ACA0000
win32u.dll                    0x7FF90ADA0000
CRYPT32.dll                   0x7FF90ADD0000
gdi32full.dll                 0x7FF90AF30000
msvcp_win.dll                 0x7FF90B0D0000
windows.storage.dll           0x7FF90B170000
cryptsp.dll                   0x7FF90B8F0000
clbcatq.dll                   0x7FF90B910000
USER32.dll                    0x7FF90B9C0000
OLEAUT32.dll                  0x7FF90BB60000
msvcrt.dll                    0x7FF90BC30000
MSCTF.dll                     0x7FF90BE80000
SHELL32.dll                   0x7FF90BFC0000
IMM32.DLL                     0x7FF90C710000
imagehlp.dll                  0x7FF90C750000
RPCRT4.dll                    0x7FF90C770000
NSI.dll                       0x7FF90C890000
KERNEL32.DLL                  0x7FF90C920000
GDI32.dll                     0x7FF90C9E0000
WS2_32.dll                    0x7FF90CA10000
combase.dll                   0x7FF90CAE0000
ole32.dll                     0x7FF90CE20000
shcore.dll                    0x7FF90CF80000
PSAPI.DLL                     0x7FF90D030000
SETUPAPI.dll                  0x7FF90D040000
ADVAPI32.dll                  0x7FF90D600000
shlwapi.dll                   0x7FF90D720000
sechost.dll                   0x7FF90D780000
ntdll.dll                     0x7FF90D860000
