XINPUT1_3.dll                      0x000000400000
steam_api64.dll                    0x0000655A0000
X3DAudio1_7.dll                    0x0000655E0000
d3d11.dll                          0x000180000000
wintrust.dll                       0x024E20C70000
MMDevApi.dll                       0x024E3C5C0000
Fallout4.exe                       0x7FF663810000
XAudio2_7.dll                      0x7FFA69F00000
d3dcompiler_46e.dll                0x7FFA84400000
gameoverlayrenderer64.dll          0x7FFA847C0000
wsfw_identifier.dll                0x7FFA84960000
ShadowBoostFO4.dll                 0x7FFA84A60000
RobCo_Patcher.dll                  0x7FFA84B30000
XDI.dll                            0x7FFA84FD0000
PrivateProfileRedirector.dll       0x7FFA85040000
po3_SpellPerkItemDistributorF4.dll 0x7FFA850A0000
Buffout4.dll                       0x7FFA851B0000
steamclient64.dll                  0x7FFA85510000
PowerGridTools.dll                 0x7FFA871A0000
po3_BaseObjectSwapperF4.dll        0x7FFA87210000
place.dll                          0x7FFA87310000
NVIDIA_Reflex.dll                  0x7FFA87390000
BLD_Helper.dll                     0x7FFA87460000
IPHLPAPI.DLL                       0x7FFA877C0000
mcm.dll                            0x7FFA88210000
HighFPSPhysicsFix.dll              0x7FFA882B0000
GCBugFix.dll                       0x7FFA88340000
f4pm.dll                           0x7FFA883A0000
f4ee.dll                           0x7FFA88410000
D3DCOMPILER_43.dll                 0x7FFA88520000
tier0_s64.dll                      0x7FFA8E3B0000
BakaFramework.dll                  0x7FFA90B70000
BetterConsole.dll                  0x7FFA9D150000
f4se_1_10_163.dll                  0x7FFA9D910000
BakaWaitAnywhere.dll               0x7FFA9DB20000
vstdlib_s64.dll                    0x7FFA9E040000
cudart64_75.dll                    0x7FFA9F4A0000
flexRelease_x64.dll                0x7FFA9F500000
GFSDK_SSAO_D3D11.win64.dll         0x7FFAA0090000
MSVCR110.dll                       0x7FFAA0120000
MSVCP110.dll                       0x7FFAA0390000
GFSDK_GodraysLib.x64.dll           0x7FFAA1840000
flexExtRelease_x64.dll             0x7FFAC0F50000
UnlimitedFastTravel.dll            0x7FFAC22E0000
rename_anything.dll                0x7FFAC2650000
xinput1_4.dll                      0x7FFAD0F00000
Interior-NavCut-Fix.dll            0x7FFAD1000000
crafting_highlight_fix.dll         0x7FFAD1200000
ConsoleUtilF4.dll                  0x7FFADC0B0000
enbhelperf4.dll                    0x7FFAE27A0000
DSOUND.DLL                         0x7FFAE3EF0000
usvfs_x64.dll                      0x7FFAE82D0000
f4se_steam_loader.dll              0x7FFAE8840000
MSVCP140.dll                       0x7FFAEC310000
winmmbase.dll                      0x7FFAEC3A0000
VCRUNTIME140.dll                   0x7FFAEC4F0000
VCRUNTIME140_1.dll                 0x7FFAECB40000
bink2w64.dll                       0x7FFAED840000
OneCoreCommonProxyStub.dll         0x7FFAEF9C0000
Secur32.dll                        0x7FFAF0880000
WINSPOOL.DRV                       0x7FFAF0E30000
COMCTL32.dll                       0x7FFAF0EE0000
MSIMG32.dll                        0x7FFAF1180000
nvwgf2umx.dll                      0x7FFAF1460000
NvMessageBus.dll                   0x7FFAF6BE0000
nvgpucomp64.dll                    0x7FFAF7200000
nvldumdx.dll                       0x7FFAFA4E0000
nvapi64.dll                        0x7FFAFA620000
dxcore.dll                         0x7FFAFACF0000
inputhost.dll                      0x7FFAFAD30000
textinputframework.dll             0x7FFAFAE90000
Windows.UI.dll                     0x7FFAFAF90000
DbgHelp.dll                        0x7FFAFB800000
WINMM.dll                          0x7FFAFC240000
OneCoreUAPCommonProxyStub.dll      0x7FFAFCE10000
CONCRT140.dll                      0x7FFAFD8E0000
WindowsCodecs.dll                  0x7FFAFF1E0000
WindowManagementAPI.dll            0x7FFAFF3B0000
drvstore.dll                       0x7FFAFF460000
twinapi.appcore.dll                0x7FFAFF6D0000
cryptnet.dll                       0x7FFAFF960000
VERSION.dll                        0x7FFAFFDC0000
WINHTTP.dll                        0x7FFAFFF00000
AUDIOSES.DLL                       0x7FFB002B0000
nvspcap64.dll                      0x7FFB00890000
WeaponDebrisCrashFix.dll           0x7FFB011C0000
d3dx11_43.dll                      0x7FFB01250000
avrt.dll                           0x7FFB01690000
PROPSYS.dll                        0x7FFB03340000
D3DCOMPILER_47.dll                 0x7FFB03CD0000
d3d11.dll                          0x7FFB04140000
dcomp.dll                          0x7FFB04540000
wintypes.dll                       0x7FFB04750000
SprintStutteringFix.dll            0x7FFB04D10000
nvToolsExt64_1.dll                 0x7FFB04D80000
CoreUIComponents.dll               0x7FFB04DD0000
CoreMessaging.dll                  0x7FFB05230000
UxTheme.dll                        0x7FFB05580000
resourcepolicyclient.dll           0x7FFB056F0000
dwmapi.dll                         0x7FFB05910000
kernel.appcore.dll                 0x7FFB05AF0000
windows.storage.dll                0x7FFB05CF0000
HID.DLL                            0x7FFB06490000
dxgi.dll                           0x7FFB064D0000
rsaenh.dll                         0x7FFB06C80000
ntmarta.dll                        0x7FFB06D10000
UMPDC.dll                          0x7FFB07040000
IpHlpAPI.dll                       0x7FFB07060000
POWRPROF.dll                       0x7FFB071D0000
MSWSOCK.dll                        0x7FFB073D0000
CRYPTSP.dll                        0x7FFB075C0000
CRYPTBASE.DLL                      0x7FFB075E0000
Wldp.dll                           0x7FFB07670000
msasn1.dll                         0x7FFB07800000
devobj.dll                         0x7FFB079D0000
SSPICLI.DLL                        0x7FFB07AF0000
profapi.dll                        0x7FFB07B70000
cfgmgr32.dll                       0x7FFB07C40000
