XINPUT1_3.dll                 0x000000400000
X3DAudio1_7.dll               0x0000547B0000
steam_api64.dll               0x0000547C0000
LL_fourPlay_1_10_163.dll      0x000180000000
Fallout4.exe                  0x7FF6A8FE0000
steamclient64.dll             0x7FFD33F70000
nvspcap64.dll                 0x7FFD64570000
msdmo.dll                     0x7FFD9D730000
ResampleDmo.DLL               0x7FFD9D740000
DSOUND.DLL                    0x7FFD9D800000
Buffout4.dll                  0x7FFDD3500000
wsfw_identifier.dll           0x7FFDD3D90000
RobCo_Patcher.dll             0x7FFDE0BC0000
mcm.dll                       0x7FFDE0CB0000
tier0_s64.dll                 0x7FFDE0D50000
f4ee.dll                      0x7FFDEDE70000
flexRelease_x64.dll           0x7FFDF4350000
BakaScrapHeap.dll             0x7FFDF4DD0000
f4se_1_10_163.dll             0x7FFDF4FD0000
MSVCP140.dll                  0x7FFDF55A0000
VCRUNTIME140.dll              0x7FFDFCFF0000
vstdlib_s64.dll               0x7FFE064E0000
HighFPSPhysicsFix.dll         0x7FFE07CC0000
winmmbase.dll                 0x7FFE07D50000
Windows.UI.dll                0x7FFE09480000
RustyFaceFix.dll              0x7FFE0A1C0000
GFSDK_SSAO_D3D11.win64.dll    0x7FFE0A600000
nvwgf2umx.dll                 0x7FFE0D190000
OneCoreCommonProxyStub.dll    0x7FFE10A90000
COMCTL32.dll                  0x7FFE112B0000
textinputframework.dll        0x7FFE11710000
AUDIOSES.DLL                  0x7FFE11E90000
nvldumdx.dll                  0x7FFE14710000
nvapi64.dll                   0x7FFE147D0000
MMDevApi.dll                  0x7FFE15250000
MpOav.dll                     0x7FFE1CE00000
amsi.dll                      0x7FFE1CE80000
wbemsvc.dll                   0x7FFE1D090000
fastprox.dll                  0x7FFE1D0B0000
PowerGridTools.dll            0x7FFE1D430000
MSVCR110.dll                  0x7FFE1D620000
XAudio2_7.dll                 0x7FFE1DB10000
cudart64_75.dll               0x7FFE1DC60000
MSVCP110.dll                  0x7FFE1DDA0000
GFSDK_GodraysLib.x64.dll      0x7FFE1DE90000
wbemprox.dll                  0x7FFE1FDB0000
cryptnet.dll                  0x7FFE1FE40000
webio.dll                     0x7FFE201B0000
f4se_steam_loader.dll         0x7FFE20270000
bink2w64.dll                  0x7FFE202B0000
VCRUNTIME140_1.dll            0x7FFE20590000
ncryptsslp.dll                0x7FFE21000000
wbemcomn.dll                  0x7FFE23140000
OneCoreUAPCommonProxyStub.dll 0x7FFE23EF0000
drvstore.dll                  0x7FFE253B0000
VERSION.dll                   0x7FFE25560000
WINMM.dll                     0x7FFE25C70000
CoreUIComponents.dll          0x7FFE27190000
fwpuclnt.dll                  0x7FFE277A0000
rasadhlp.dll                  0x7FFE278B0000
avrt.dll                      0x7FFE278C0000
directxdatabasehelper.dll     0x7FFE279E0000
dhcpcsvc.DLL                  0x7FFE28480000
dhcpcsvc6.DLL                 0x7FFE28520000
WINHTTP.dll                   0x7FFE28770000
flexExtRelease_x64.dll        0x7FFE29020000
d3d11.dll                     0x7FFE29BA0000
dcomp.dll                     0x7FFE2A4A0000
CoreMessaging.dll             0x7FFE2AB10000
apphelp.dll                   0x7FFE2B3C0000
nvToolsExt64_1.dll            0x7FFE2BA20000
uxtheme.dll                   0x7FFE2BB00000
dxgi.dll                      0x7FFE2E230000
dwmapi.dll                    0x7FFE2E340000
WINNSI.DLL                    0x7FFE2EA60000
dbghelp.dll                   0x7FFE2EA70000
dxcore.dll                    0x7FFE2EE90000
resourcepolicyclient.dll      0x7FFE2F210000
wintypes.dll                  0x7FFE2F540000
windows.storage.dll           0x7FFE2F680000
HID.DLL                       0x7FFE2FF80000
IPHLPAPI.DLL                  0x7FFE30250000
DNSAPI.dll                    0x7FFE30280000
UMPDC.dll                     0x7FFE30590000
powrprof.dll                  0x7FFE305D0000
Secur32.dll                   0x7FFE30620000
schannel.DLL                  0x7FFE306A0000
rsaenh.dll                    0x7FFE307B0000
kernel.appcore.dll            0x7FFE30850000
ntmarta.dll                   0x7FFE30870000
SSPICLI.DLL                   0x7FFE30AB0000
MSWSOCK.dll                   0x7FFE30CC0000
USERENV.dll                   0x7FFE30D60000
CRYPTBASE.DLL                 0x7FFE30EC0000
wldp.dll                      0x7FFE30F50000
CRYPTSP.dll                   0x7FFE30FB0000
msasn1.dll                    0x7FFE31000000
NTASN1.dll                    0x7FFE310E0000
ncrypt.dll                    0x7FFE31120000
bcrypt.dll                    0x7FFE31150000
devobj.dll                    0x7FFE31460000
cfgmgr32.dll                  0x7FFE31490000
DPAPI.DLL                     0x7FFE31500000
profapi.dll                   0x7FFE316D0000
bcryptPrimitives.dll          0x7FFE317A0000
KERNELBASE.dll                0x7FFE31820000
gdi32full.dll                 0x7FFE31BD0000
WINTRUST.DLL                  0x7FFE31CF0000
win32u.dll                    0x7FFE31E20000
ucrtbase.dll                  0x7FFE31E50000
msvcp_win.dll                 0x7FFE31F70000
CRYPT32.dll                   0x7FFE32010000
GDI32.dll                     0x7FFE32180000
sechost.dll                   0x7FFE321C0000
SHCORE.dll                    0x7FFE32270000
ole32.dll                     0x7FFE32370000
imagehlp.dll                  0x7FFE32560000
USER32.dll                    0x7FFE32580000
RPCRT4.dll                    0x7FFE32760000
IMM32.DLL                     0x7FFE32880000
SETUPAPI.dll                  0x7FFE32930000
SHELL32.dll                   0x7FFE32F70000
clbcatq.dll                   0x7FFE337D0000
NSI.dll                       0x7FFE33880000
WS2_32.dll                    0x7FFE33890000
COMDLG32.dll                  0x7FFE33910000
PSAPI.DLL                     0x7FFE33A10000
MSCTF.dll                     0x7FFE33B10000
OLEAUT32.dll                  0x7FFE33C60000
shlwapi.dll                   0x7FFE33D40000
KERNEL32.DLL                  0x7FFE33DA0000
combase.dll                   0x7FFE33E70000
ADVAPI32.dll                  0x7FFE34200000
msvcrt.dll                    0x7FFE34340000
ntdll.dll                     0x7FFE34430000
