XINPUT1_3.dll              0x000000400000
X3DAudio1_7.dll            0x00006C780000
steam_api64.dll            0x00006C790000
Buffout4.dll               0x01BBB42F0000
Fallout4.exe               0x7FF66AEE0000
gameoverlayrenderer64.dll  0x7FFE6A210000
RobCo_Patcher.dll          0x7FFE6A3A0000
NVIDIA_Reflex.dll          0x7FFE6A490000
mcm.dll                    0x7FFE6A560000
FakeThroughScope.dll       0x7FFE6A600000
f4se_1_10_163.dll          0x7FFE6AA40000
tier0_s64.dll              0x7FFE6AB20000
steamclient64.dll          0x7FFE6ACC0000
HighFPSPhysicsFix.dll      0x7FFE6D580000
vstdlib_s64.dll            0x7FFE6D610000
GFSDK_SSAO_D3D11.win64.dll 0x7FFE6D870000
flexRelease_x64.dll        0x7FFE82800000
MSVCR110.dll               0x7FFE84570000
MSVCP110.dll               0x7FFE8FB00000
bink2w64.dll               0x7FFE9BA50000
LongLoadingTimesFix.dll    0x7FFEB4050000
cudart64_75.dll            0x7FFEB6ED0000
GFSDK_GodraysLib.x64.dll   0x7FFEECF80000
dbghelp.dll                0x7FFF04E50000
flexExtRelease_x64.dll     0x7FFF08690000
f4se_steam_loader.dll      0x7FFF08AB0000
VCRUNTIME140_1.dll         0x7FFF09D90000
MSVCP140.dll               0x7FFF0A3F0000
VCRUNTIME140.dll           0x7FFF0A5E0000
Secur32.dll                0x7FFF0AEC0000
textinputframework.dll     0x7FFF0E0C0000
WINHTTP.dll                0x7FFF12BB0000
WINMM.dll                  0x7FFF13C70000
VERSION.dll                0x7FFF14C10000
nvToolsExt64_1.dll         0x7FFF16310000
d3d11.dll                  0x7FFF163E0000
D3DCOMPILER_47.dll         0x7FFF16650000
wintypes.dll               0x7FFF170A0000
CoreUIComponents.dll       0x7FFF177C0000
CoreMessaging.dll          0x7FFF17B20000
apphelp.dll                0x7FFF17EC0000
uxtheme.dll                0x7FFF18180000
kernel.appcore.dll         0x7FFF18650000
windows.storage.dll        0x7FFF18850000
HID.DLL                    0x7FFF18FF0000
dxgi.dll                   0x7FFF19030000
ntmarta.dll                0x7FFF198F0000
IPHLPAPI.DLL               0x7FFF19BD0000
MSWSOCK.dll                0x7FFF19F30000
CRYPTBASE.DLL              0x7FFF1A120000
CRYPTSP.dll                0x7FFF1A130000
Wldp.dll                   0x7FFF1A1D0000
SSPICLI.DLL                0x7FFF1A670000
profapi.dll                0x7FFF1A6C0000
cfgmgr32.dll               0x7FFF1A790000
bcrypt.dll                 0x7FFF1A7E0000
bcryptPrimitives.dll       0x7FFF1A8C0000
msvcp_win.dll              0x7FFF1A950000
win32u.dll                 0x7FFF1A9F0000
KERNELBASE.dll             0x7FFF1AA20000
gdi32full.dll              0x7FFF1AD90000
ucrtbase.dll               0x7FFF1AEB0000
CRYPT32.dll                0x7FFF1AFB0000
IMM32.DLL                  0x7FFF1B370000
SHELL32.dll                0x7FFF1B480000
KERNEL32.DLL               0x7FFF1BBD0000
imagehlp.dll               0x7FFF1BC90000
PSAPI.DLL                  0x7FFF1BCB0000
SHCORE.dll                 0x7FFF1BD80000
shlwapi.dll                0x7FFF1BED0000
ole32.dll                  0x7FFF1BF30000
GDI32.dll                  0x7FFF1C060000
sechost.dll                0x7FFF1C090000
USER32.dll                 0x7FFF1C1B0000
SETUPAPI.dll               0x7FFF1C360000
RPCRT4.dll                 0x7FFF1C7D0000
OLEAUT32.dll               0x7FFF1C900000
combase.dll                0x7FFF1C9D0000
WS2_32.dll                 0x7FFF1CD30000
MSCTF.dll                  0x7FFF1CDA0000
ADVAPI32.dll               0x7FFF1CEC0000
msvcrt.dll                 0x7FFF1CF70000
ntdll.dll                  0x7FFF1D0B0000
