XINPUT1_3.dll                      0x000000400000
X3DAudio1_7.dll                    0x0000694F0000
steam_api64.dll                    0x000069500000
d3d11.dll                          0x000180000000
RTSSHooks64.dll                    0x020406500000
Fallout4.exe                       0x7FF64D8A0000
nvcuda64.dll                       0x7FFC034C0000
NvCamera64.dll                     0x7FFC03EE0000
d3dcompiler_47_64.dll              0x7FFC05570000
d3dcompiler_46e.dll                0x7FFC05980000
NAF.dll                            0x7FFC09660000
SUP_F4SE.dll                       0x7FFC0A600000
XAudio2_7.dll                      0x7FFC0AA40000
nvspcap64.dll                      0x7FFC0B1A0000
gameoverlayrenderer64.dll          0x7FFC0B500000
DINPUT8.dll                        0x7FFC0B6D0000
KiLoaderSatelliteENB.dllplugin     0x7FFC0B720000
XDI.dll                            0x7FFC0B770000
UneducatedShooter.dll              0x7FFC0B7E0000
RobCo_Patcher.dll                  0x7FFC0B860000
UnlimitedSurvivalMode.dll          0x7FFC0BAA0000
ToYourFaceFO4.dll                  0x7FFC0BAF0000
RememberPickAngleUpdated.dll       0x7FFC0BB40000
SprintSpeedController.dll          0x7FFC0E800000
SlickFingers.dll                   0x7FFC0E8B0000
PRKF.dll                           0x7FFC0E900000
po3_SimpleOffenceSuppressionF4.dll 0x7FFC0EAF0000
mcm.dll                            0x7FFC0EB80000
LighthousePapyrusExtender.dll      0x7FFC0EC20000
KiENBExtender.dll                  0x7FFC0EF10000
ReloadFix.dll                      0x7FFC0F340000
KiLoader.dll                       0x7FFC0F390000
GardenOfEdenPapyrusExtender.dll    0x7FFC0F420000
f4ee.dll                           0x7FFC0F620000
Buffout4.dll                       0x7FFC0F730000
steamclient64.dll                  0x7FFC0FA90000
PrivateProfileRedirector.dll       0x7FFC11160000
Outfit-ReDress-Fix.dll             0x7FFC116C0000
DSOUND.DLL                         0x7FFC155B0000
HighFPSPhysicsFix.dll              0x7FFC157A0000
tier0_s64.dll                      0x7FFC15B80000
IPHLPAPI.DLL                       0x7FFC15D20000
HHS.dll                            0x7FFC173D0000
D3DCOMPILER_43.dll                 0x7FFC174C0000
LongLoadingTimesFix.dll            0x7FFC177B0000
KiLoaderSatelliteF4SE.dll          0x7FFC18F70000
EscapeFreeze.dll                   0x7FFC19130000
CONCRT140.dll                      0x7FFC1B560000
ClassicHolsteredWeapons.dll        0x7FFC1B5B0000
Interior-NavCut-Fix.dll            0x7FFC1B7B0000
GCBugFix.dll                       0x7FFC1C020000
BulletCountedReload.dll            0x7FFC1C0C0000
BakaMaxPapyrusOps.dll              0x7FFC1C350000
f4se_1_10_163.dll                  0x7FFC1C720000
vstdlib_s64.dll                    0x7FFC1CC60000
CCExtenderF4.dll                   0x7FFC1D1D0000
cbp.dll                            0x7FFC20D60000
GLXRM_FriendlyFire.dll             0x7FFC21C10000
BetterConsole.dll                  0x7FFC26080000
DirectHit.dll                      0x7FFC2A7D0000
EnergyWeaponCalcFix.dll            0x7FFC2AE90000
flexRelease_x64.dll                0x7FFC2AF70000
crafting_highlight_fix.dll         0x7FFC2BED0000
cudart64_75.dll                    0x7FFC2CA50000
BlockingOverhaul.dll               0x7FFC2D6B0000
GFSDK_SSAO_D3D11.win64.dll         0x7FFC2D700000
MSVCR110.dll                       0x7FFC2D790000
usvfs_x64.dll                      0x7FFC2E020000
pppl.dll                           0x7FFC2E530000
enbhelperf4.dll                    0x7FFC2F060000
Bastion.dll                        0x7FFC2F0E0000
ArmorPenetrationBugFix.dll         0x7FFC2FA40000
MSVCP140.dll                       0x7FFC3A050000
MessageBus.dll                     0x7FFC3AA20000
GFSDK_GodraysLib.x64.dll           0x7FFC3BC30000
d3dx11_43.dll                      0x7FFC3BD30000
flexExtRelease_x64.dll             0x7FFC3BD80000
f4se_steam_loader.dll              0x7FFC3BF40000
MSVCP110.dll                       0x7FFC3BF80000
VCRUNTIME140_1.dll                 0x7FFC3C350000
VCRUNTIME140.dll                   0x7FFC3C360000
bink2w64.dll                       0x7FFC3C850000
WeaponDebrisCrashFix.dll           0x7FFC3DC40000
WININET.dll                        0x7FFC3F080000
winmmbase.dll                      0x7FFC40630000
encounter_zone_recalculation.dll   0x7FFC42160000
SprintStutteringFix.dll            0x7FFC427C0000
Secur32.dll                        0x7FFC43030000
AmmoRemover.dll                    0x7FFC44130000
MSVCP140_ATOMIC_WAIT.dll           0x7FFC442A0000
WINSPOOL.DRV                       0x7FFC45510000
COMCTL32.dll                       0x7FFC455C0000
gdiplus.dll                        0x7FFC45860000
MSIMG32.dll                        0x7FFC46700000
NvMessageBus.dll                   0x7FFC46800000
nvwgf2umx.dll                      0x7FFC46D90000
nvapi64.dll                        0x7FFC4B2B0000
DbgHelp.dll                        0x7FFC4B980000
WINMM.dll                          0x7FFC4C2C0000
nvgpucomp64.dll                    0x7FFC4D020000
XINPUT9_1_0.dll                    0x7FFC4FC70000
nvldumdx.dll                       0x7FFC4FC80000
dxcore.dll                         0x7FFC510E0000
inputhost.dll                      0x7FFC51120000
textinputframework.dll             0x7FFC51280000
Windows.UI.dll                     0x7FFC51380000
KiHalloc.dll                       0x7FFC52A60000
MMDevApi.dll                       0x7FFC53060000
AUDIOSES.DLL                       0x7FFC53210000
drvstore.dll                       0x7FFC53840000
cryptnet.dll                       0x7FFC53A80000
VERSION.dll                        0x7FFC53AC0000
WindowsCodecs.dll                  0x7FFC53BD0000
WINHTTP.dll                        0x7FFC53E00000
twinapi.appcore.dll                0x7FFC53F90000
WindowManagementAPI.dll            0x7FFC541A0000
dhcpcsvc.DLL                       0x7FFC54400000
avrt.dll                           0x7FFC54790000
d3d11.dll                          0x7FFC55440000
D3DCOMPILER_47.dll                 0x7FFC556B0000
wintypes.dll                       0x7FFC560F0000
dcomp.dll                          0x7FFC563F0000
CoreUIComponents.dll               0x7FFC56960000
CoreMessaging.dll                  0x7FFC56CC0000
PROPSYS.dll                        0x7FFC56EF0000
apphelp.dll                        0x7FFC57020000
nvToolsExt64_1.dll                 0x7FFC57260000
UxTheme.dll                        0x7FFC57460000
resourcepolicyclient.dll           0x7FFC57550000
dwmapi.dll                         0x7FFC57740000
kernel.appcore.dll                 0x7FFC57950000
windows.storage.dll                0x7FFC57B50000
HID.DLL                            0x7FFC582F0000
dxgi.dll                           0x7FFC58330000
rsaenh.dll                         0x7FFC58AE0000
ntmarta.dll                        0x7FFC58C20000
UMPDC.dll                          0x7FFC58EA0000
IpHlpAPI.dll                       0x7FFC58EC0000
POWRPROF.dll                       0x7FFC58FE0000
MSWSOCK.dll                        0x7FFC59230000
CRYPTBASE.DLL                      0x7FFC59420000
CRYPTSP.dll                        0x7FFC59430000
Wldp.dll                           0x7FFC594D0000
msasn1.dll                         0x7FFC59660000
devobj.dll                         0x7FFC59850000
SSPICLI.DLL                        0x7FFC59950000
profapi.dll                        0x7FFC599D0000
wintrust.dll                       0x7FFC59AA0000
msvcp_win.dll                      0x7FFC59B10000
ucrtbase.dll                       0x7FFC59BB0000
win32u.dll                         0x7FFC59CB0000
bcrypt.dll                         0x7FFC59CE0000
bcryptPrimitives.dll               0x7FFC59D10000
KERNELBASE.dll                     0x7FFC59DA0000
cfgmgr32.dll                       0x7FFC5A150000
CRYPT32.dll                        0x7FFC5A1A0000
gdi32full.dll                      0x7FFC5A300000
MSCTF.dll                          0x7FFC5A6B0000
ADVAPI32.dll                       0x7FFC5A860000
COMDLG32.dll                       0x7FFC5A910000
ole32.dll                          0x7FFC5AA00000
KERNEL32.DLL                       0x7FFC5AB90000
USER32.dll                         0x7FFC5AC50000
SHLWAPI.dll                        0x7FFC5ADF0000
SHELL32.dll                        0x7FFC5AE50000
RPCRT4.dll                         0x7FFC5B5C0000
sechost.dll                        0x7FFC5B6F0000
GDI32.dll                          0x7FFC5B790000
SETUPAPI.dll                       0x7FFC5B7C0000
IMM32.DLL                          0x7FFC5BC30000
PSAPI.DLL                          0x7FFC5BC70000
shcore.dll                         0x7FFC5BC80000
msvcrt.dll                         0x7FFC5BD30000
imagehlp.dll                       0x7FFC5BDD0000
OLEAUT32.dll                       0x7FFC5BDF0000
combase.dll                        0x7FFC5BEC0000
NSI.dll                            0x7FFC5C280000
WS2_32.dll                         0x7FFC5C290000
clbcatq.dll                        0x7FFC5C300000
ntdll.dll                          0x7FFC5C3F0000
