XINPUT1_3.dll                      0x000000400000
X3DAudio1_7.dll                    0x00005BAD0000
steam_api64.dll                    0x00005BAE0000
d3d11.dll                          0x000180000000
UnlimitedSurvivalMode.dll          0x01EDBB870000
gpapi.dll                          0x01EDE6EF0000
Fallout4.exe                       0x7FF7D8E60000
ClassicHolsteredWeapons.dll        0x7FF802C40000
BakaScrapHeap.dll                  0x7FF802CF0000
BakaFramework.dll                  0x7FF804CC0000
nvspcap64.dll                      0x7FF80C840000
tier0_s64.dll                      0x7FF80CBF0000
HighFPSPhysicsFix.dll              0x7FF80CE30000
vertibird_jump.dll                 0x7FF80D4D0000
cbp.dll                            0x7FF80D520000
f4se_1_10_163.dll                  0x7FF80D880000
GCBugFix.dll                       0x7FF80E5C0000
BulletCountedReload.dll            0x7FF8114E0000
flexRelease_x64.dll                0x7FF811570000
BetterConsole.dll                  0x7FF812400000
PDPerfPlugin.dll                   0x7FF812D30000
vstdlib_s64.dll                    0x7FF813690000
GFSDK_SSAO_D3D11.win64.dll         0x7FF8158F0000
MSVCR110.dll                       0x7FF815980000
spdlog.dll                         0x7FF815AC0000
cudart64_75.dll                    0x7FF816CB0000
GFSDK_GodraysLib.x64.dll           0x7FF817710000
flexExtRelease_x64.dll             0x7FF817770000
MGEFConditionFix.dll               0x7FF81A550000
DamageThreshold-PA.dll             0x7FF81D510000
MSVCP110.dll                       0x7FF81DBB0000
bink2w64.dll                       0x7FF81EE90000
RustyFaceFix.dll                   0x7FF8226A0000
PriorityMod.dll                    0x7FF823490000
nvapi64.dll                        0x7FF823BD0000
winmmbase.dll                      0x7FF8262F0000
xinput1_4.dll                      0x7FF830920000
SprintStutteringFix.dll            0x7FF8317A0000
NoLockpickActivate.dll             0x7FF8317C0000
crafting_highlight_fix.dll         0x7FF831BE0000
mskeyprotect.dll                   0x7FF8338D0000
ncryptsslp.dll                     0x7FF833910000
enbhelperf4.dll                    0x7FF833AE0000
f4se_steam_loader.dll              0x7FF834B60000
d3d12.dll                          0x7FF837C50000
XeFX.dll                           0x7FF837D90000
d3dx11_43.dll                      0x7FF838B40000
fmt.dll                            0x7FF838E40000
NvTelemetryAPI64.dll               0x7FF838F30000
encounter_zone_recalculation.dll   0x7FF839DB0000
NvTelemetryBridge64.dll            0x7FF839E30000
ffx_fsr2_api_x64.dll               0x7FF83A1A0000
CHW_fix_test_plugin.dll            0x7FF83A2D0000
AmmoRemover.dll                    0x7FF83A8E0000
WINSPOOL.DRV                       0x7FF83CFF0000
MSVCP140_ATOMIC_WAIT.dll           0x7FF83D2B0000
nvldumdx.dll                       0x7FF83E140000
Secur32.dll                        0x7FF83F030000
COMCTL32.dll                       0x7FF841140000
Windows.UI.dll                     0x7FF841400000
twinapi.appcore.dll                0x7FF842B40000
usvfs_x64.dll                      0x7FF843420000
DSOUND.DLL                         0x7FF843750000
WindowManagementAPI.dll            0x7FF843E50000
MpOav.dll                          0x7FF844340000
inputhost.dll                      0x7FF8445A0000
XeFX_Loader.dll                    0x7FF8447F0000
nvToolsExt64_1.dll                 0x7FF8449D0000
textinputframework.dll             0x7FF845970000
webio.dll                          0x7FF846430000
WINMM.dll                          0x7FF846B90000
MSVCP140.dll                       0x7FF8473A0000
DEVRTL.dll                         0x7FF847490000
VCRUNTIME140.dll                   0x7FF8474B0000
VCRUNTIME140_1.dll                 0x7FF8474D0000
avrt.dll                           0x7FF847C20000
rasadhlp.dll                       0x7FF84A080000
fwpuclnt.dll                       0x7FF84A0A0000
amsi.dll                           0x7FF84AEF0000
wbemsvc.dll                        0x7FF84AFC0000
fastprox.dll                       0x7FF84AFE0000
wbemcomn.dll                       0x7FF84B760000
wbemprox.dll                       0x7FF84B7F0000
DbgHelp.dll                        0x7FF84BA30000
SPINF.dll                          0x7FF84CBF0000
WeaponDebrisCrashFix.dll           0x7FF84CCB0000
drvstore.dll                       0x7FF84D230000
WINHTTP.dll                        0x7FF84D480000
dhcpcsvc.DLL                       0x7FF84D970000
cryptnet.dll                       0x7FF84DA20000
VERSION.dll                        0x7FF84DC90000
dhcpcsvc6.DLL                      0x7FF84DCE0000
WINNSI.DLL                         0x7FF84E260000
AUDIOSES.DLL                       0x7FF84E440000
MMDevApi.dll                       0x7FF84E6B0000
dxcore.dll                         0x7FF84E9D0000
d3d11.dll                          0x7FF84F660000
