XINPUT1_3.dll              0x000000400000
X3DAudio1_7.dll            0x00005E040000
steam_api64.dll            0x00005E050000
d3d11.dll                  0x000180000000
tbb.dll                    0x023BE9ED0000
Fallout4.exe               0x7FF70A5A0000
d3dcompiler_46e.dll        0x7FF9D9F20000
gameoverlayrenderer64.dll  0x7FF9DA2E0000
transfer_settlements.dll   0x7FF9DA470000
SUP_F4SE.dll               0x7FF9DA740000
enbhelperf4.dll            0x7FF9DA9D0000
Buffout4.dll               0x7FF9DACF0000
auto_backup_executable.dll 0x7FF9DB050000
steamclient64.dll          0x7FF9DB3C0000
D3DCOMPILER_43.dll         0x7FF9DCA20000
IPHLPAPI.DLL               0x7FF9DCC90000
WINHTTP.dll                0x7FF9DDC00000
wsfw_identifier.dll        0x7FF9E97C0000
terminal+.dll              0x7FF9EF480000
XAudio2_7.dll              0x7FF9F20A0000
RobCo_Patcher.dll          0x7FF9F2130000
XDI.dll                    0x7FF9F25B0000
place.dll                  0x7FF9F4EC0000
MODExplorer.dll            0x7FF9F4F40000
mcm.dll                    0x7FF9F4FC0000
HighFPSPhysicsFix.dll      0x7FF9F53D0000
WhoseQuestIsItAnywayF4.dll 0x7FF9F5E60000
PowerGridTools.dll         0x7FF9F64A0000
F4z Ro D'oh.dll            0x7FF9F6510000
f4pm.dll                   0x7FF9F7520000
GCBugFix.dll               0x7FF9F9FD0000
f4se_1_10_163.dll          0x7FF9FCCE0000
rename_anything.dll        0x7FF9FDA50000
DSOUND.DLL                 0x7FF9FDAE0000
DirectHit.dll              0x7FF9FF000000
tier0_s64.dll              0x7FF9FF060000
BulletCountedReload.dll    0x7FFA01010000
vstdlib_s64.dll            0x7FFA010A0000
usvfs_x64.dll              0x7FFA0A480000
Deadeye.dll                0x7FFA0A830000
flexRelease_x64.dll        0x7FFA0A890000
CONCRT140.dll              0x7FFA0AA60000
Interior-NavCut-Fix.dll    0x7FFA0AE60000
crafting_highlight_fix.dll 0x7FFA0B030000
BetterConsole.dll          0x7FFA0C800000
MSVCR110.dll               0x7FFA0C870000
winmmbase.dll              0x7FFA0F570000
cudart64_75.dll            0x7FFA116D0000
tagpatch.dll               0x7FFA11F20000
AUDIOSES.DLL               0x7FFA16450000
RustyFaceFix.dll           0x7FFA16BD0000
RefLookup.dll              0x7FFA16C40000
tbbmalloc.dll              0x7FFA16C80000
ClockWidget.dll            0x7FFA1B450000
d3dx11_43.dll              0x7FFA1B5E0000
GFSDK_GodraysLib.x64.dll   0x7FFA1B6C0000
f4se_steam_loader.dll      0x7FFA1F3A0000
GFSDK_SSAO_D3D11.win64.dll 0x7FFA1F3E0000
MSVCP110.dll               0x7FFA1F470000
bink2w64.dll               0x7FFA1F5B0000
flexExtRelease_x64.dll     0x7FFA20320000
WININET.dll                0x7FFA2E850000
VCRUNTIME140_1.dll         0x7FFA30A20000
VCRUNTIME140.dll           0x7FFA30AD0000
MSVCP140.dll               0x7FFA30B10000
Secur32.dll                0x7FFA332A0000
SprintStutteringFix.dll    0x7FFA35490000
MessageBus.dll             0x7FFA35920000
COMCTL32.dll               0x7FFA361A0000
gdiplus.dll                0x7FFA36440000
WINSPOOL.DRV               0x7FFA365F0000
MSIMG32.dll                0x7FFA36690000
nvwgf2umx.dll              0x7FFA390C0000
nvapi64.dll                0x7FFA40320000
InputHost.dll              0x7FFA40E50000
textinputframework.dll     0x7FFA40FB0000
Windows.UI.dll             0x7FFA410B0000
nvldumdx.dll               0x7FFA41200000
dxcore.dll                 0x7FFA41760000
MMDevApi.dll               0x7FFA41B10000
WINMM.dll                  0x7FFA43320000
DbgHelp.dll                0x7FFA433B0000
drvstore.dll               0x7FFA44960000
cryptnet.dll               0x7FFA44C40000
VERSION.dll                0x7FFA44C80000
twinapi.appcore.dll        0x7FFA45200000
WindowManagementAPI.dll    0x7FFA45410000
dhcpcsvc.DLL               0x7FFA457D0000
avrt.dll                   0x7FFA45880000
WINHTTP.DLL                0x7FFA45F30000
PROPSYS.dll                0x7FFA463B0000
nvToolsExt64_1.dll         0x7FFA46C00000
d3d11.dll                  0x7FFA46D30000
wintypes.dll               0x7FFA479C0000
dcomp.dll                  0x7FFA47B20000
CoreUIComponents.dll       0x7FFA48090000
CoreMessaging.dll          0x7FFA483F0000
apphelp.dll                0x7FFA48630000
UxTheme.dll                0x7FFA48740000
resourcepolicyclient.dll   0x7FFA48910000
dwmapi.dll                 0x7FFA48B20000
kernel.appcore.dll         0x7FFA48D00000
windows.storage.dll        0x7FFA48F00000
HID.DLL                    0x7FFA496A0000
dxgi.dll                   0x7FFA496E0000
rsaenh.dll                 0x7FFA49E90000
ntmarta.dll                0x7FFA49FB0000
UMPDC.dll                  0x7FFA4A270000
IpHlpAPI.dll               0x7FFA4A290000
powrprof.dll               0x7FFA4A400000
MSWSOCK.dll                0x7FFA4A5F0000
CRYPTSP.dll                0x7FFA4A7E0000
CRYPTBASE.DLL              0x7FFA4A800000
Wldp.dll                   0x7FFA4A890000
msasn1.dll                 0x7FFA4AA20000
devobj.dll                 0x7FFA4ABE0000
SSPICLI.DLL                0x7FFA4AD00000
profapi.dll                0x7FFA4AD80000
bcrypt.dll                 0x7FFA4AE50000
ucrtbase.dll               0x7FFA4AE80000
wintrust.dll               0x7FFA4AF80000
cfgmgr32.dll               0x7FFA4B0A0000
msvcp_win.dll              0x7FFA4B0F0000
win32u.dll                 0x7FFA4B190000
KERNELBASE.dll             0x7FFA4B1C0000
CRYPT32.dll                0x7FFA4B4C0000
bcryptPrimitives.dll       0x7FFA4B620000
gdi32full.dll              0x7FFA4B6B0000
PSAPI.DLL                  0x7FFA4B7D0000
clbcatq.dll                0x7FFA4B7E0000
imagehlp.dll               0x7FFA4B890000
MSCTF.dll                  0x7FFA4B8B0000
GDI32.dll                  0x7FFA4BAE0000
COMDLG32.dll               0x7FFA4BB10000
IMM32.DLL                  0x7FFA4BBF0000
RPCRT4.dll                 0x7FFA4BC20000
KERNEL32.DLL               0x7FFA4BD50000
SETUPAPI.dll               0x7FFA4BE10000
sechost.dll                0x7FFA4C280000
SHELL32.dll                0x7FFA4C320000
WS2_32.dll                 0x7FFA4CC20000
USER32.dll                 0x7FFA4CC90000
shcore.dll                 0x7FFA4CE90000
ole32.dll                  0x7FFA4CF40000
NSI.dll                    0x7FFA4D070000
msvcrt.dll                 0x7FFA4D080000
SHLWAPI.dll                0x7FFA4D120000
OLEAUT32.dll               0x7FFA4D180000
combase.dll                0x7FFA4D320000
ADVAPI32.dll               0x7FFA4D680000
ntdll.dll                  0x7FFA4D770000
