XINPUT1_3.dll                 0x000000400000
X3DAudio1_7.dll               0x0000733B0000
steam_api64.dll               0x0000733C0000
d3d11.dll                     0x000180000000
nvgpucomp64.dll               0x019B3D400000
Fallout4.exe                  0x7FF6A1F40000
nvspcap64.dll                 0x7FFEB0810000
nvcuda64.dll                  0x7FFEB0F10000
steamclient64.dll             0x7FFEB18C0000
NvCamera64.dll                0x7FFEBD000000
d3dcompiler_47_64.dll         0x7FFEBE950000
d3dcompiler_46e.dll           0x7FFEBED60000
D3DCOMPILER_43.dll            0x7FFEC0DD0000
IPHLPAPI.DLL                  0x7FFEC1040000
gameoverlayrenderer64.dll     0x7FFEC1610000
RobCo_Patcher.dll             0x7FFEC17A0000
NVIDIA_Reflex.dll             0x7FFEC1890000
Buffout4.dll                  0x7FFEC1960000
BLD_Helper.dll                0x7FFEC1CC0000
XAudio2_7.dll                 0x7FFEC83D0000
mcm.dll                       0x7FFEC8460000
f4ee.dll                      0x7FFEC8500000
BakaScrapHeap.dll             0x7FFEC8610000
tier0_s64.dll                 0x7FFEC8830000
f4se_1_10_163.dll             0x7FFECA980000
vstdlib_s64.dll               0x7FFECFBB0000
XDI.dll                       0x7FFECFEE0000
DINPUT8.dll                   0x7FFED4670000
LongLoadingTimesFix.dll       0x7FFED4950000
flexRelease_x64.dll           0x7FFED4AD0000
SprintSpeedController.dll     0x7FFED5770000
MSVCR110.dll                  0x7FFED57C0000
HighFPSPhysicsFix.dll         0x7FFED6570000
ResampleDmo.DLL               0x7FFED8150000
FavoritesMenuEx.dll           0x7FFEDC220000
BulletCountedReload.dll       0x7FFEDC7C0000
d3dx11_43.dll                 0x7FFEDDDE0000
cudart64_75.dll               0x7FFEE0010000
DSOUND.DLL                    0x7FFEE0070000
GFSDK_GodraysLib.x64.dll      0x7FFEE05A0000
GFSDK_SSAO_D3D11.win64.dll    0x7FFEE1220000
MSVCP110.dll                  0x7FFEE16C0000
bink2w64.dll                  0x7FFEE1770000
f4se_steam_loader.dll         0x7FFEE3E00000
enbhelperf4.dll               0x7FFEE3F30000
flexExtRelease_x64.dll        0x7FFEE4290000
achievements.dll              0x7FFEE4730000
SprintStutteringFix.dll       0x7FFEE9940000
nvToolsExt64_1.dll            0x7FFEE99A0000
XINPUT9_1_0.dll               0x7FFEEA150000
OneCoreCommonProxyStub.dll    0x7FFEEE280000
MessageBus.dll                0x7FFEF13E0000
Windows.UI.dll                0x7FFEF1B20000
inputhost.dll                 0x7FFEF3090000
usvfs_x64.dll                 0x7FFEF3600000
nvwgf2umx.dll                 0x7FFEF3A60000
COMCTL32.dll                  0x7FFEF8F60000
MpOav.dll                     0x7FFEF9780000
MessageBus.dll                0x7FFEF9800000
AUDIOSES.DLL                  0x7FFEFAB60000
ncryptsslp.dll                0x7FFEFB7F0000
MSVCP140.dll                  0x7FFEFC640000
winmmbase.dll                 0x7FFEFCAA0000
VCRUNTIME140_1.dll            0x7FFEFDBB0000
VCRUNTIME140.dll              0x7FFEFDBC0000
textinputframework.dll        0x7FFEFE380000
webio.dll                     0x7FFEFF460000
nvapi64.dll                   0x7FFF02210000
OneCoreUAPCommonProxyStub.dll 0x7FFF029C0000
WINSPOOL.DRV                  0x7FFF04320000
nvldumdx.dll                  0x7FFF04490000
fastprox.dll                  0x7FFF04870000
WINMM.dll                     0x7FFF04A80000
amsi.dll                      0x7FFF051F0000
wbemsvc.dll                   0x7FFF05870000
MSIMG32.dll                   0x7FFF058B0000
msdmo.dll                     0x7FFF059A0000
wbemcomn.dll                  0x7FFF06530000
wbemprox.dll                  0x7FFF065B0000
MMDevApi.dll                  0x7FFF06E80000
DbgHelp.dll                   0x7FFF07480000
drvstore.dll                  0x7FFF07A00000
CoreUIComponents.dll          0x7FFF07D70000
cryptnet.dll                  0x7FFF08110000
rasadhlp.dll                  0x7FFF085C0000
VERSION.dll                   0x7FFF085D0000
avrt.dll                      0x7FFF085E0000
fwpuclnt.dll                  0x7FFF085F0000
directxdatabasehelper.dll     0x7FFF08680000
dhcpcsvc.DLL                  0x7FFF088E0000
WINHTTP.dll                   0x7FFF08940000
dhcpcsvc6.DLL                 0x7FFF08B10000
WindowsCodecs.dll             0x7FFF093D0000
d3d11.dll                     0x7FFF09CA0000
dcomp.dll                     0x7FFF0A4F0000
CoreMessaging.dll             0x7FFF0AB80000
WINNSI.DLL                    0x7FFF0B0F0000
UxTheme.dll                   0x7FFF0B140000
dxcore.dll                    0x7FFF0B240000
dxgi.dll                      0x7FFF0B290000
dwmapi.dll                    0x7FFF0B570000
resourcepolicyclient.dll      0x7FFF0B5F0000
wintypes.dll                  0x7FFF0B9E0000
windows.storage.dll           0x7FFF0BB20000
HID.DLL                       0x7FFF0C420000
IpHlpAPI.dll                  0x7FFF0C680000
DNSAPI.dll                    0x7FFF0C6F0000
Secur32.dll                   0x7FFF0C9E0000
schannel.DLL                  0x7FFF0CA60000
rsaenh.dll                    0x7FFF0CB70000
kernel.appcore.dll            0x7FFF0CBB0000
ntmarta.dll                   0x7FFF0CC30000
SSPICLI.DLL                   0x7FFF0CE70000
MSWSOCK.dll                   0x7FFF0D080000
USERENV.dll                   0x7FFF0D120000
wldp.dll                      0x7FFF0D300000
CRYPTBASE.DLL                 0x7FFF0D3F0000
NTASN1.dll                    0x7FFF0D400000
ncrypt.dll                    0x7FFF0D450000
CRYPTSP.dll                   0x7FFF0D490000
UMPDC.dll                     0x7FFF0D4D0000
bcrypt.dll                    0x7FFF0D4F0000
powrprof.dll                  0x7FFF0D690000
msasn1.dll                    0x7FFF0D8B0000
devobj.dll                    0x7FFF0D8D0000
CFGMGR32.dll                  0x7FFF0D900000
DPAPI.DLL                     0x7FFF0D970000
profapi.dll                   0x7FFF0DB40000
msvcp_win.dll                 0x7FFF0DC10000
gdi32full.dll                 0x7FFF0DCB0000
KERNELBASE.dll                0x7FFF0DDD0000
wintrust.dll                  0x7FFF0E180000
bcryptPrimitives.dll          0x7FFF0E2B0000
CRYPT32.dll                   0x7FFF0E330000
win32u.dll                    0x7FFF0E4A0000
ucrtbase.dll                  0x7FFF0E4D0000
imagehlp.dll                  0x7FFF0E5F0000
SHELL32.dll                   0x7FFF0E610000
SHLWAPI.dll                   0x7FFF0EE90000
WS2_32.dll                    0x7FFF0EF00000
MSCTF.dll                     0x7FFF0EF80000
GDI32.dll                     0x7FFF0F0D0000
