XINPUT1_3.dll                 0x000000400000
mdnsNSP.dll                   0x00006BB20000
X3DAudio1_7.dll               0x00006C0E0000
steam_api64.dll               0x00006C0F0000
d3d11.dll                     0x000180000000
shlwapi.dll                   0x01459A5F0000
f4pm.dll                      0x01459BBF0000
LL_fourPlay_1_10_163.dll      0x0145A1030000
Fallout4.exe                  0x7FF6CA7E0000
nvcuda64.dll                  0x7FF845750000
nvspcap64.dll                 0x7FF863C10000
NvCamera64.dll                0x7FF883D10000
d3dcompiler_47_64.dll         0x7FF88EA70000
d3dcompiler_46e.dll           0x7FF88EE80000
enbhelperf4.dll               0x7FF88F240000
steamclient64.dll             0x7FF899750000
XAudio2_7.dll                 0x7FF8A13F0000
gameoverlayrenderer64.dll     0x7FF8A24C0000
wsfw_identifier.dll           0x7FF8A2740000
DINPUT8.dll                   0x7FF8A2D50000
UnlimitedSurvivalMode.dll     0x7FF8A2DA0000
UnlimitedFastTravel.dll       0x7FF8A2DF0000
modify_frequency.dll          0x7FF8A2E40000
Buffout4.dll                  0x7FF8A2F30000
auto_backup_executable.dll    0x7FF8A3250000
place.dll                     0x7FF8A7990000
tier0_s64.dll                 0x7FF8A7A10000
D3DCOMPILER_43.dll            0x7FF8A7D50000
PowerGridTools.dll            0x7FF8A84B0000
mcm.dll                       0x7FF8B6330000
f4ee.dll                      0x7FF8B81F0000
f4se_1_10_163.dll             0x7FF8BD3B0000
vstdlib_s64.dll               0x7FF8BEB40000
cudart64_75.dll               0x7FF8BEC00000
dxgi.dll                      0x7FF8BEC60000
GFSDK_SSAO_D3D11.win64.dll    0x7FF8BF060000
flexRelease_x64.dll           0x7FF8BF0F0000
MSVCR110.dll                  0x7FF8BF240000
MSVCP110.dll                  0x7FF8BF320000
bink2w64.dll                  0x7FF8BF3D0000
d3dx11_43.dll                 0x7FF8BF910000
ncryptsslp.dll                0x7FF8C6F80000
mskeyprotect.dll              0x7FF8C73B0000
GFSDK_GodraysLib.x64.dll      0x7FF8C88E0000
flexExtRelease_x64.dll        0x7FF8CAE10000
webio.dll                     0x7FF8CAEE0000
winmmbase.dll                 0x7FF8CB590000
VCRUNTIME140_1.dll            0x7FF8CCD70000
MSVCP140.dll                  0x7FF8CCE30000
VCRUNTIME140.dll              0x7FF8CCEC0000
Secur32.dll                   0x7FF8CD5B0000
fwpuclnt.dll                  0x7FF8D15B0000
MSVCP140_ATOMIC_WAIT.dll      0x7FF8D3A90000
textinputframework.dll        0x7FF8D3DE0000
Windows.UI.dll                0x7FF8D3F30000
inputhost.dll                 0x7FF8D4080000
WININET.dll                   0x7FF8D5750000
OneCoreCommonProxyStub.dll    0x7FF8D60B0000
iertutil.dll                  0x7FF8D7840000
srvcli.dll                    0x7FF8D7B00000
urlmon.dll                    0x7FF8D7B30000
MessageBus.dll                0x7FF8D7FC0000
nvwgf2umx.dll                 0x7FF8D8700000
wbemcomn.dll                  0x7FF8DBD70000
nvapi64.dll                   0x7FF8DC0D0000
ondemandconnroutehelper.dll   0x7FF8DE480000
COMCTL32.dll                  0x7FF8DE890000
MpOav.dll                     0x7FF8E0C20000
amsi.dll                      0x7FF8E0CA0000
WINMM.dll                     0x7FF8E0F00000
wbemsvc.dll                   0x7FF8E1200000
fastprox.dll                  0x7FF8E12A0000
nvldumdx.dll                  0x7FF8E38F0000
wbemprox.dll                  0x7FF8E3A10000
OneCoreUAPCommonProxyStub.dll 0x7FF8E4390000
WINHTTP.dll                   0x7FF8E4B60000
drvstore.dll                  0x7FF8E5650000
cryptnet.dll                  0x7FF8E57A0000
dxcore.dll                    0x7FF8E5800000
dhcpcsvc6.DLL                 0x7FF8E5900000
dhcpcsvc.DLL                  0x7FF8E7240000
WINNSI.DLL                    0x7FF8E7260000
DSOUND.DLL                    0x7FF8E76F0000
VERSION.dll                   0x7FF8E79A0000
rasadhlp.dll                  0x7FF8E7A50000
WindowsCodecs.dll             0x7FF8E7DA0000
twinapi.appcore.dll           0x7FF8E80A0000
WindowManagementAPI.dll       0x7FF8E8910000
MMDevApi.dll                  0x7FF8E89C0000
AUDIOSES.DLL                  0x7FF8E8BD0000
avrt.dll                      0x7FF8E9520000
PROPSYS.dll                   0x7FF8EA2A0000
XINPUT9_1_0.dll               0x7FF8EA410000
f4se_steam_loader.dll         0x7FF8EA480000
nvToolsExt64_1.dll            0x7FF8EA540000
wintypes.dll                  0x7FF8EA6E0000
d3d11.dll                     0x7FF8EA840000
d3dcompiler_47.dll            0x7FF8EB070000
dcomp.dll                     0x7FF8EB4D0000
CoreUIComponents.dll          0x7FF8EBA40000
CoreMessaging.dll             0x7FF8EBDA0000
uxtheme.dll                   0x7FF8EC290000
resourcepolicyclient.dll      0x7FF8EC370000
dwmapi.dll                    0x7FF8EC470000
dbghelp.dll                   0x7FF8EC870000
windows.storage.dll           0x7FF8ECD80000
kernel.appcore.dll            0x7FF8ED520000
dxgi.dll                      0x7FF8ED570000
HID.DLL                       0x7FF8EDBB0000
schannel.DLL                  0x7FF8EDC50000
rsaenh.dll                    0x7FF8EDD30000
ntmarta.dll                   0x7FF8EDE50000
UMPDC.dll                     0x7FF8EE100000
IPHLPAPI.DLL                  0x7FF8EE120000
DNSAPI.dll                    0x7FF8EE160000
netutils.dll                  0x7FF8EE230000
powrprof.dll                  0x7FF8EE290000
MSWSOCK.dll                   0x7FF8EE480000
CRYPTSP.dll                   0x7FF8EE670000
CRYPTBASE.DLL                 0x7FF8EE690000
Wldp.dll                      0x7FF8EE720000
NTASN1.dll                    0x7FF8EE750000
ncrypt.dll                    0x7FF8EE790000
msasn1.dll                    0x7FF8EE8B0000
devobj.dll                    0x7FF8EEA70000
DPAPI.DLL                     0x7FF8EEAC0000
SSPICLI.DLL                   0x7FF8EEB80000
USERENV.dll                   0x7FF8EEBC0000
profapi.dll                   0x7FF8EEC00000
win32u.dll                    0x7FF8EECC0000
bcryptPrimitives.dll          0x7FF8EECF0000
KERNELBASE.dll                0x7FF8EED80000
msvcp_win.dll                 0x7FF8EF060000
WINTRUST.DLL                  0x7FF8EF100000
gdi32full.dll                 0x7FF8EF170000
cfgmgr32.dll                  0x7FF8EF280000
bcrypt.dll                    0x7FF8EF2D0000
CRYPT32.dll                   0x7FF8EF300000
ucrtbase.dll                  0x7FF8EF460000
SETUPAPI.dll                  0x7FF8EF610000
ole32.dll                     0x7FF8EFBC0000
msvcrt.dll                    0x7FF8EFCF0000
IMM32.DLL                     0x7FF8EFD90000
COMDLG32.dll                  0x7FF8EFDD0000
USER32.dll                    0x7FF8EFEB0000
combase.dll                   0x7FF8F00F0000
OLEAUT32.dll                  0x7FF8F0450000
SHELL32.dll                   0x7FF8F0520000
sechost.dll                   0x7FF8F0C70000
GDI32.dll                     0x7FF8F0D20000
NSI.dll                       0x7FF8F0D50000
RPCRT4.dll                    0x7FF8F0F10000
MSCTF.dll                     0x7FF8F1040000
imagehlp.dll                  0x7FF8F1160000
WS2_32.dll                    0x7FF8F1180000
