XINPUT1_3.dll                      0x000000400000
X3DAudio1_7.dll                    0x000067170000
LL_fourPlay_1_10_163.dll           0x000180000000
Fallout4.exe                       0x7FF6FD7C0000
nvcuda64.dll                       0x7FF9F4250000
NvCamera64.dll                     0x7FF9F6510000
d3dcompiler_47_64.dll              0x7FF9FA890000
SUP_F4SE.dll                       0x7FF9FB1B0000
wsfw_identifier.dll                0x7FFA0B670000
Buffout4.dll                       0x7FFA0B770000
XAudio2_7.dll                      0x7FFA0EDD0000
ScreenArcherMenu.dll               0x7FFA0EFD0000
SAF.dll                            0x7FFA0F130000
po3_SpellPerkItemDistributorF4.dll 0x7FFA0FB50000
XDI.dll                            0x7FFA100F0000
PowerGridTools.dll                 0x7FFA10510000
modify_frequency.dll               0x7FFA10580000
mcm.dll                            0x7FFA10670000
HHS.dll                            0x7FFA10BE0000
HighFPSPhysicsFix.dll              0x7FFA10FC0000
f4ee.dll                           0x7FFA11050000
flexRelease_x64.dll                0x7FFA11300000
BakaScrapHeap.dll                  0x7FFA11510000
ResampleDmo.DLL                    0x7FFA115E0000
DSOUND.DLL                         0x7FFA116A0000
BakaFramework.dll                  0x7FFA1B680000
F4z Ro D'oh.dll                    0x7FFA1BDF0000
f4se_1_10_163.dll                  0x7FFA1C3A0000
MSVCR110.dll                       0x7FFA1CED0000
f4pm.dll                           0x7FFA1EE40000
cudart64_75.dll                    0x7FFA1F110000
DINPUT8.dll                        0x7FFA1F220000
GFSDK_SSAO_D3D11.win64.dll         0x7FFA1F2F0000
steam_api64.dll                    0x7FFA1F860000
GFSDK_GodraysLib.x64.dll           0x7FFA20F80000
flexExtRelease_x64.dll             0x7FFA23330000
MSVCP110.dll                       0x7FFA2B020000
cbp.dll                            0x7FFA2C320000
nvspcap64.dll                      0x7FFA2C4C0000
bink2w64.dll                       0x7FFA2C800000
f4se_steam_loader.dll              0x7FFA357A0000
MessageBus.dll                     0x7FFA46DE0000
WININET.dll                        0x7FFA47580000
MpOav.dll                          0x7FFA49A20000
AUDIOSES.DLL                       0x7FFA4A3D0000
winmmbase.dll                      0x7FFA4CA00000
MSVCP140.dll                       0x7FFA4CA30000
VCRUNTIME140.dll                   0x7FFA4CD60000
VCRUNTIME140_1.dll                 0x7FFA4CD80000
msdmo.dll                          0x7FFA4ED10000
ncryptsslp.dll                     0x7FFA50EB0000
webio.dll                          0x7FFA50F00000
textinputframework.dll             0x7FFA51060000
inputhost.dll                      0x7FFA51190000
Windows.UI.dll                     0x7FFA53310000
OneCoreCommonProxyStub.dll         0x7FFA54340000
rasadhlp.dll                       0x7FFA55200000
MessageBus.dll                     0x7FFA55340000
gdiplus.dll                        0x7FFA55D00000
COMCTL32.dll                       0x7FFA55EC0000
dbghelp.dll                        0x7FFA56240000
MMDevApi.dll                       0x7FFA57C10000
fastprox.dll                       0x7FFA57CB0000
amsi.dll                           0x7FFA580D0000
wbemsvc.dll                        0x7FFA58120000
nvapi64.dll                        0x7FFA58DB0000
nvwgf2umx.dll                      0x7FFA59550000
nvldumdx.dll                       0x7FFA5F430000
OneCoreUAPCommonProxyStub.dll      0x7FFA5FB00000
wbemcomn.dll                       0x7FFA60620000
wbemprox.dll                       0x7FFA606A0000
WINMM.dll                          0x7FFA60780000
drvstore.dll                       0x7FFA60F80000
cryptnet.dll                       0x7FFA61230000
VERSION.dll                        0x7FFA61270000
CoreUIComponents.dll               0x7FFA61FF0000
fwpuclnt.dll                       0x7FFA62360000
directxdatabasehelper.dll          0x7FFA62D20000
dhcpcsvc.DLL                       0x7FFA62E40000
dhcpcsvc6.DLL                      0x7FFA62EB0000
WINHTTP.dll                        0x7FFA62ED0000
avrt.dll                           0x7FFA63050000
XINPUT9_1_0.dll                    0x7FFA64C70000
WindowsCodecs.dll                  0x7FFA650A0000
d3d11.dll                          0x7FFA65AE0000
dcomp.dll                          0x7FFA65D40000
CoreMessaging.dll                  0x7FFA66970000
nvToolsExt64_1.dll                 0x7FFA66C50000
apphelp.dll                        0x7FFA66D60000
WINNSI.DLL                         0x7FFA66F00000
uxtheme.dll                        0x7FFA66F40000
dxcore.dll                         0x7FFA67050000
dxgi.dll                           0x7FFA67090000
dwmapi.dll                         0x7FFA67380000
resourcepolicyclient.dll           0x7FFA67400000
wintypes.dll                       0x7FFA677F0000
windows.storage.dll                0x7FFA67930000
HID.DLL                            0x7FFA68220000
IPHLPAPI.DLL                       0x7FFA68480000
DNSAPI.dll                         0x7FFA684F0000
schannel.DLL                       0x7FFA68810000
rsaenh.dll                         0x7FFA68990000
kernel.appcore.dll                 0x7FFA689D0000
ntmarta.dll                        0x7FFA68A40000
UMPDC.dll                          0x7FFA68C30000
powrprof.dll                       0x7FFA68CB0000
SspiCli.dll                        0x7FFA68D00000
mswsock.dll                        0x7FFA68F10000
USERENV.dll                        0x7FFA68FB0000
CRYPTBASE.DLL                      0x7FFA69110000
CRYPTSP.dll                        0x7FFA691B0000
wldp.dll                           0x7FFA691D0000
NTASN1.dll                         0x7FFA69290000
ncrypt.dll                         0x7FFA69300000
bcrypt.dll                         0x7FFA69350000
msasn1.dll                         0x7FFA69650000
cfgmgr32.dll                       0x7FFA69670000
devobj.dll                         0x7FFA696C0000
DPAPI.DLL                          0x7FFA696F0000
profapi.dll                        0x7FFA698E0000
wintrust.dll                       0x7FFA699B0000
msvcp_win.dll                      0x7FFA69A20000
KERNELBASE.dll                     0x7FFA69AC0000
gdi32full.dll                      0x7FFA69E70000
ucrtbase.dll                       0x7FFA69F90000
CRYPT32.dll                        0x7FFA6A0B0000
win32u.dll                         0x7FFA6A220000
bcryptPrimitives.dll               0x7FFA6A250000
USER32.dll                         0x7FFA6A390000
KERNEL32.DLL                       0x7FFA6A540000
sechost.dll                        0x7FFA6A680000
combase.dll                        0x7FFA6A740000
COMDLG32.dll                       0x7FFA6AAD0000
ADVAPI32.dll                       0x7FFA6ABD0000
clbcatq.dll                        0x7FFA6ACA0000
MSCTF.dll                          0x7FFA6AD50000
imagehlp.dll                       0x7FFA6AE80000
NSI.dll                            0x7FFA6AF20000
msvcrt.dll                         0x7FFA6AF30000
SHELL32.dll                        0x7FFA6B030000
WS2_32.dll                         0x7FFA6B8E0000
ole32.dll                          0x7FFA6B960000
IMM32.DLL                          0x7FFA6BB00000
RPCRT4.dll                         0x7FFA6BB40000
PSAPI.DLL                          0x7FFA6BC60000
GDI32.dll                          0x7FFA6BC70000
SHCORE.dll                         0x7FFA6BCA0000
SHLWAPI.dll                        0x7FFA6BE00000
SETUPAPI.dll                       0x7FFA6BE60000
OLEAUT32.dll                       0x7FFA6C2F0000
ntdll.dll                          0x7FFA6C5D0000
