XINPUT1_3.dll                       0x000000400000
X3DAudio1_7.dll                     0x0000771E0000
steam_api64.dll                     0x0000771F0000
d3d11.dll                           0x000180000000
BetterConsole.dll                   0x021943830000
MSCTF.dll                           0x021971FA0000
Fallout4.exe                        0x7FF6186F0000
nvcuda64.dll                        0x7FFA45690000
d3dcompiler_47_64.dll               0x7FFA46320000
NvCamera64.dll                      0x7FFA472C0000
d3dcompiler_46e.dll                 0x7FFA482A0000
gameoverlayrenderer64.dll           0x7FFA494B0000
XDI.dll                             0x7FFA49690000
XAudio2_7.dll                       0x7FFA4E420000
wsfw_identifier.dll                 0x7FFA4E5D0000
UnlimitedSurvivalMode.dll           0x7FFA4E720000
UneducatedReload.dll                0x7FFA4E770000
SkeletonStyleFramework_1_10_163.dll 0x7FFA4E7C0000
ScreenArcherMenu.dll                0x7FFA4E860000
SAF.dll                             0x7FFA4E9C0000
RustyFaceFix.dll                    0x7FFA4EAB0000
RobCo_Patcher.dll                   0x7FFA4EB00000
PowerGridTools.dll                  0x7FFA4EBF0000
place.dll                           0x7FFA4EC60000
MODExplorer.dll                     0x7FFA4ECE0000
mcm.dll                             0x7FFA4ED60000
LongLoadingTimesFix.dll             0x7FFA4EE00000
HighFPSPhysicsFix.dll               0x7FFA4EE60000
HHS.dll                             0x7FFA4EEF0000
GCBugFix.dll                        0x7FFA4EFE0000
f4pm.dll                            0x7FFA4F040000
f4ee.dll                            0x7FFA4F0B0000
enbhelperf4.dll                     0x7FFA4F1C0000
BulletCountedReload.dll             0x7FFA4F5D0000
Buffout4.dll                        0x7FFA4F660000
steamclient64.dll                   0x7FFA55280000
crafting_highlight_fix.dll          0x7FFA56E00000
f4se_1_10_163.dll                   0x7FFA57FB0000
D3DCOMPILER_43.dll                  0x7FFA58330000
IPHLPAPI.DLL                        0x7FFA585A0000
ConsoleUtilF4.dll                   0x7FFA59590000
WeaponDebrisCrashFix.dll            0x7FFA596F0000
DINPUT8.dll                         0x7FFA77F60000
d3dx11_43.dll                       0x7FFA784A0000
XINPUT9_1_0.dll                     0x7FFA9F940000
usvfs_x64.dll                       0x7FFAAD060000
DSOUND.DLL                          0x7FFAAD330000
nvspcap64.dll                       0x7FFAB36B0000
tier0_s64.dll                       0x7FFAC3940000
dxgi.dll                            0x7FFAC3AE0000
SprintStutteringFix.dll             0x7FFAC3FC0000
flexRelease_x64.dll                 0x7FFAC4110000
ondemandconnroutehelper.dll         0x7FFAC58A0000
MSVCP140_ATOMIC_WAIT.dll            0x7FFAC74C0000
vstdlib_s64.dll                     0x7FFAC99F0000
MSVCR110.dll                        0x7FFAC9AB0000
MSVCP110.dll                        0x7FFAC9B90000
GFSDK_SSAO_D3D11.win64.dll          0x7FFAD5DA0000
OneCoreCommonProxyStub.dll          0x7FFAD7570000
WININET.dll                         0x7FFAD8200000
cudart64_75.dll                     0x7FFAD8A30000
GFSDK_GodraysLib.x64.dll            0x7FFAD9490000
flexExtRelease_x64.dll              0x7FFADAE60000
bink2w64.dll                        0x7FFADB0B0000
MessageBus.dll                      0x7FFADE3F0000
ncryptsslp.dll                      0x7FFADEB30000
AUDIOSES.DLL                        0x7FFADEC00000
mskeyprotect.dll                    0x7FFADF150000
avamsi.dll                          0x7FFADF320000
f4se_steam_loader.dll               0x7FFADF520000
Secur32.dll                         0x7FFAE0930000
MSVCP140.dll                        0x7FFAE22D0000
VCRUNTIME140_1.dll                  0x7FFAE23A0000
VCRUNTIME140.dll                    0x7FFAE23E0000
winmmbase.dll                       0x7FFAE2CA0000
amsi.dll                            0x7FFAE2CE0000
webio.dll                           0x7FFAE3C20000
WINSPOOL.DRV                        0x7FFAE3CD0000
COMCTL32.dll                        0x7FFAE3D80000
MSIMG32.dll                         0x7FFAE41D0000
rasadhlp.dll                        0x7FFAE4B80000
srvcli.dll                          0x7FFAE4BF0000
wbemsvc.dll                         0x7FFAE4CA0000
fastprox.dll                        0x7FFAE4E60000
fwpuclnt.dll                        0x7FFAE5230000
urlmon.dll                          0x7FFAE52B0000
wbemcomn.dll                        0x7FFAE5EB0000
nvwgf2umx.dll                       0x7FFAE5F40000
NvMessageBus.dll                    0x7FFAEA010000
iertutil.dll                        0x7FFAEA770000
nvapi64.dll                         0x7FFAEBB40000
nvgpucomp64.dll                     0x7FFAEC210000
inputhost.dll                       0x7FFAEE430000
textinputframework.dll              0x7FFAEE590000
Windows.UI.dll                      0x7FFAEE690000
nvldumdx.dll                        0x7FFAEE7E0000
WINMM.dll                           0x7FFAEF130000
dxcore.dll                          0x7FFAEFC90000
OneCoreUAPCommonProxyStub.dll       0x7FFAF06D0000
wbemprox.dll                        0x7FFAF19B0000
MMDevApi.dll                        0x7FFAF1AC0000
drvstore.dll                        0x7FFAF2130000
cryptnet.dll                        0x7FFAF2280000
WINHTTP.dll                         0x7FFAF2430000
WindowsCodecs.dll                   0x7FFAF2640000
twinapi.appcore.dll                 0x7FFAF28E0000
WindowManagementAPI.dll             0x7FFAF2C90000
VERSION.dll                         0x7FFAF2DF0000
dhcpcsvc.DLL                        0x7FFAF2EB0000
dhcpcsvc6.DLL                       0x7FFAF2ED0000
WINNSI.DLL                          0x7FFAF2EF0000
avrt.dll                            0x7FFAF34A0000
nvToolsExt64_1.dll                  0x7FFAF37F0000
PROPSYS.dll                         0x7FFAF3EC0000
d3d11.dll                           0x7FFAF4050000
d3dcompiler_47.dll                  0x7FFAF42C0000
wintypes.dll                        0x7FFAF4E60000
dcomp.dll                           0x7FFAF4FC0000
CoreUIComponents.dll                0x7FFAF5580000
CoreMessaging.dll                   0x7FFAF5930000
UxTheme.dll                         0x7FFAF5D50000
resourcepolicyclient.dll            0x7FFAF5E30000
