XINPUT1_3.dll                 0x000000400000
X3DAudio1_7.dll               0x000055F60000
steam_api64.dll               0x000055F70000
d3d11.dll                     0x000180000000
BulletCountedReload.dll       0x02998DA20000
Fallout4.exe                  0x7FF6BE4A0000
OWClient.dll                  0x7FF980780000
PhysXDevice64.dll             0x7FF980BE0000
XAudio2_7.dll                 0x7FF980CA0000
D3DX9_43.dll                  0x7FF9826B0000
d3dcompiler_46e.dll           0x7FF9835E0000
gameoverlayrenderer64.dll     0x7FF985720000
transfer_settlements.dll      0x7FF986E40000
nvspcap64.dll                 0x7FF987410000
OWUtils.dll                   0x7FF99EFF0000
nvcuda64.dll                  0x7FF9A1570000
nvcuda.dll                    0x7FF9A1F30000
OWExplorer.dll                0x7FF9A7020000
XDI.dll                       0x7FF9BEFF0000
wsfw_identifier.dll           0x7FF9BF060000
WhoseQuestIsItAnywayF4.dll    0x7FF9F03A0000
UnlimitedSurvivalMode.dll     0x7FF9F0400000
terminal+.dll                 0x7FF9F0450000
SUP_F4SE.dll                  0x7FF9F05A0000
SUPDateChecker.dll            0x7FF9F0830000
SprintSpeedController.dll     0x7FF9F08C0000
ShadowBoostFO4.dll            0x7FF9F0910000
RustyFaceFix.dll              0x7FF9F09E0000
RobCo_Patcher.dll             0x7FF9F0A30000
ReloadFix.dll                 0x7FF9F0B00000
PowerGridTools.dll            0x7FF9F0B50000
NVIDIA_Reflex.dll             0x7FF9F0BC0000
MGEFConditionFix.dll          0x7FF9F0C90000
mcm.dll                       0x7FF9F0CE0000
HighFPSPhysicsFix.dll         0x7FF9F0D80000
GCBugFix.dll                  0x7FF9F0E10000
FavoritesMenuEx.dll           0x7FF9F0E70000
f4ee.dll                      0x7FF9F0F00000
crafting_highlight_fix.dll    0x7FF9F1010000
Buffout4.dll                  0x7FF9F1060000
BLD_Helper.dll                0x7FF9F13C0000
auto_backup_executable.dll    0x7FF9F1720000
CCExtenderF4.dll              0x7FF9F2440000
f4se_1_10_163.dll             0x7FF9F2540000
vstdlib_s64.dll               0x7FF9F2620000
steamclient64.dll             0x7FF9F26E0000
enbhelperf4.dll               0x7FF9F9D80000
tier0_s64.dll                 0x7FF9F9DC0000
BetterPowerArmorRedux.dll     0x7FF9FA7D0000
D3DCOMPILER_43.dll            0x7FF9FA870000
cudart64_75.dll               0x7FF9FAAE0000
flexRelease_x64.dll           0x7FF9FD970000
MSVCR110.dll                  0x7FF9FDAC0000
GFSDK_SSAO_D3D11.win64.dll    0x7FF9FDD50000
MSVCP110.dll                  0x7FF9FDDE0000
bink2w64.dll                  0x7FF9FE650000
f4se_steam_loader.dll         0x7FF9FE840000
GFSDK_GodraysLib.x64.dll      0x7FFA06860000
ondemandconnroutehelper.dll   0x7FFA16470000
xinput1_4.dll                 0x7FFA17C00000
DSOUND.DLL                    0x7FFA19120000
flexExtRelease_x64.dll        0x7FFA201A0000
d3dx11_43.dll                 0x7FFA20C00000
winmmbase.dll                 0x7FFA20D50000
OneCoreCommonProxyStub.dll    0x7FFA24860000
WeaponDebrisCrashFix.dll      0x7FFA25BC0000
webio.dll                     0x7FFA26400000
WININET.dll                   0x7FFA276B0000
MessageBus.dll                0x7FFA28190000
VCRUNTIME140_1.dll            0x7FFA291D0000
VCRUNTIME140.dll              0x7FFA291F0000
MSVCP140.dll                  0x7FFA29490000
mskeyprotect.dll              0x7FFA29CC0000
ncryptsslp.dll                0x7FFA29F50000
rasadhlp.dll                  0x7FFA2C660000
COMCTL32.dll                  0x7FFA2C8C0000
gdiplus.dll                   0x7FFA2CB60000
SprintStutteringFix.dll       0x7FFA2D490000
AmmoRemover.dll               0x7FFA2D520000
fwpuclnt.dll                  0x7FFA2D580000
AUDIOSES.DLL                  0x7FFA2D610000
MSVCP140_ATOMIC_WAIT.dll      0x7FFA3BE50000
eamsi.dll                     0x7FFA3C740000
amsi.dll                      0x7FFA3C780000
fastprox.dll                  0x7FFA3CD30000
wbemsvc.dll                   0x7FFA3F150000
wbemcomn.dll                  0x7FFA3F240000
wbemprox.dll                  0x7FFA3F2D0000
dbghelp.dll                   0x7FFA3F5B0000
nvapi64.dll                   0x7FFA3FA10000
WINMM.dll                     0x7FFA41430000
nvwgf2umx.dll                 0x7FFA41580000
inputhost.dll                 0x7FFA47C30000
textinputframework.dll        0x7FFA47D90000
Windows.UI.dll                0x7FFA47E90000
nvldumdx.dll                  0x7FFA48C70000
MMDevApi.dll                  0x7FFA48DF0000
dxcore.dll                    0x7FFA49D50000
drvstore.dll                  0x7FFA49E90000
