XINPUT1_3.dll                    0x000000400000
X3DAudio1_7.dll                  0x00006B5C0000
steam_api64.dll                  0x00006B5D0000
d3d11.dll                        0x000180000000
LL_fourPlay_1_10_163.dll         0x01B9575E0000
ClassicHolsteredWeapons.dll      0x01B95A730000
NSI.dll                          0x01B96BD60000
Fallout4.exe                     0x7FF735630000
d3dcompiler_47_64.dll            0x7FFBFB260000
XAudio2_7.dll                    0x7FFBFB830000
NvCamera64.dll                   0x7FFBFB9C0000
d3dcompiler_46e.dll              0x7FFBFC980000
gameoverlayrenderer64.dll        0x7FFBFCD40000
steamclient64.dll                0x7FFBFCED0000
IPHLPAPI.DLL                     0x7FFBFE400000
wsfw_identifier.dll              0x7FFBFFFA0000
place.dll                        0x7FFC000A0000
f4ee.dll                         0x7FFC00330000
Buffout4.dll                     0x7FFC00440000
mcm.dll                          0x7FFC01770000
dxgi.dll                         0x7FFC02480000
D3DCOMPILER_43.dll               0x7FFC1A880000
f4se_1_10_163.dll                0x7FFC1CC90000
tier0_s64.dll                    0x7FFC1D0C0000
flexRelease_x64.dll              0x7FFC1DAB0000
BulletCountedReload.dll          0x7FFC1DDF0000
MSVCR110.dll                     0x7FFC1DE80000
vstdlib_s64.dll                  0x7FFC1F230000
GFSDK_SSAO_D3D11.win64.dll       0x7FFC1FB00000
DSOUND.DLL                       0x7FFC20F40000
PowerGridTools.dll               0x7FFC21250000
FloatingDamage.dll               0x7FFC27820000
tbbmalloc.dll                    0x7FFC28540000
MSVCP110.dll                     0x7FFC45B60000
cudart64_75.dll                  0x7FFC460F0000
nvspcap64.dll                    0x7FFC46820000
bink2w64.dll                     0x7FFC46DF0000
UnlimitedSurvivalMode.dll        0x7FFC47DD0000
GFSDK_GodraysLib.x64.dll         0x7FFC48160000
DINPUT8.dll                      0x7FFC48DD0000
nvwgf2umx.dll                    0x7FFC4EBB0000
flexExtRelease_x64.dll           0x7FFC64670000
hudextension.dll                 0x7FFC6EDA0000
winmmbase.dll                    0x7FFC79ED0000
WININET.dll                      0x7FFC84AA0000
textinputframework.dll           0x7FFC85CF0000
inputhost.dll                    0x7FFC85E50000
Windows.UI.dll                   0x7FFC898A0000
ncryptsslp.dll                   0x7FFC8C310000
mskeyprotect.dll                 0x7FFC8D2B0000
Secur32.dll                      0x7FFC8F970000
ondemandconnroutehelper.dll      0x7FFC90A10000
MSVCP140.dll                     0x7FFC90E00000
MessageBus.dll                   0x7FFC914C0000
VCRUNTIME140.dll                 0x7FFC91D20000
WINSPOOL.DRV                     0x7FFC91D90000
COMCTL32.dll                     0x7FFC92090000
encounter_zone_recalculation.dll 0x7FFC93C60000
VCRUNTIME140_1.dll               0x7FFC975F0000
iertutil.dll                     0x7FFC989E0000
webio.dll                        0x7FFC99260000
srvcli.dll                       0x7FFC99D90000
WINMM.dll                        0x7FFC99EE0000
nvldumdx.dll                     0x7FFC9A870000
dxcore.dll                       0x7FFC9A9F0000
rasadhlp.dll                     0x7FFC9B290000
fwpuclnt.dll                     0x7FFC9B460000
WINHTTP.dll                      0x7FFC9B4E0000
urlmon.dll                       0x7FFC9C1D0000
WindowsCodecs.dll                0x7FFC9C780000
WindowManagementAPI.dll          0x7FFC9C940000
MpOav.dll                        0x7FFC9D770000
amsi.dll                         0x7FFC9D7F0000
wbemsvc.dll                      0x7FFC9D8E0000
fastprox.dll                     0x7FFC9D900000
wbemcomn.dll                     0x7FFC9DCB0000
nvapi64.dll                      0x7FFC9DD40000
f4se_steam_loader.dll            0x7FFC9F190000
MSVCP140_ATOMIC_WAIT.dll         0x7FFC9F280000
wbemprox.dll                     0x7FFC9FFC0000
DbgHelp.dll                      0x7FFCA0500000
drvstore.dll                     0x7FFCA0D50000
MMDevApi.dll                     0x7FFCA0FB0000
cryptnet.dll                     0x7FFCA1040000
dhcpcsvc6.DLL                    0x7FFCA10A0000
AUDIOSES.DLL                     0x7FFCA10C0000
VERSION.dll                      0x7FFCA1250000
dhcpcsvc.DLL                     0x7FFCA15C0000
WINNSI.DLL                       0x7FFCA2190000
XINPUT9_1_0.dll                  0x7FFCA2340000
avrt.dll                         0x7FFCA25A0000
nvToolsExt64_1.dll               0x7FFCA26F0000
d3dx11_43.dll                    0x7FFCA28C0000
MSIMG32.dll                      0x7FFCA31E0000
twinapi.appcore.dll              0x7FFCA3250000
PROPSYS.dll                      0x7FFCA3BC0000
wintypes.dll                     0x7FFCA3F30000
d3dcompiler_47.dll               0x7FFCA4090000
d3d11.dll                        0x7FFCA44F0000
CoreUIComponents.dll             0x7FFCA5290000
CoreMessaging.dll                0x7FFCA55F0000
apphelp.dll                      0x7FFCA5820000
UxTheme.dll                      0x7FFCA5960000
resourcepolicyclient.dll         0x7FFCA5AE0000
dwmapi.dll                       0x7FFCA5BF0000
kernel.appcore.dll               0x7FFCA5EE0000
windows.storage.dll              0x7FFCA60E0000
HID.DLL                          0x7FFCA6880000
dxgi.dll                         0x7FFCA68C0000
ntmarta.dll                      0x7FFCA6CD0000
schannel.DLL                     0x7FFCA6FC0000
rsaenh.dll                       0x7FFCA70A0000
UMPDC.dll                        0x7FFCA7410000
IpHlpAPI.dll                     0x7FFCA7430000
DNSAPI.dll                       0x7FFCA7470000
netutils.dll                     0x7FFCA7540000
powrprof.dll                     0x7FFCA7550000
MSWSOCK.dll                      0x7FFCA7790000
CRYPTSP.dll                      0x7FFCA7980000
CRYPTBASE.DLL                    0x7FFCA79A0000
Wldp.dll                         0x7FFCA7A30000
NTASN1.dll                       0x7FFCA7A60000
ncrypt.dll                       0x7FFCA7AA0000
msasn1.dll                       0x7FFCA7BC0000
devobj.dll                       0x7FFCA7DA0000
DPAPI.DLL                        0x7FFCA7DD0000
SSPICLI.DLL                      0x7FFCA7E90000
USERENV.dll                      0x7FFCA7ED0000
profapi.dll                      0x7FFCA7F10000
cfgmgr32.dll                     0x7FFCA7FD0000
CRYPT32.dll                      0x7FFCA8020000
win32u.dll                       0x7FFCA8230000
bcrypt.dll                       0x7FFCA8260000
KERNELBASE.dll                   0x7FFCA8290000
bcryptPrimitives.dll             0x7FFCA8560000
msvcp_win.dll                    0x7FFCA85F0000
gdi32full.dll                    0x7FFCA8690000
ucrtbase.dll                     0x7FFCA87A0000
WINTRUST.DLL                     0x7FFCA88A0000
imagehlp.dll                     0x7FFCA8910000
ADVAPI32.dll                     0x7FFCA8930000
RPCRT4.dll                       0x7FFCA89E0000
clbcatq.dll                      0x7FFCA8B90000
SETUPAPI.dll                     0x7FFCA8C50000
SHLWAPI.dll                      0x7FFCA90C0000
SHELL32.dll                      0x7FFCA9120000
msvcrt.dll                       0x7FFCA9870000
PSAPI.DLL                        0x7FFCA9910000
shcore.dll                       0x7FFCA9920000
OLEAUT32.dll                     0x7FFCA9AC0000
sechost.dll                      0x7FFCA9B90000
combase.dll                      0x7FFCA9C30000
COMDLG32.dll                     0x7FFCA9FA0000
IMM32.DLL                        0x7FFCAA080000
ole32.dll                        0x7FFCAA0B0000
GDI32.dll                        0x7FFCAA1E0000
KERNEL32.DLL                     0x7FFCAA210000
USER32.dll                       0x7FFCAA4E0000
WS2_32.dll                       0x7FFCAA680000
MSCTF.dll                        0x7FFCAA750000
ntdll.dll                        0x7FFCAA8B0000
