XINPUT1_3.dll                     0x000000400000
mdnsNSP.dll                       0x000058D10000
X3DAudio1_7.dll                   0x000058DB0000
steam_api64.dll                   0x000058DC0000
d3d11.dll                         0x000180000000
ncrypt.dll                        0x01E3065A0000
BulletCountedReload.dll           0x01E3663F0000
bcrypt.dll                        0x01E36A580000
Fallout4.exe                      0x7FF6DFE80000
MpOav.dll                         0x7FFE30D60000
XAudio2_7.dll                     0x7FFE3E180000
gameoverlayrenderer64.dll         0x7FFE3EDE0000
XDI.dll                           0x7FFE3EF70000
wsfw_identifier.dll               0x7FFE3EFE0000
steamclient64.dll                 0x7FFE3F0E0000
WhoseQuestIsItAnywayF4.dll        0x7FFE40CB0000
ShadowBoostFO4.dll                0x7FFE40D10000
RobCo_Patcher.dll                 0x7FFE40DE0000
Buffout4.dll                      0x7FFE40EB0000
IPHLPAPI.DLL                      0x7FFE411D0000
UnlimitedSurvivalMode.dll         0x7FFE4C870000
SprintSpeedController.dll         0x7FFE4C8C0000
mcm.dll                           0x7FFE4C910000
HighFPSPhysicsFix.dll             0x7FFE4C9B0000
PowerGridTools.dll                0x7FFE4CB60000
ReloadFix.dll                     0x7FFE508F0000
Outfit-ReDress-Fix.dll            0x7FFE526E0000
GCBugFix.dll                      0x7FFE527F0000
CCExtenderF4.dll                  0x7FFE52850000
tier0_s64.dll                     0x7FFE528C0000
MGEFConditionFix.dll              0x7FFE5B850000
dbghelp_sk64.dll                  0x7FFE5BDE0000
Interior-NavCut-Fix.dll           0x7FFE5E0E0000
ResampleDmo.DLL                   0x7FFE61900000
DSOUND.DLL                        0x7FFE619C0000
f4se_1_10_163.dll                 0x7FFE63C00000
ieframe.dll                       0x7FFE64430000
BetterConsole.dll                 0x7FFE64C20000
nvspcap64.dll                     0x7FFE67530000
vstdlib_s64.dll                   0x7FFE6B890000
usvfs_x64.dll                     0x7FFE6B950000
WeaponDebrisCrashFix.dll          0x7FFE77E40000
crafting_highlight_fix.dll        0x7FFE78070000
GFSDK_SSAO_D3D11.win64.dll        0x7FFE780C0000
cudart64_75.dll                   0x7FFE78900000
flexRelease_x64.dll               0x7FFE78B20000
MLANG.dll                         0x7FFE79170000
winmmbase.dll                     0x7FFE7B230000
edputil.dll                       0x7FFE88160000
SprintStutteringFix.dll           0x7FFE88D80000
MSVCR110.dll                      0x7FFE88DA0000
MessageBus.dll                    0x7FFE8B410000
VAULTCLI.dll                      0x7FFE8E260000
Windows.UI.dll                    0x7FFE8F800000
ncryptsslp.dll                    0x7FFE92750000
Bcp47Langs.dll                    0x7FFE93A90000
Windows.StateRepositoryPS.dll     0x7FFE94F30000
amsi.dll                          0x7FFE959E0000
mskeyprotect.dll                  0x7FFE95A10000
appresolver.dll                   0x7FFE979D0000
webio.dll                         0x7FFE98570000
GFSDK_GodraysLib.x64.dll          0x7FFE9CE00000
textinputframework.dll            0x7FFE9E960000
ondemandconnroutehelper.dll       0x7FFEA0C20000
WININET.dll                       0x7FFEA1390000
nvwgf2umx.dll                     0x7FFEA9150000
wbemsvc.dll                       0x7FFEAF690000
fastprox.dll                      0x7FFEAF6B0000
msdmo.dll                         0x7FFEAFA20000
wbemcomn.dll                      0x7FFEAFFF0000
Secur32.dll                       0x7FFEB0150000
inputhost.dll                     0x7FFEB0B90000
CONCRT140.dll                     0x7FFEB1970000
VCRUNTIME140_1.dll                0x7FFEB1D10000
VCRUNTIME140.dll                  0x7FFEB1D20000
MSVCP140.dll                      0x7FFEB1DB0000
windows.staterepositoryclient.dll 0x7FFEB1E40000
NETAPI32.dll                      0x7FFEB1E80000
Windows.System.Launcher.dll       0x7FFEB1EC0000
WINSPOOL.DRV                      0x7FFEB2340000
COMCTL32.dll                      0x7FFEB2420000
AUDIOSES.DLL                      0x7FFEB39C0000
windows.staterepositorycore.dll   0x7FFEB3BA0000
DbgHelp.dll                       0x7FFEB48D0000
encounter_zone_recalculation.dll  0x7FFEB4F90000
MSVCP110.dll                      0x7FFEB4FC0000
tdh.dll                           0x7FFEB5300000
bink2w64.dll                      0x7FFEB55C0000
f4se_steam_loader.dll             0x7FFEB5850000
AmmoRemover.dll                   0x7FFEB5910000
XInput1_4.dll                     0x7FFEB5B20000
flexExtRelease_x64.dll            0x7FFEB5EC0000
nvapi64.dll                       0x7FFEB5F60000
nvldumdx.dll                      0x7FFEB6700000
rasadhlp.dll                      0x7FFEB6FE0000
MMDevApi.dll                      0x7FFEB7130000
wbemprox.dll                      0x7FFEB76C0000
WINMM.dll                         0x7FFEB76D0000
OneCoreUAPCommonProxyStub.dll     0x7FFEB7AD0000
drvstore.dll                      0x7FFEB8550000
fwpuclnt.dll                      0x7FFEB86B0000
cryptnet.dll                      0x7FFEB8740000
VERSION.dll                       0x7FFEB8A60000
WKSCLI.DLL                        0x7FFEB8F70000
iertutil.dll                      0x7FFEB9190000
urlmon.dll                        0x7FFEB9450000
WINNSI.DLL                        0x7FFEB97B0000
srvcli.dll                        0x7FFEB97C0000
dhcpcsvc6.DLL                     0x7FFEB9870000
WINHTTP.dll                       0x7FFEB9A40000
XInput_SK64.dll                   0x7FFEB9BC0000
MSVCP140_ATOMIC_WAIT.dll          0x7FFEB9BE0000
dhcpcsvc.DLL                      0x7FFEB9D40000
d3d11.dll                         0x7FFEBA610000
dcomp.dll                         0x7FFEBACB0000
CoreUIComponents.dll              0x7FFEBB050000
AVRT.dll                          0x7FFEBB6D0000
msvcp110_win.dll                  0x7FFEBBE10000
policymanager.dll                 0x7FFEBBF60000
directxdatabasehelper.dll         0x7FFEBC210000
PROPSYS.dll                       0x7FFEBCBF0000
D3DCOMPILER_47.dll                0x7FFEBCEC0000
CoreMessaging.dll                 0x7FFEBD7A0000
MSIMG32.dll                       0x7FFEBDB30000
nvToolsExt64_1.dll                0x7FFEBDB40000
apphelp.dll                       0x7FFEBDB90000
UxTheme.dll                       0x7FFEBDC80000
dxgi.dll                          0x7FFEBDDF0000
dxcore.dll                        0x7FFEBDF30000
resourcepolicyclient.dll          0x7FFEBDFB0000
dwmapi.dll                        0x7FFEBE0B0000
wintypes.dll                      0x7FFEBE5C0000
windows.storage.dll               0x7FFEBE730000
HID.DLL                           0x7FFEBEFA0000
POWRPROF.dll                      0x7FFEBEFB0000
