XINPUT1_3.dll                    0x000000400000
X3DAudio1_7.dll                  0x000063950000
steam_api64.dll                  0x000063960000
AA.dll                           0x000180000000
LiPUI.dll                        0x01F9C2050000
DS.dll                           0x01F9CF020000
LL_fourPlay_1_10_163.dll         0x01F9D6B30000
Fallout4.exe                     0x7FF7F1F20000
steamclient64.dll                0x7FFAFD0E0000
XAudio2_7.dll                    0x7FFAFF150000
gameoverlayrenderer64.dll        0x7FFAFF1E0000
XDI.dll                          0x7FFAFF380000
wsfw_identifier.dll              0x7FFAFF3F0000
UnlimitedSurvivalMode.dll        0x7FFAFF4F0000
UnlimitedFastTravel.dll          0x7FFAFF540000
UneducatedShooter.dll            0x7FFAFF590000
SUP_F4SE.dll                     0x7FFAFF610000
RustyFaceFix.dll                 0x7FFAFF840000
NAF.dll                          0x7FFAFF890000
RobCo_Patcher.dll                0x7FFAFFEF0000
PrivateProfileRedirector.dll     0x7FFAFFFE0000
PowerGridTools.dll               0x7FFB00040000
place.dll                        0x7FFB000B0000
NativeSync.dll                   0x7FFB00130000
CONCRT140.dll                    0x7FFB00180000
mcm.dll                          0x7FFB001D0000
LongLoadingTimesFix.dll          0x7FFB00270000
LighthousePapyrusExtender.dll    0x7FFB002D0000
HighFPSPhysicsFix.dll            0x7FFB00400000
GCBugFix.dll                     0x7FFB00490000
GLXRM_UnleveledWorld.dll         0x7FFB00590000
f4ee.dll                         0x7FFB005E0000
F4z Ro D'oh.dll                  0x7FFB12E80000
f4pm.dll                         0x7FFB12EF0000
ESPExplorer.dll                  0x7FFB12F60000
EscapeFreeze.dll                 0x7FFB12FC0000
Discord_Presence_F4SE.dll        0x7FFB13080000
crafting_highlight_fix.dll       0x7FFB13120000
ClassicHolsteredWeapons.dll      0x7FFB13170000
BulletCountedReload.dll          0x7FFB13220000
Buffout4.dll                     0x7FFB13360000
BodyPartsUI.dll                  0x7FFB136C0000
BakaWaitAnywhere.dll             0x7FFB13710000
BakaMaxPapyrusOps.dll            0x7FFB137C0000
BakaFramework.dll                0x7FFB13870000
tier0_s64.dll                    0x7FFB13960000
flexRelease_x64.dll              0x7FFB13B00000
f4se_1_10_163.dll                0x7FFB3F420000
MSVCR110.dll                     0x7FFB3F500000
BetterConsole.dll                0x7FFB57440000
nvspcap64.dll                    0x7FFB5B210000
ResampleDmo.DLL                  0x7FFB76E80000
DSOUND.DLL                       0x7FFB76F40000
msdmo.dll                        0x7FFB8C630000
SprintStutteringFix.dll          0x7FFB911C0000
PriorityMod.dll                  0x7FFB99330000
encounter_zone_recalculation.dll 0x7FFB994C0000
vstdlib_s64.dll                  0x7FFB9A6A0000
Bastion.dll                      0x7FFBA0590000
ArmorPenetrationBugFix.dll       0x7FFBA05E0000
MSVCP110.dll                     0x7FFBA0630000
WININET.dll                      0x7FFBA7C90000
GFSDK_SSAO_D3D11.win64.dll       0x7FFBAAFD0000
cudart64_75.dll                  0x7FFBAC040000
enbhelperf4.dll                  0x7FFBAC4C0000
achievements.dll                 0x7FFBACCB0000
bink2w64.dll                     0x7FFBACCF0000
winmmbase.dll                    0x7FFBAF030000
ncryptsslp.dll                   0x7FFBAF560000
VCRUNTIME140_1.dll               0x7FFBB03F0000
MSVCP140.dll                     0x7FFBB0400000
VCRUNTIME140.dll                 0x7FFBB04B0000
Windows.UI.dll                   0x7FFBB1800000
f4se_steam_loader.dll            0x7FFBB1F60000
nvwgf2umx.dll                    0x7FFBB21B0000
fastprox.dll                     0x7FFBB6300000
wbemsvc.dll                      0x7FFBB6720000
webio.dll                        0x7FFBB6DD0000
NvMessageBus.dll                 0x7FFBB7130000
GFSDK_GodraysLib.x64.dll         0x7FFBB7C80000
textinputframework.dll           0x7FFBB9110000
nvgpucomp64.dll                  0x7FFBB9310000
nvapi64.dll                      0x7FFBBB570000
AUDIOSES.DLL                     0x7FFBBC130000
symamsi.dll                      0x7FFBBD760000
amsi.dll                         0x7FFBBD8C0000
COMCTL32.dll                     0x7FFBBDA00000
gdiplus.dll                      0x7FFBBDCA0000
nvldumdx.dll                     0x7FFBBDF10000
dbghelp.dll                      0x7FFBBF5B0000
rasadhlp.dll                     0x7FFBC0C10000
MMDevApi.dll                     0x7FFBC0D60000
