XINPUT1_3.dll                 0x000000400000
X3DAudio1_7.dll               0x000061FD0000
steam_api64.dll               0x000061FE0000
LL_fourPlay_1_10_163.dll      0x000180000000
BakaScrapHeap.dll             0x026422D80000
RTSSHooks64.dll               0x02642CDC0000
Fallout4.exe                  0x7FF7BEFC0000
steamclient64.dll             0x7FFAD2B30000
Buffout4.dll                  0x7FFAED520000
IPHLPAPI.DLL                  0x7FFAF02E0000
RobCo_Patcher.dll             0x7FFAF2B10000
ShadowBoostFO4.dll            0x7FFAF38B0000
place.dll                     0x7FFAF3980000
NVIDIA_Reflex.dll             0x7FFAF3A00000
mcm.dll                       0x7FFAF3AD0000
HighFPSPhysicsFix.dll         0x7FFAF42A0000
f4ee.dll                      0x7FFAF44D0000
ESPExplorer.dll               0x7FFAF45E0000
ClassicHolsteredWeapons.dll   0x7FFAF4640000
BulletCountedReload.dll       0x7FFAF46F0000
f4se_1_10_163.dll             0x7FFAF5790000
GFSDK_GodraysLib.x64.dll      0x7FFAF98D0000
flexRelease_x64.dll           0x7FFAF9930000
GFSDK_SSAO_D3D11.win64.dll    0x7FFAF9BB0000
MSVCR110.dll                  0x7FFAF9C40000
d3dcompiler_42.dll            0x7FFAFA190000
MSVCP110.dll                  0x7FFAFB5F0000
bink2w64.dll                  0x7FFAFBE20000
cudart64_75.dll               0x7FFAFCD10000
flexExtRelease_x64.dll        0x7FFAFEE40000
usvfs_x64.dll                 0x7FFB16300000
UnlimitedSurvivalMode.dll     0x7FFB1F9F0000
tier0_s64.dll                 0x7FFB22280000
ConsoleUtilF4.dll             0x7FFB23A00000
XAudio2_7.dll                 0x7FFB24E30000
gameoverlayrenderer64.dll     0x7FFB2C500000
aswhook.dll                   0x7FFB35870000
f4se_steam_loader.dll         0x7FFB38D20000
VCRUNTIME140.dll              0x7FFB3D260000
MSVCP140.dll                  0x7FFB3D280000
VCRUNTIME140_1.dll            0x7FFB3DBC0000
winmmbase.dll                 0x7FFB45140000
DSOUND.DLL                    0x7FFB45480000
WeaponDebrisCrashFix.dll      0x7FFB461D0000
vstdlib_s64.dll               0x7FFB4D710000
d3dx11_42.dll                 0x7FFB50790000
nvwgf2umx.dll                 0x7FFB523D0000
WINSPOOL.DRV                  0x7FFB569A0000
nvgpucomp64.dll               0x7FFB58B40000
Secur32.dll                   0x7FFB5B2E0000
nvToolsExt64_1.dll            0x7FFB5B5E0000
OneCoreCommonProxyStub.dll    0x7FFB5DE30000
nvldumdx.dll                  0x7FFB5E2E0000
NvMessageBus.dll              0x7FFB5E4C0000
COMCTL32.dll                  0x7FFB5EBC0000
nvapi64.dll                   0x7FFB5F280000
WINMM.dll                     0x7FFB60140000
textinputframework.dll        0x7FFB62730000
inputhost.dll                 0x7FFB62830000
Windows.UI.dll                0x7FFB62990000
igc64.dll                     0x7FFB637E0000
igdgmm64.dll                  0x7FFB66570000
igd10iumd64.dll               0x7FFB67800000
dxcore.dll                    0x7FFB690E0000
drvstore.dll                  0x7FFB69D60000
cryptnet.dll                  0x7FFB69EF0000
OneCoreUAPCommonProxyStub.dll 0x7FFB69F30000
WINHTTP.dll                   0x7FFB6A8E0000
twinapi.appcore.dll           0x7FFB6BD10000
MMDevApi.dll                  0x7FFB6BFA0000
AUDIOSES.DLL                  0x7FFB6C030000
WindowManagementAPI.dll       0x7FFB6C6E0000
VERSION.dll                   0x7FFB6D4D0000
avrt.dll                      0x7FFB6D510000
PROPSYS.dll                   0x7FFB6E870000
xinput1_4.dll                 0x7FFB6EC00000
MSIMG32.dll                   0x7FFB6EC20000
wintypes.dll                  0x7FFB6EEB0000
d3d11.dll                     0x7FFB6F010000
D3DCOMPILER_47.dll            0x7FFB6F280000
dcomp.dll                     0x7FFB6FD80000
CoreUIComponents.dll          0x7FFB702F0000
CoreMessaging.dll             0x7FFB70650000
apphelp.dll                   0x7FFB70890000
UxTheme.dll                   0x7FFB709D0000
resourcepolicyclient.dll      0x7FFB70B50000
dwmapi.dll                    0x7FFB70C50000
windows.storage.dll           0x7FFB711E0000
DbgHelp.dll                   0x7FFB71980000
HID.DLL                       0x7FFB71B70000
kernel.appcore.dll            0x7FFB71C70000
dxgi.dll                      0x7FFB71CE0000
rsaenh.dll                    0x7FFB72480000
ntmarta.dll                   0x7FFB725A0000
UMPDC.dll                     0x7FFB72840000
IpHlpAPI.dll                  0x7FFB72860000
POWRPROF.dll                  0x7FFB729D0000
MSWSOCK.dll                   0x7FFB72BC0000
CRYPTSP.dll                   0x7FFB72DB0000
CRYPTBASE.DLL                 0x7FFB72DD0000
Wldp.dll                      0x7FFB72E60000
NTASN1.dll                    0x7FFB72E90000
ncrypt.dll                    0x7FFB72ED0000
msasn1.dll                    0x7FFB72FF0000
devobj.dll                    0x7FFB731C0000
SSPICLI.DLL                   0x7FFB732E0000
profapi.dll                   0x7FFB73360000
bcrypt.dll                    0x7FFB73430000
gdi32full.dll                 0x7FFB73460000
win32u.dll                    0x7FFB73580000
CRYPT32.dll                   0x7FFB73660000
bcryptPrimitives.dll          0x7FFB737C0000
msvcp_win.dll                 0x7FFB73850000
ucrtbase.dll                  0x7FFB738F0000
cfgmgr32.dll                  0x7FFB739F0000
wintrust.dll                  0x7FFB73A40000
KERNELBASE.dll                0x7FFB73AB0000
KERNEL32.DLL                  0x7FFB73DB0000
sechost.dll                   0x7FFB73E70000
ole32.dll                     0x7FFB73F10000
USER32.dll                    0x7FFB74040000
MSCTF.dll                     0x7FFB74240000
GDI32.dll                     0x7FFB74360000
msvcrt.dll                    0x7FFB74390000
SETUPAPI.dll                  0x7FFB74430000
ADVAPI32.dll                  0x7FFB74900000
PSAPI.DLL                     0x7FFB749C0000
SHELL32.dll                   0x7FFB74AF0000
combase.dll                   0x7FFB75240000
imagehlp.dll                  0x7FFB755A0000
IMM32.DLL                     0x7FFB75620000
shcore.dll                    0x7FFB75660000
SHLWAPI.dll                   0x7FFB75710000
COMDLG32.dll                  0x7FFB75770000
clbcatq.dll                   0x7FFB75850000
RPCRT4.dll                    0x7FFB75900000
OLEAUT32.dll                  0x7FFB75BE0000
WS2_32.dll                    0x7FFB75CB0000
ntdll.dll                     0x7FFB75D70000
