XINPUT1_3.dll                    0x000000400000
X3DAudio1_7.dll                  0x00005A360000
steam_api64.dll                  0x00005A370000
d3d11.dll                        0x000180000000
MSCTF.dll                        0x027A57E70000
clbcatq.dll                      0x027A720B0000
Fallout4.exe                     0x7FF6588B0000
XAudio2_7.dll                    0x7FFE33B00000
d3dcompiler_46e.dll              0x7FFE33B90000
gameoverlayrenderer64.dll        0x7FFE33F50000
XDI.dll                          0x7FFE340E0000
wsfw_identifier.dll              0x7FFE38690000
WhoseQuestIsItAnywayF4.dll       0x7FFE38790000
UnlimitedFastTravel.dll          0x7FFE387F0000
ShieldFramework.dll              0x7FFE38840000
ShadowBoostFO4.dll               0x7FFE388C0000
steamclient64.dll                0x7FFE38990000
SprintSpeedController.dll        0x7FFE3A4C0000
RustyFaceFix.dll                 0x7FFE3A510000
RememberPickAngleUpdated.dll     0x7FFE3A560000
PowerGridTools.dll               0x7FFE3A620000
place.dll                        0x7FFE3A690000
ReloadFix.dll                    0x7FFE3A920000
MGEFConditionFix.dll             0x7FFE3A970000
mcm.dll                          0x7FFE3A9C0000
HighFPSPhysicsFix.dll            0x7FFE3AA60000
GCBugFix.dll                     0x7FFE3AAF0000
f4ee.dll                         0x7FFE3AB50000
crafting_highlight_fix.dll       0x7FFE3AC60000
ConsoleUtilF4.dll                0x7FFE3ACB0000
ClassicHolsteredWeapons.dll      0x7FFE3AD00000
Buffout4.dll                     0x7FFE3ADB0000
BakaScrapHeap.dll                0x7FFE3B0D0000
BakaFramework.dll                0x7FFE3B1A0000
tier0_s64.dll                    0x7FFE3B290000
CCExtenderF4.dll                 0x7FFE3B580000
D3DCOMPILER_43.dll               0x7FFE3B5F0000
f4se_1_10_163.dll                0x7FFE3BCC0000
BulletCountedReload.dll          0x7FFE43FB0000
vstdlib_s64.dll                  0x7FFE44040000
flexRelease_x64.dll              0x7FFE44100000
BetterConsole.dll                0x7FFE443D0000
GFSDK_SSAO_D3D11.win64.dll       0x7FFE44800000
BetterPowerArmorRedux.dll        0x7FFE44910000
IPHLPAPI.DLL                     0x7FFE455D0000
d3dx11_43.dll                    0x7FFE46F30000
encounter_zone_recalculation.dll 0x7FFE4F420000
MSVCP110.dll                     0x7FFE4F450000
MSVCR110.dll                     0x7FFE4F6D0000
bink2w64.dll                     0x7FFE4F7B0000
enbhelperf4.dll                  0x7FFE51850000
cudart64_75.dll                  0x7FFE51B40000
GFSDK_GodraysLib.x64.dll         0x7FFE51E90000
AmmoRemover.dll                  0x7FFE6BCC0000
usvfs_x64.dll                    0x7FFE76070000
f4se_steam_loader.dll            0x7FFE76B60000
DSOUND.DLL                       0x7FFE76F60000
xinput1_4.dll                    0x7FFE7A640000
winmmbase.dll                    0x7FFE7DA30000
flexExtRelease_x64.dll           0x7FFE7F1D0000
SprintStutteringFix.dll          0x7FFE84D20000
PriorityMod.dll                  0x7FFE86930000
AUDIOSES.DLL                     0x7FFE8BED0000
WINSPOOL.DRV                     0x7FFE8EFD0000
COMCTL32.dll                     0x7FFE8F550000
MSVCP140.dll                     0x7FFE91E60000
VCRUNTIME140.dll                 0x7FFE91EF0000
mskeyprotect.dll                 0x7FFE91F10000
VCRUNTIME140_1.dll               0x7FFE922F0000
ncryptsslp.dll                   0x7FFE92490000
MSVCP140_ATOMIC_WAIT.dll         0x7FFE93D90000
wbemprox.dll                     0x7FFE945B0000
MpOav.dll                        0x7FFE94760000
amsi.dll                         0x7FFE947E0000
wbemsvc.dll                      0x7FFE948B0000
fastprox.dll                     0x7FFE948D0000
wbemcomn.dll                     0x7FFE94E10000
fwpuclnt.dll                     0x7FFE957B0000
rasadhlp.dll                     0x7FFE958A0000
webio.dll                        0x7FFE959E0000
deviceaccess.dll                 0x7FFE963F0000
MMDevApi.dll                     0x7FFE97390000
Secur32.dll                      0x7FFE97600000
MSIMG32.dll                      0x7FFE97620000
inputhost.dll                    0x7FFE9A890000
textinputframework.dll           0x7FFE9A9F0000
Windows.UI.dll                   0x7FFE9AAF0000
atidxx64.dll                     0x7FFE9B2B0000
aticfx64.dll                     0x7FFE9D220000
amdihk64.dll                     0x7FFE9DCA0000
atiuxp64.dll                     0x7FFE9DCE0000
VERSION.dll                      0x7FFE9DD20000
WINMM.dll                        0x7FFE9DD30000
WINHTTP.dll                      0x7FFE9E4B0000
dxcore.dll                       0x7FFE9E7C0000
dhcpcsvc6.DLL                    0x7FFE9E960000
DbgHelp.dll                      0x7FFE9EFB0000
dhcpcsvc.DLL                     0x7FFE9F340000
WINNSI.DLL                       0x7FFE9FC40000
twinapi.appcore.dll              0x7FFEA0580000
WindowManagementAPI.dll          0x7FFEA0790000
avrt.dll                         0x7FFEA0E80000
nvToolsExt64_1.dll               0x7FFEA0F40000
PROPSYS.dll                      0x7FFEA1D00000
wintypes.dll                     0x7FFEA1FD0000
D3DCOMPILER_47.dll               0x7FFEA2130000
d3d11.dll                        0x7FFEA2590000
dcomp.dll                        0x7FFEA2DC0000
CoreUIComponents.dll             0x7FFEA3330000
CoreMessaging.dll                0x7FFEA3690000
apphelp.dll                      0x7FFEA39B0000
UxTheme.dll                      0x7FFEA3B70000
resourcepolicyclient.dll         0x7FFEA3C70000
dwmapi.dll                       0x7FFEA3D70000
kernel.appcore.dll               0x7FFEA4060000
windows.storage.dll              0x7FFEA4260000
HID.DLL                          0x7FFEA4A00000
dxgi.dll                         0x7FFEA4A40000
schannel.DLL                     0x7FFEA50A0000
ntmarta.dll                      0x7FFEA52A0000
IpHlpAPI.dll                     0x7FFEA5550000
DNSAPI.dll                       0x7FFEA5590000
MSWSOCK.dll                      0x7FFEA5840000
CRYPTBASE.DLL                    0x7FFEA59D0000
Wldp.dll                         0x7FFEA5AD0000
UMPDC.dll                        0x7FFEA5B10000
powrprof.dll                     0x7FFEA5B30000
CRYPTSP.dll                      0x7FFEA5B80000
NTASN1.dll                       0x7FFEA5C50000
ncrypt.dll                       0x7FFEA5C90000
MSASN1.dll                       0x7FFEA5DB0000
DEVOBJ.dll                       0x7FFEA5F80000
DPAPI.DLL                        0x7FFEA5FD0000
SSPICLI.DLL                      0x7FFEA6090000
USERENV.dll                      0x7FFEA60D0000
profapi.dll                      0x7FFEA6110000
ucrtbase.dll                     0x7FFEA61D0000
gdi32full.dll                    0x7FFEA62D0000
bcryptPrimitives.dll             0x7FFEA63F0000
KERNELBASE.dll                   0x7FFEA6480000
bcrypt.dll                       0x7FFEA6830000
cfgmgr32.dll                     0x7FFEA6860000
msvcp_win.dll                    0x7FFEA68B0000
CRYPT32.dll                      0x7FFEA6950000
win32u.dll                       0x7FFEA6AB0000
WINTRUST.dll                     0x7FFEA6AE0000
ADVAPI32.dll                     0x7FFEA6BD0000
SHELL32.dll                      0x7FFEA6CE0000
GDI32.dll                        0x7FFEA7490000
combase.dll                      0x7FFEA74C0000
COMDLG32.dll                     0x7FFEA7820000
ole32.dll                        0x7FFEA7910000
RPCRT4.dll                       0x7FFEA7AF0000
shcore.dll                       0x7FFEA7C20000
KERNEL32.DLL                     0x7FFEA7CD0000
WS2_32.dll                       0x7FFEA7F40000
msvcrt.dll                       0x7FFEA7FB0000
imagehlp.dll                     0x7FFEA8050000
OLEAUT32.dll                     0x7FFEA8220000
SETUPAPI.dll                     0x7FFEA82F0000
USER32.dll                       0x7FFEA8760000
PSAPI.DLL                        0x7FFEA8900000
IMM32.DLL                        0x7FFEA8970000
sechost.dll                      0x7FFEA89A0000
SHLWAPI.dll                      0x7FFEA8A40000
NSI.dll                          0x7FFEA8AA0000
ntdll.dll                        0x7FFEA8AF0000
