XINPUT1_3.dll                0x000000400000
steam_api64.dll              0x00005DCB0000
X3DAudio1_7.dll              0x00005DCF0000
Interior-NavCut-Fix.dll      0x02B5826C0000
MSCTF.dll                    0x02B5BDE60000
Fallout4.exe                 0x7FF6CE5D0000
steamclient64.dll            0x7FF9FD950000
NvCamera64.dll               0x7FFA0EB50000
d3dcompiler_47_64.dll        0x7FFA13D50000
nvspcap64.dll                0x7FFA15500000
XAudio2_7.dll                0x7FFA16E10000
DINPUT8.dll                  0x7FFA171B0000
gameoverlayrenderer64.dll    0x7FFA17200000
XDI.dll                      0x7FFA17390000
wsfw_identifier.dll          0x7FFA17400000
transfer_settlements.dll     0x7FFA17500000
SUP_F4SE.dll                 0x7FFA177D0000
NAF.dll                      0x7FFA17AD0000
Buffout4.dll                 0x7FFA17DE0000
terminal+.dll                0x7FFA18620000
po3_BaseObjectSwapperF4.dll  0x7FFA18770000
UnlimitedFastTravel.dll      0x7FFA18B40000
PrivateProfileRedirector.dll 0x7FFA18B90000
IPHLPAPI.DLL                 0x7FFA18BF0000
PowerGridTools.dll           0x7FFA1FDF0000
place.dll                    0x7FFA20170000
MODExplorer.dll              0x7FFA201F0000
MGEFConditionFix.dll         0x7FFA20270000
mcm.dll                      0x7FFA202C0000
LooksmenuPlayerRotation.dll  0x7FFA20360000
LongLoadingTimesFix.dll      0x7FFA203B0000
CONCRT140.dll                0x7FFA20410000
HHS.dll                      0x7FFA20520000
EscapeFreeze.dll             0x7FFA20610000
HighFPSPhysicsFix.dll        0x7FFA20D20000
BakaFramework.dll            0x7FFA20DB0000
f4se_1_10_163.dll            0x7FFA20FB0000
BakaScrapHeap.dll            0x7FFA22300000
faster_workshop.dll          0x7FFA238F0000
DirectHit.dll                0x7FFA23950000
BulletCountedReload.dll      0x7FFA23D70000
tier0_s64.dll                0x7FFA23E00000
BakaMaxPapyrusOps.dll        0x7FFA24A70000
vstdlib_s64.dll              0x7FFA24B20000
MSVCR110.dll                 0x7FFA24BE0000
GFSDK_SSAO_D3D11.win64.dll   0x7FFA24EE0000
flexRelease_x64.dll          0x7FFA24F70000
MSVCP110.dll                 0x7FFA259C0000
ResampleDmo.DLL              0x7FFA26540000
DSOUND.DLL                   0x7FFA26980000
ConsoleUtilF4.dll            0x7FFA288F0000
BodyPartsUI.dll              0x7FFA2BC80000
BetterConsole.dll            0x7FFA2DEA0000
cudart64_75.dll              0x7FFA30740000
bink2w64.dll                 0x7FFA335F0000
GFSDK_GodraysLib.x64.dll     0x7FFA380E0000
PlotUI.dll                   0x7FFA39980000
Bastion.dll                  0x7FFA3A670000
AUDIOSES.DLL                 0x7FFA40580000
f4se_steam_loader.dll        0x7FFA416C0000
WININET.dll                  0x7FFA426A0000
