XINPUT1_3.dll                 0x000000400000
X3DAudio1_7.dll               0x000057F00000
steam_api64.dll               0x000057F10000
LL_fourPlay_1_10_163.dll      0x000180000000
wintrust.dll                  0x0177BBF00000
Fallout4.exe                  0x7FF7F8160000
nvwgf2umx.dll                 0x7FFB829C0000
D3DCOMPILER_47.dll            0x7FFB8CD70000
d3dx9_43.dll                  0x7FFB8D1A0000
k_fps64.dll                   0x7FFB8D410000
d3dx10_43.dll                 0x7FFB95130000
nvgpucomp64.dll               0x7FFB97290000
nvldumdx.dll                  0x7FFB994B0000
OWExplorer.dll                0x7FFBAAA30000
steamclient64.dll             0x7FFBBAA30000
gameoverlayrenderer64.dll     0x7FFBBCDD0000
f4ee.dll                      0x7FFBBCF70000
Buffout4.dll                  0x7FFBBD080000
IPHLPAPI.DLL                  0x7FFBBD960000
BakaScrapHeap.dll             0x7FFBC9180000
f4se_1_10_163.dll             0x7FFBC97C0000
tier0_s64.dll                 0x7FFBDDBE0000
flexRelease_x64.dll           0x7FFBDDD80000
vstdlib_s64.dll               0x7FFBE56B0000
XAudio2_7.dll                 0x7FFBE62C0000
nvspcap64.dll                 0x7FFBE6670000
XDI.dll                       0x7FFBE69E0000
DSOUND.DLL                    0x7FFBE8630000
GFSDK_SSAO_D3D11.win64.dll    0x7FFBE8810000
MSVCR110.dll                  0x7FFBEAA70000
MSVCP110.dll                  0x7FFBEAB50000
bink2w64.dll                  0x7FFBEC7D0000
HighFPSPhysicsFix.dll         0x7FFBF7350000
cudart64_75.dll               0x7FFBFB9C0000
winmmbase.dll                 0x7FFC04A70000
GFSDK_GodraysLib.x64.dll      0x7FFC068D0000
TextShaping.dll               0x7FFC0CC00000
DWrite.dll                    0x7FFC0D690000
Windows.UI.dll                0x7FFC0F120000
GLU32.dll                     0x7FFC0F930000
InputHost.dll                 0x7FFC0F960000
VCRUNTIME140_1.dll            0x7FFC0FE10000
OPENGL32.dll                  0x7FFC0FE30000
textinputframework.dll        0x7FFC0FFC0000
MSVCP140.dll                  0x7FFC10AE0000
VCRUNTIME140.dll              0x7FFC110E0000
OneCoreCommonProxyStub.dll    0x7FFC150A0000
flexExtRelease_x64.dll        0x7FFC15350000
f4se_steam_loader.dll         0x7FFC16340000
igc64.dll                     0x7FFC17F30000
WINSPOOL.DRV                  0x7FFC1D4D0000
COMCTL32.dll                  0x7FFC1D580000
NvMessageBus.dll              0x7FFC1E5E0000
nvapi64.dll                   0x7FFC1EE00000
igdgmm64.dll                  0x7FFC1F4D0000
igd10iumd64.dll               0x7FFC20BA0000
igd10um64xe.DLL               0x7FFC21360000
MSIMG32.dll                   0x7FFC22550000
IntelControlLib.dll           0x7FFC226F0000
ControlLib.dll                0x7FFC22830000
WINMM.dll                     0x7FFC228A0000
dxcore.dll                    0x7FFC22DA0000
drvstore.dll                  0x7FFC24AC0000
cryptnet.dll                  0x7FFC24C10000
MMDevApi.dll                  0x7FFC24C50000
VERSION.dll                   0x7FFC24CE0000
AUDIOSES.DLL                  0x7FFC24CF0000
OneCoreUAPCommonProxyStub.dll 0x7FFC25300000
SprintStutteringFix.dll       0x7FFC267D0000
Secur32.dll                   0x7FFC27240000
nvToolsExt64_1.dll            0x7FFC27330000
WindowManagementAPI.dll       0x7FFC27C60000
twinapi.appcore.dll           0x7FFC285D0000
avrt.dll                      0x7FFC28810000
WINHTTP.dll                   0x7FFC28DD0000
PROPSYS.dll                   0x7FFC29830000
wintypes.dll                  0x7FFC29DA0000
d3d11.dll                     0x7FFC2A360000
d2d1.dll                      0x7FFC2A5D0000
dcomp.dll                     0x7FFC2AB90000
CoreUIComponents.dll          0x7FFC2AD80000
CoreMessaging.dll             0x7FFC2B540000
apphelp.dll                   0x7FFC2B770000
UxTheme.dll                   0x7FFC2B870000
dwmapi.dll                    0x7FFC2E2F0000
resourcepolicyclient.dll      0x7FFC2E320000
DbgHelp.dll                   0x7FFC2E9A0000
windows.storage.dll           0x7FFC2EB90000
HID.DLL                       0x7FFC2F330000
kernel.appcore.dll            0x7FFC2F440000
dxgi.dll                      0x7FFC2F4B0000
rsaenh.dll                    0x7FFC2FC60000
ntmarta.dll                   0x7FFC2FD80000
UMPDC.dll                     0x7FFC30020000
IpHlpAPI.dll                  0x7FFC30040000
POWRPROF.dll                  0x7FFC30160000
MSWSOCK.dll                   0x7FFC303B0000
CRYPTSP.dll                   0x7FFC305A0000
CRYPTBASE.DLL                 0x7FFC305C0000
Wldp.dll                      0x7FFC30650000
msasn1.dll                    0x7FFC307E0000
devobj.dll                    0x7FFC309B0000
SSPICLI.DLL                   0x7FFC30B00000
profapi.dll                   0x7FFC30B50000
ucrtbase.dll                  0x7FFC30C20000
gdi32full.dll                 0x7FFC30D20000
msvcp_win.dll                 0x7FFC30E40000
CRYPT32.dll                   0x7FFC30F90000
KERNELBASE.dll                0x7FFC310F0000
cfgmgr32.dll                  0x7FFC313F0000
win32u.dll                    0x7FFC314B0000
bcryptPrimitives.dll          0x7FFC314E0000
bcrypt.dll                    0x7FFC31570000
KERNEL32.DLL                  0x7FFC315A0000
ole32.dll                     0x7FFC316E0000
RPCRT4.dll                    0x7FFC31810000
msvcrt.dll                    0x7FFC31940000
SHELL32.dll                   0x7FFC319E0000
SETUPAPI.dll                  0x7FFC32220000
combase.dll                   0x7FFC32690000
SHLWAPI.dll                   0x7FFC329F0000
imagehlp.dll                  0x7FFC32A50000
IMM32.DLL                     0x7FFC32A70000
sechost.dll                   0x7FFC32AB0000
MSCTF.dll                     0x7FFC32B50000
WS2_32.dll                    0x7FFC32C70000
COMDLG32.dll                  0x7FFC32CE0000
OLEAUT32.dll                  0x7FFC32DD0000
USER32.dll                    0x7FFC32EA0000
shcore.dll                    0x7FFC330A0000
GDI32.dll                     0x7FFC33150000
clbcatq.dll                   0x7FFC33330000
ADVAPI32.dll                  0x7FFC33470000
PSAPI.DLL                     0x7FFC33520000
ntdll.dll                     0x7FFC33570000
