XINPUT1_3.dll                      0x000000400000
X3DAudio1_7.dll                    0x000063D20000
steam_api64.dll                    0x000063D30000
Fallout4.exe                       0x7FF7ADDF0000
nvcuda64.dll                       0x7FFDA5BF0000
NvCamera64.dll                     0x7FFDA6610000
XAudio2_7.dll                      0x7FFDAF550000
d3dcompiler_47_64.dll              0x7FFDAF5E0000
gameoverlayrenderer64.dll          0x7FFDAF9F0000
XDI.dll                            0x7FFDB01E0000
wsfw_identifier.dll                0x7FFDB0250000
SprintSpeedController.dll          0x7FFDB0350000
RobCo_Patcher.dll                  0x7FFDB03A0000
ReloadFix.dll                      0x7FFDB0480000
PrivateProfileRedirector.dll       0x7FFDB04D0000
PowerGridTools.dll                 0x7FFDB0530000
po3_SimpleOffenceSuppressionF4.dll 0x7FFDB05A0000
Outfit-ReDress-Fix.dll             0x7FFDB0630000
mcm.dll                            0x7FFDB0680000
LongLoadingTimesFix.dll            0x7FFDB0720000
LighthousePapyrusExtender.dll      0x7FFDB0780000
Interior-NavCut-Fix.dll            0x7FFDB08B0000
HighFPSPhysicsFix.dll              0x7FFDB0900000
GCBugFix.dll                       0x7FFDB0990000
GardenOfEdenPapyrusExtender.dll    0x7FFDB09F0000
f4ee.dll                           0x7FFDB0BF0000
DirectHit.dll                      0x7FFDB0D00000
crafting_highlight_fix.dll         0x7FFDB0D60000
ClassicHolsteredWeapons.dll        0x7FFDB0DB0000
CCExtenderF4.dll                   0x7FFDB0E60000
Buffout4.dll                       0x7FFDB0ED0000
steamclient64.dll                  0x7FFDB1230000
BulletCountedReload.dll            0x7FFDB2940000
BlockingOverhaul.dll               0x7FFDB29D0000
BetterConsole.dll                  0x7FFDB2A20000
tier0_s64.dll                      0x7FFDB2A90000
IPHLPAPI.DLL                       0x7FFDB2C30000
Bastion.dll                        0x7FFDC15A0000
BakaMaxPapyrusOps.dll              0x7FFDC15F0000
CONCRT140.dll                      0x7FFDC5DD0000
f4se_1_10_163.dll                  0x7FFDC5E60000
ArmorPenetrationBugFix.dll         0x7FFDC6330000
vstdlib_s64.dll                    0x7FFDC6430000
cudart64_75.dll                    0x7FFDC6A70000
GFSDK_GodraysLib.x64.dll           0x7FFDC6AD0000
GFSDK_SSAO_D3D11.win64.dll         0x7FFDC6B30000
flexRelease_x64.dll                0x7FFDC6BC0000
MSVCR110.dll                       0x7FFDC7540000
flexExtRelease_x64.dll             0x7FFDC7A30000
WeaponDebrisCrashFix.dll           0x7FFDC8660000
encounter_zone_recalculation.dll   0x7FFDC9480000
SprintStutteringFix.dll            0x7FFDC94F0000
AmmoRemover.dll                    0x7FFDC95A0000
MSVCP110.dll                       0x7FFDCDC30000
bink2w64.dll                       0x7FFDCDCE0000
MSVCP140_ATOMIC_WAIT.dll           0x7FFDCE2E0000
XINPUT9_1_0.dll                    0x7FFDCECD0000
f4se_steam_loader.dll              0x7FFDCECE0000
usvfs_x64.dll                      0x7FFE03D80000
nvToolsExt64_1.dll                 0x7FFE1E210000
MessageBus.dll                     0x7FFE221A0000
DINPUT8.dll                        0x7FFE28A50000
VCRUNTIME140.dll                   0x7FFE2A120000
VCRUNTIME140_1.dll                 0x7FFE2A1E0000
MSVCP140.dll                       0x7FFE2E8A0000
winmmbase.dll                      0x7FFE31A50000
mskeyprotect.dll                   0x7FFE32FE0000
ncryptsslp.dll                     0x7FFE330D0000
Secur32.dll                        0x7FFE33200000
webio.dll                          0x7FFE33A70000
nvspcap64.dll                      0x7FFE367E0000
textinputframework.dll             0x7FFE39390000
Windows.UI.dll                     0x7FFE39530000
inputhost.dll                      0x7FFE39680000
DSOUND.DLL                         0x7FFE39FF0000
nvwgf2umx.dll                      0x7FFE3BA20000
WINMM.dll                          0x7FFE41710000
WINSPOOL.DRV                       0x7FFE42CC0000
COMCTL32.dll                       0x7FFE42D70000
nvgpucomp64.dll                    0x7FFE43660000
fsamsi64.dll                       0x7FFE45CB0000
amsi.dll                           0x7FFE46190000
fastprox.dll                       0x7FFE46920000
NvMessageBus.dll                   0x7FFE46A30000
wbemsvc.dll                        0x7FFE46DE0000
wbemcomn.dll                       0x7FFE47500000
wbemprox.dll                       0x7FFE47590000
nvapi64.dll                        0x7FFE47760000
cryptnet.dll                       0x7FFE47E50000
VERSION.dll                        0x7FFE47E90000
nvldumdx.dll                       0x7FFE47EA0000
fwpuclnt.dll                       0x7FFE47F70000
dxcore.dll                         0x7FFE47FF0000
drvstore.dll                       0x7FFE48E90000
rasadhlp.dll                       0x7FFE48FE0000
MMDevApi.dll                       0x7FFE4A5C0000
AUDIOSES.DLL                       0x7FFE4A6B0000
WINHTTP.dll                        0x7FFE4AE70000
WindowsCodecs.dll                  0x7FFE4B1E0000
twinapi.appcore.dll                0x7FFE4B3A0000
WindowManagementAPI.dll            0x7FFE4B660000
dhcpcsvc.DLL                       0x7FFE4C0E0000
dhcpcsvc6.DLL                      0x7FFE4C330000
avrt.dll                           0x7FFE4C360000
WINNSI.DLL                         0x7FFE4C370000
PROPSYS.dll                        0x7FFE4D010000
wintypes.dll                       0x7FFE4D160000
d3d11.dll                          0x7FFE4D720000
dcomp.dll                          0x7FFE4E140000
CoreUIComponents.dll               0x7FFE4E6F0000
CoreMessaging.dll                  0x7FFE4EA50000
apphelp.dll                        0x7FFE4ECA0000
MSIMG32.dll                        0x7FFE4EF10000
UxTheme.dll                        0x7FFE4F030000
resourcepolicyclient.dll           0x7FFE4F190000
dwmapi.dll                         0x7FFE4F290000
DbgHelp.dll                        0x7FFE4F6D0000
windows.storage.dll                0x7FFE4FA30000
HID.DLL                            0x7FFE501D0000
kernel.appcore.dll                 0x7FFE501E0000
dxgi.dll                           0x7FFE50230000
schannel.DLL                       0x7FFE508F0000
rsaenh.dll                         0x7FFE509E0000
ntmarta.dll                        0x7FFE50B00000
UMPDC.dll                          0x7FFE50DA0000
IpHlpAPI.dll                       0x7FFE50DC0000
DNSAPI.dll                         0x7FFE50E00000
POWRPROF.dll                       0x7FFE50EE0000
MSWSOCK.dll                        0x7FFE51130000
CRYPTSP.dll                        0x7FFE51320000
CRYPTBASE.DLL                      0x7FFE51340000
Wldp.dll                           0x7FFE513D0000
NTASN1.dll                         0x7FFE51400000
ncrypt.dll                         0x7FFE51440000
msasn1.dll                         0x7FFE51560000
devobj.dll                         0x7FFE51730000
DPAPI.DLL                          0x7FFE51790000
USERENV.dll                        0x7FFE51850000
SSPICLI.DLL                        0x7FFE51880000
profapi.dll                        0x7FFE518D0000
cfgmgr32.dll                       0x7FFE519A0000
CRYPT32.dll                        0x7FFE519F0000
win32u.dll                         0x7FFE51C00000
bcryptPrimitives.dll               0x7FFE51C30000
KERNELBASE.dll                     0x7FFE51CC0000
msvcp_win.dll                      0x7FFE51FC0000
ucrtbase.dll                       0x7FFE52060000
bcrypt.dll                         0x7FFE52160000
gdi32full.dll                      0x7FFE52190000
wintrust.dll                       0x7FFE522B0000
ole32.dll                          0x7FFE52320000
GDI32.dll                          0x7FFE52450000
combase.dll                        0x7FFE52480000
clbcatq.dll                        0x7FFE527E0000
NSI.dll                            0x7FFE52910000
WS2_32.dll                         0x7FFE52920000
SHELL32.dll                        0x7FFE52990000
SHLWAPI.dll                        0x7FFE53100000
MSCTF.dll                          0x7FFE53160000
sechost.dll                        0x7FFE53280000
IMM32.DLL                          0x7FFE53320000
shcore.dll                         0x7FFE533C0000
PSAPI.DLL                          0x7FFE53470000
msvcrt.dll                         0x7FFE53480000
imagehlp.dll                       0x7FFE53760000
RPCRT4.dll                         0x7FFE53790000
SETUPAPI.dll                       0x7FFE53920000
COMDLG32.dll                       0x7FFE53D90000
KERNEL32.DLL                       0x7FFE53E70000
OLEAUT32.dll                       0x7FFE53F90000
USER32.dll                         0x7FFE54060000
ADVAPI32.dll                       0x7FFE54200000
ntdll.dll                          0x7FFE542F0000
