XINPUT1_3.dll                 0x000000400000
X3DAudio1_7.dll               0x0000566D0000
steam_api64.dll               0x0000566E0000
amdenc64.dll                  0x0000567F0000
gpapi.dll                     0x0188EB010000
BakaFramework.dll             0x0188F2690000
Fallout4.exe                  0x7FF661940000
steamclient64.dll             0x7FFE3D300000
D3DX9_43.dll                  0x7FFE42740000
OWClient.dll                  0x7FFE42DB0000
D3DCompiler_43.dll            0x7FFE43AF0000
gameoverlayrenderer64.dll     0x7FFE44B70000
Buffout4.dll                  0x7FFE44D10000
RobCo_Patcher.dll             0x7FFE65F00000
po3_BaseObjectSwapperF4.dll   0x7FFE672B0000
f4ee.dll                      0x7FFE673B0000
DSOUND.DLL                    0x7FFE68A60000
f4se_1_10_163.dll             0x7FFE7C620000
tier0_s64.dll                 0x7FFE7D080000
XAudio2_7.dll                 0x7FFE7D6E0000
vstdlib_s64.dll               0x7FFE7D770000
flexRelease_x64.dll           0x7FFE7E9D0000
MSVCR110.dll                  0x7FFE7ED10000
mcm.dll                       0x7FFE803C0000
d3dx11_43.dll                 0x7FFE80710000
HighFPSPhysicsFix.dll         0x7FFE80890000
cudart64_75.dll               0x7FFE812A0000
GFSDK_SSAO_D3D11.win64.dll    0x7FFE83F30000
OWUtils.dll                   0x7FFE84390000
MSVCP110.dll                  0x7FFE84E00000
GFSDK_GodraysLib.x64.dll      0x7FFE85070000
bink2w64.dll                  0x7FFE86440000
AUDIOSES.DLL                  0x7FFE8A3F0000
ncryptsslp.dll                0x7FFE927F0000
UnlimitedSurvivalMode.dll     0x7FFE956C0000
MpOav.dll                     0x7FFE971D0000
winmmbase.dll                 0x7FFE9E610000
mskeyprotect.dll              0x7FFE9E6F0000
flexExtRelease_x64.dll        0x7FFE9EFC0000
cryptnet.dll                  0x7FFEA10C0000
amsi.dll                      0x7FFEA1D90000
OWExplorer.dll                0x7FFEA6AA0000
ConsoleUtilF4.dll             0x7FFEA6C40000
MSVCP140.dll                  0x7FFEA7480000
VCRUNTIME140.dll              0x7FFEA9550000
VCRUNTIME140_1.dll            0x7FFEA9570000
f4se_steam_loader.dll         0x7FFEA9D30000
Secur32.dll                   0x7FFEAB460000
webio.dll                     0x7FFEABC20000
OneCoreCommonProxyStub.dll    0x7FFEAD950000
wbemsvc.dll                   0x7FFEAEAF0000
fastprox.dll                  0x7FFEAEB40000
wbemcomn.dll                  0x7FFEAF2E0000
fwpuclnt.dll                  0x7FFEAF370000
rasadhlp.dll                  0x7FFEAF550000
wbemprox.dll                  0x7FFEAF5E0000
amdihk64.dll                  0x7FFEB07E0000
atidxx64.dll                  0x7FFEB0820000
WINMM.dll                     0x7FFEB2280000
InputHost.dll                 0x7FFEB23B0000
textinputframework.dll        0x7FFEB2510000
Windows.UI.dll                0x7FFEB2610000
amdxx64.dll                   0x7FFEB2760000
nvToolsExt64_1.dll            0x7FFEB5EB0000
dxcore.dll                    0x7FFEB5F40000
OneCoreUAPCommonProxyStub.dll 0x7FFEB6A40000
avrt.dll                      0x7FFEB7B50000
dhcpcsvc.DLL                  0x7FFEB7B60000
dhcpcsvc6.DLL                 0x7FFEB7BC0000
WINNSI.DLL                    0x7FFEB7BE0000
WINHTTP.dll                   0x7FFEB7BF0000
VERSION.dll                   0x7FFEB8000000
dbghelp.dll                   0x7FFEB90A0000
twinapi.appcore.dll           0x7FFEB9350000
MMDevApi.dll                  0x7FFEB9560000
WindowManagementAPI.dll       0x7FFEB9D40000
PROPSYS.dll                   0x7FFEBC520000
d3d11.dll                     0x7FFEBC6B0000
wintypes.dll                  0x7FFEBD4C0000
dcomp.dll                     0x7FFEBD9A0000
CoreUIComponents.dll          0x7FFEBDBE0000
CoreMessaging.dll             0x7FFEBDF40000
apphelp.dll                   0x7FFEBE2B0000
uxtheme.dll                   0x7FFEBE3B0000
resourcepolicyclient.dll      0x7FFEBE480000
dwmapi.dll                    0x7FFEBE6A0000
kernel.appcore.dll            0x7FFEBE880000
windows.storage.dll           0x7FFEBEA80000
HID.DLL                       0x7FFEBF220000
dxgi.dll                      0x7FFEBF260000
schannel.DLL                  0x7FFEBF8B0000
rsaenh.dll                    0x7FFEBF9A0000
ntmarta.dll                   0x7FFEBFAC0000
IPHLPAPI.DLL                  0x7FFEBFD60000
DNSAPI.dll                    0x7FFEBFDA0000
MSWSOCK.dll                   0x7FFEC0070000
CRYPTSP.dll                   0x7FFEC0260000
CRYPTBASE.DLL                 0x7FFEC0280000
Wldp.dll                      0x7FFEC0310000
NTASN1.dll                    0x7FFEC0340000
ncrypt.dll                    0x7FFEC0380000
MSASN1.dll                    0x7FFEC04A0000
