XINPUT1_3.dll                 0x000000400000
X3DAudio1_7.dll               0x00005D760000
steam_api64.dll               0x00005D770000
d3d11.dll                     0x000180000000
clbcatq.dll                   0x01720A130000
Fallout4.exe                  0x7FF6B9070000
X3DAudio1_7.dll               0x7FF804F80000
OneCoreCommonProxyStub.dll    0x7FF805D60000
MpOav.dll                     0x7FF806B20000
MessageBus.dll                0x7FF807650000
amsi.dll                      0x7FF808780000
MSVCP140.dll                  0x7FF8087A0000
VCRUNTIME140_1.dll            0x7FF808AC0000
VCRUNTIME140.dll              0x7FF808AD0000
nvwgf2umx.dll                 0x7FF808E20000
MessageBus.dll                0x7FF80E230000
wbemsvc.dll                   0x7FF80E970000
fastprox.dll                  0x7FF80E9E0000
wbemcomn.dll                  0x7FF80F780000
nvapi64.dll                   0x7FF80F830000
XINPUT9_1_0.dll               0x7FF8107A0000
SprintStutteringFix.dll       0x7FF8107E0000
Windows.UI.dll                0x7FF811130000
winmmbase.dll                 0x7FF812020000
inputhost.dll                 0x7FF812530000
nvgpucomp64.dll               0x7FF813890000
dbghelp.dll                   0x7FF815C00000
textinputframework.dll        0x7FF817D60000
AUDIOSES.DLL                  0x7FF818150000
COMCTL32.dll                  0x7FF818FD0000
nvldumdx.dll                  0x7FF819AA0000
OneCoreUAPCommonProxyStub.dll 0x7FF819F00000
MMDevApi.dll                  0x7FF81A5F0000
wbemprox.dll                  0x7FF81AA40000
drvstore.dll                  0x7FF81B1C0000
cryptnet.dll                  0x7FF81B320000
WINHTTP.dll                   0x7FF81C640000
dhcpcsvc.DLL                  0x7FF81CDA0000
CoreUIComponents.dll          0x7FF81CDE0000
WINMM.dll                     0x7FF81D150000
avrt.dll                      0x7FF81DA90000
directxdatabasehelper.dll     0x7FF81DDC0000
VERSION.dll                   0x7FF81E160000
nvToolsExt64_1.dll            0x7FF81FE10000
WindowsCodecs.dll             0x7FF820020000
D3DCOMPILER_47.dll            0x7FF820280000
d3d11.dll                     0x7FF8208F0000
dcomp.dll                     0x7FF821140000
CoreMessaging.dll             0x7FF8217D0000
uxtheme.dll                   0x7FF821D30000
dxcore.dll                    0x7FF821E50000
dxgi.dll                      0x7FF821EB0000
dwmapi.dll                    0x7FF821FC0000
resourcepolicyclient.dll      0x7FF8222F0000
wintypes.dll                  0x7FF822600000
windows.storage.dll           0x7FF822740000
HID.DLL                       0x7FF823050000
IPHLPAPI.DLL                  0x7FF823330000
UMPDC.dll                     0x7FF823660000
powrprof.dll                  0x7FF823680000
Secur32.dll                   0x7FF8236F0000
rsaenh.dll                    0x7FF823880000
kernel.appcore.dll            0x7FF8238C0000
ntmarta.dll                   0x7FF823940000
SSPICLI.DLL                   0x7FF823B80000
MSWSOCK.dll                   0x7FF823DA0000
USERENV.dll                   0x7FF823E90000
CRYPTBASE.DLL                 0x7FF823FF0000
CRYPTSP.dll                   0x7FF824000000
wldp.dll                      0x7FF8240A0000
bcrypt.dll                    0x7FF824190000
msasn1.dll                    0x7FF824490000
devobj.dll                    0x7FF8244B0000
CFGMGR32.dll                  0x7FF8244E0000
profapi.dll                   0x7FF824720000
msvcp_win.dll                 0x7FF8247F0000
CRYPT32.dll                   0x7FF824890000
ucrtbase.dll                  0x7FF824A00000
win32u.dll                    0x7FF824B20000
gdi32full.dll                 0x7FF824C10000
KERNELBASE.dll                0x7FF824D30000
wintrust.dll                  0x7FF8250E0000
bcryptPrimitives.dll          0x7FF825150000
RPCRT4.dll                    0x7FF8251D0000
PSAPI.DLL                     0x7FF8252F0000
GDI32.dll                     0x7FF825300000
sechost.dll                   0x7FF825400000
imagehlp.dll                  0x7FF8254B0000
MSCTF.dll                     0x7FF8254F0000
shlwapi.dll                   0x7FF825640000
ole32.dll                     0x7FF8256A0000
