XINPUT1_3.dll                 0x000000400000
X3DAudio1_7.dll               0x000053AE0000
steam_api64.dll               0x000053AF0000
BakaScrapHeap.dll             0x01EEA9A50000
powrprof.dll                  0x01F02F3E0000
Fallout4.exe                  0x7FF622E10000
amdxc64.dll                   0x7FFA67C90000
amdvlk64.dll                  0x7FFA6CCB0000
steamclient64.dll             0x7FFA7CD80000
XAudio2_7.dll                 0x7FFA805D0000
VkLayer_steam_fossilize64.dll 0x7FFA80660000
gameoverlayrenderer64.dll     0x7FFA80700000
wsfw_identifier.dll           0x7FFA80890000
mcm.dll                       0x7FFA80990000
f4ee.dll                      0x7FFA80A30000
Buffout4.dll                  0x7FFA80B40000
XDI.dll                       0x7FFA820C0000
f4se_1_10_163.dll             0x7FFA82200000
tier0_s64.dll                 0x7FFA822E0000
IPHLPAPI.DLL                  0x7FFA82480000
HighFPSPhysicsFix.dll         0x7FFA84520000
vulkan-1.dll                  0x7FFA845B0000
d3d11.dll                     0x7FFA84700000
SprintSpeedController.dll     0x7FFA88FB0000
vstdlib_s64.dll               0x7FFA89000000
flexRelease_x64.dll           0x7FFA890C0000
PowerGridTools.dll            0x7FFA892D0000
cudart64_75.dll               0x7FFA89340000
GFSDK_GodraysLib.x64.dll      0x7FFA893A0000
MSVCR110.dll                  0x7FFA89400000
GFSDK_SSAO_D3D11.win64.dll    0x7FFA89670000
MSVCP110.dll                  0x7FFA897C0000
bink2w64.dll                  0x7FFA89870000
dxgi.dll                      0x7FFA8ABC0000
SteamOverlayVulkanLayer64.dll 0x7FFA8AC50000
flexExtRelease_x64.dll        0x7FFA8E620000
f4se_steam_loader.dll         0x7FFAA53D0000
MSIMG32.dll                   0x7FFABD130000
ncryptsslp.dll                0x7FFAE9070000
ResampleDmo.DLL               0x7FFAED970000
DSOUND.DLL                    0x7FFAEDA30000
WINSPOOL.DRV                  0x7FFB01DF0000
D3D12Core.dll                 0x7FFB05620000
D3DSCache.dll                 0x7FFB089A0000
d3d12.dll                     0x7FFB0AEE0000
SprintStutteringFix.dll       0x7FFB0D040000
webio.dll                     0x7FFB16E90000
winmmbase.dll                 0x7FFB17E90000
VCRUNTIME140_1.dll            0x7FFB17F60000
VCRUNTIME140.dll              0x7FFB17F70000
MSVCP140.dll                  0x7FFB17FC0000
nvToolsExt64_1.dll            0x7FFB18240000
msdmo.dll                     0x7FFB18FD0000
rasadhlp.dll                  0x7FFB1A6F0000
textinputframework.dll        0x7FFB1A790000
COMCTL32.dll                  0x7FFB1D550000
wbemprox.dll                  0x7FFB21F40000
Windows.UI.dll                0x7FFB223E0000
MpOav.dll                     0x7FFB22560000
amsi.dll                      0x7FFB225E0000
wbemsvc.dll                   0x7FFB23260000
fastprox.dll                  0x7FFB23280000
AUDIOSES.DLL                  0x7FFB23980000
wbemcomn.dll                  0x7FFB23E00000
amdihk64.dll                  0x7FFB24800000
MMDevApi.dll                  0x7FFB25060000
twinapi.appcore.dll           0x7FFB29BF0000
DbgHelp.dll                   0x7FFB2AB00000
CoreUIComponents.dll          0x7FFB2C0B0000
fwpuclnt.dll                  0x7FFB2CAB0000
VERSION.dll                   0x7FFB2CF90000
WINMM.dll                     0x7FFB2D040000
avrt.dll                      0x7FFB2D1D0000
directxdatabasehelper.dll     0x7FFB2D1E0000
dhcpcsvc.DLL                  0x7FFB2D560000
dhcpcsvc6.DLL                 0x7FFB2D580000
WINHTTP.dll                   0x7FFB2D7D0000
dcomp.dll                     0x7FFB30860000
CoreMessaging.dll             0x7FFB30ED0000
apphelp.dll                   0x7FFB312C0000
WINNSI.DLL                    0x7FFB31440000
UxTheme.dll                   0x7FFB31480000
dxcore.dll                    0x7FFB31590000
dxgi.dll                      0x7FFB315D0000
dwmapi.dll                    0x7FFB316F0000
resourcepolicyclient.dll      0x7FFB31940000
wintypes.dll                  0x7FFB31D30000
windows.storage.dll           0x7FFB31E70000
HID.DLL                       0x7FFB32770000
IpHlpAPI.dll                  0x7FFB329D0000
DNSAPI.dll                    0x7FFB32A90000
Secur32.dll                   0x7FFB32D30000
schannel.DLL                  0x7FFB32DB0000
kernel.appcore.dll            0x7FFB32F60000
SSPICLI.DLL                   0x7FFB331C0000
MSWSOCK.dll                   0x7FFB333E0000
USERENV.dll                   0x7FFB334A0000
CRYPTBASE.DLL                 0x7FFB33620000
MSASN1.dll                    0x7FFB33670000
NTASN1.dll                    0x7FFB337F0000
ncrypt.dll                    0x7FFB33830000
DEVOBJ.dll                    0x7FFB33B40000
CFGMGR32.dll                  0x7FFB33B70000
DPAPI.DLL                     0x7FFB33BE0000
UMPDC.dll                     0x7FFB33E20000
profapi.dll                   0x7FFB33EA0000
win32u.dll                    0x7FFB33F70000
KERNELBASE.dll                0x7FFB33FA0000
bcryptPrimitives.dll          0x7FFB34350000
gdi32full.dll                 0x7FFB343D0000
WINTRUST.dll                  0x7FFB344F0000
CRYPT32.dll                   0x7FFB34560000
msvcp_win.dll                 0x7FFB346D0000
ucrtbase.dll                  0x7FFB34770000
bcrypt.dll                    0x7FFB34890000
MSCTF.dll                     0x7FFB34980000
USER32.dll                    0x7FFB34B80000
WS2_32.dll                    0x7FFB34EF0000
shcore.dll                    0x7FFB34F70000
sechost.dll                   0x7FFB35070000
SETUPAPI.dll                  0x7FFB35120000
SHLWAPI.dll                   0x7FFB355A0000
COMDLG32.dll                  0x7FFB35600000
KERNEL32.DLL                  0x7FFB35700000
NSI.dll                       0x7FFB357D0000
ADVAPI32.dll                  0x7FFB357E0000
IMM32.DLL                     0x7FFB358A0000
clbcatq.dll                   0x7FFB358E0000
SHELL32.dll                   0x7FFB35990000
msvcrt.dll                    0x7FFB362B0000
PSAPI.DLL                     0x7FFB36360000
RPCRT4.dll                    0x7FFB36370000
imagehlp.dll                  0x7FFB36490000
combase.dll                   0x7FFB36540000
GDI32.dll                     0x7FFB36940000
OLEAUT32.dll                  0x7FFB36970000
ole32.dll                     0x7FFB36A50000
ntdll.dll                     0x7FFB36C30000
