XINPUT1_3.dll                       0x000000400000
mdnsNSP.dll                         0x000060310000
X3DAudio1_7.dll                     0x000060BA0000
steam_api64.dll                     0x000060BB0000
LL_fourPlay_1_10_163.dll            0x000180000000
sfc.dll                             0x0196DFA10000
Fallout4.exe                        0x7FF618700000
XAudio2_7.dll                       0x7FF9C1840000
DiscordHook64.dll                   0x7FF9C18D0000
nvspcap64.dll                       0x7FF9C1DC0000
nvwgf2umx.dll                       0x7FF9C2C10000
steamclient64.dll                   0x7FF9C5560000
nvldumdx.dll                        0x7FF9D22C0000
gameoverlayrenderer64.dll           0x7FF9D2490000
SkeletonStyleFramework_1_10_163.dll 0x7FF9D3680000
Buffout4.dll                        0x7FF9D3720000
XDI.dll                             0x7FF9D3D40000
mcm.dll                             0x7FF9D3DB0000
faster_workshop.dll                 0x7FF9D3E50000
tier0_s64.dll                       0x7FF9D3EB0000
tbbmalloc.dll                       0x7FF9D6420000
BakaScrapHeap.dll                   0x7FF9D6480000
flexRelease_x64.dll                 0x7FF9D6550000
IPHLPAPI.DLL                        0x7FF9D66A0000
f4se_1_10_163.dll                   0x7FF9D6D30000
vstdlib_s64.dll                     0x7FF9D70F0000
cudart64_75.dll                     0x7FF9D73D0000
AcLayers.DLL                        0x7FF9D84F0000
GFSDK_GodraysLib.x64.dll            0x7FF9E1B40000
GFSDK_SSAO_D3D11.win64.dll          0x7FF9E1BA0000
flexExtRelease_x64.dll              0x7FF9E2400000
MSVCP110.dll                        0x7FF9E2460000
MSVCR110.dll                        0x7FF9E2510000
DSOUND.DLL                          0x7FFA01CA0000
bink2w64.dll                        0x7FFA14DA0000
sfc_os.DLL                          0x7FFA162A0000
achievements.dll                    0x7FFA18170000
SprintStutteringFix.dll             0x7FFA275F0000
mskeyprotect.dll                    0x7FFA45740000
ncryptsslp.dll                      0x7FFA45F50000
VCRUNTIME140.dll                    0x7FFA46230000
MSVCP140.dll                        0x7FFA46360000
webio.dll                           0x7FFA4BAC0000
textinputframework.dll              0x7FFA4DA50000
winmmbase.dll                       0x7FFA4DB50000
VCRUNTIME140_1.dll                  0x7FFA4DB80000
Secur32.dll                         0x7FFA4DBF0000
OneCoreCommonProxyStub.dll          0x7FFA52690000
InputHost.dll                       0x7FFA534D0000
Windows.UI.dll                      0x7FFA57420000
COMCTL32.dll                        0x7FFA59EB0000
WINSPOOL.DRV                        0x7FFA5C490000
igc64.dll                           0x7FFA5CBF0000
dhcpcsvc6.DLL                       0x7FFA603E0000
MpOav.dll                           0x7FFA60FB0000
amsi.dll                            0x7FFA61030000
wbemsvc.dll                         0x7FFA618F0000
fastprox.dll                        0x7FFA61910000
nvapi64.dll                         0x7FFA62190000
wbemcomn.dll                        0x7FFA63310000
wbemprox.dll                        0x7FFA63A30000
drvstore.dll                        0x7FFA63A90000
cryptnet.dll                        0x7FFA63BE0000
VERSION.dll                         0x7FFA63C20000
fwpuclnt.dll                        0x7FFA63D30000
igdgmm64.dll                        0x7FFA63FC0000
dhcpcsvc.DLL                        0x7FFA64560000
IntelControlLib.dll                 0x7FFA64580000
ControlLib.dll                      0x7FFA645F0000
igd10um64xe.DLL                     0x7FFA64630000
igd10iumd64.dll                     0x7FFA65740000
dxcore.dll                          0x7FFA65AE0000
f4se_steam_loader.dll               0x7FFA66DC0000
MSVCP140_ATOMIC_WAIT.dll            0x7FFA66E50000
nvToolsExt64_1.dll                  0x7FFA66E70000
SortWindows61.dll                   0x7FFA66E80000
rasadhlp.dll                        0x7FFA67500000
OneCoreUAPCommonProxyStub.dll       0x7FFA680D0000
Oleacc.dll                          0x7FFA68880000
MMDevApi.dll                        0x7FFA68C50000
AUDIOSES.DLL                        0x7FFA68CE0000
WINHTTP.dll                         0x7FFA69360000
WINNSI.DLL                          0x7FFA69470000
twinapi.appcore.dll                 0x7FFA69640000
WindowManagementAPI.dll             0x7FFA69840000
avrt.dll                            0x7FFA69DC0000
MSIMG32.dll                         0x7FFA6AD80000
wintypes.dll                        0x7FFA6AEF0000
D3DCompiler_47.dll                  0x7FFA6B050000
d3d11.dll                           0x7FFA6B4B0000
dcomp.dll                           0x7FFA6BCE0000
CoreUIComponents.dll                0x7FFA6BFB0000
CoreMessaging.dll                   0x7FFA6C690000
apphelp.dll                         0x7FFA6C8C0000
UxTheme.dll                         0x7FFA6C9A0000
WINMM.dll                           0x7FFA6F590000
dwmapi.dll                          0x7FFA6F800000
resourcepolicyclient.dll            0x7FFA6F830000
DbgHelp.dll                         0x7FFA6FF10000
windows.storage.dll                 0x7FFA70100000
PROPSYS.dll                         0x7FFA708A0000
HID.DLL                             0x7FFA709D0000
kernel.appcore.dll                  0x7FFA70A70000
dxgi.dll                            0x7FFA70A90000
