XINPUT1_3.dll                 0x000000400000
X3DAudio1_7.dll               0x00005B250000
steam_api64.dll               0x00005B260000
d3d11.dll                     0x000180000000
wintrust.dll                  0x01F7B2F70000
d3dcompiler_47_64.dll         0x01F7B7AF0000
Buffout4.dll                  0x01F7FB9D0000
Fallout4.exe                  0x7FF6D8950000
XAudio2_7.dll                 0x7FF805840000
NvCamera64.dll                0x7FF809AD0000
DINPUT8.dll                   0x7FF80A8A0000
nvwgf2umx.dll                 0x7FF80A8F0000
nvspcap64.dll                 0x7FF810A00000
nvldumdx.dll                  0x7FF810D60000
d3dcompiler_46e.dll           0x7FF810E20000
gameoverlayrenderer64.dll     0x7FF811300000
XDI.dll                       0x7FF811490000
UnlimitedSurvivalMode.dll     0x7FF811580000
UneducatedShooter.dll         0x7FF8115D0000
ShadowBoostFO4.dll            0x7FF811630000
ProjectMojave.dll             0x7FF811700000
NVIDIA_Reflex.dll             0x7FF811780000
mcm.dll                       0x7FF811850000
hudextension.dll              0x7FF8118F0000
HighFPSPhysicsFix.dll         0x7FF811940000
FloatingDamage.dll            0x7FF8119D0000
f4ee.dll                      0x7FF811A30000
ESPExplorer.dll               0x7FF811B40000
f4se_1_10_163.dll             0x7FF811EC0000
vstdlib_s64.dll               0x7FF811FA0000
steamclient64.dll             0x7FF812060000
tier0_s64.dll                 0x7FF8238A0000
D3DCOMPILER_43.dll            0x7FF823A40000
IPHLPAPI.DLL                  0x7FF823CB0000
pppl.dll                      0x7FF824310000
GFSDK_SSAO_D3D11.win64.dll    0x7FF824540000
flexRelease_x64.dll           0x7FF8245D0000
MSVCR110.dll                  0x7FF824720000
crafting_highlight_fix.dll    0x7FF825680000
f4se_steam_loader.dll         0x7FF826DD0000
MSVCP110.dll                  0x7FF826E10000
cudart64_75.dll               0x7FF831DA0000
GFSDK_GodraysLib.x64.dll      0x7FF832C90000
bink2w64.dll                  0x7FF832D50000
usvfs_x64.dll                 0x7FF847B30000
d3dx11_43.dll                 0x7FF849270000
