XINPUT1_3.dll                 0x000000400000
steam_api64.dll               0x000063290000
X3DAudio1_7.dll               0x0000632D0000
rename_anything.dll           0x0240B0A70000
Fallout4.exe                  0x7FF67A750000
nvcuda64.dll                  0x7FFCCE920000
steamclient64.dll             0x7FFCCFE40000
NvCamera64.dll                0x7FFCE3060000
DSOUND.DLL                    0x7FFCF7170000
nvwgf2umx.dll                 0x7FFCF7470000
d3dcompiler_47_64.dll         0x7FFCFB760000
gameoverlayrenderer64.dll     0x7FFCFC5F0000
XAudio2_7.dll                 0x7FFCFDBC0000
XDI.dll                       0x7FFD03A30000
UnlimitedSurvivalMode.dll     0x7FFD03AA0000
PRKF.dll                      0x7FFD03AF0000
place.dll                     0x7FFD03B80000
mcm.dll                       0x7FFD03C00000
IPHLPAPI.DLL                  0x7FFD03CA0000
HighFPSPhysicsFix.dll         0x7FFD04AC0000
Buffout4.dll                  0x7FFD04B50000
ClassicHolsteredWeapons.dll   0x7FFD05D60000
BulletCountedReload.dll       0x7FFD05E10000
BakaScrapHeap.dll             0x7FFD05EA0000
tier0_s64.dll                 0x7FFD05F70000
PipboyTabs.dll                0x7FFD06250000
FallSouls.dll                 0x7FFD06430000
tbbmalloc.dll                 0x7FFD06490000
f4se_1_10_163.dll             0x7FFD066D0000
MSVCR110.dll                  0x7FFD067B0000
BakaWaitAnywhere.dll          0x7FFD06AC0000
crafting_highlight_fix.dll    0x7FFD06BE0000
ALR.dll                       0x7FFD06C30000
flexRelease_x64.dll           0x7FFD07000000
achievements.dll              0x7FFD07C90000
vstdlib_s64.dll               0x7FFD07F30000
MSVCP110.dll                  0x7FFD09800000
nvspcap64.dll                 0x7FFD0A0C0000
GFSDK_SSAO_D3D11.win64.dll    0x7FFD12DF0000
DINPUT8.dll                   0x7FFD2C8E0000
f4se_steam_loader.dll         0x7FFD2CF70000
GFSDK_GodraysLib.x64.dll      0x7FFD2CFA0000
bink2w64.dll                  0x7FFD2D000000
cudart64_75.dll               0x7FFD2D2D0000
flexExtRelease_x64.dll        0x7FFD2E860000
XINPUT9_1_0.dll               0x7FFD38620000
VCRUNTIME140_1.dll            0x7FFD39E80000
MSVCP140.dll                  0x7FFD39E90000
VCRUNTIME140.dll              0x7FFD39F50000
winmmbase.dll                 0x7FFD3A690000
Secur32.dll                   0x7FFD3C490000
SprintStutteringFix.dll       0x7FFD3E790000
PhotoMetadataHandler.dll      0x7FFD3EF90000
OneCoreCommonProxyStub.dll    0x7FFD3F270000
MessageBus.dll                0x7FFD40C30000
Oleacc.dll                    0x7FFD414C0000
WINSPOOL.DRV                  0x7FFD41530000
COMCTL32.dll                  0x7FFD415D0000
DbgHelp.dll                   0x7FFD42EA0000
WINHTTP.dll                   0x7FFD45F70000
inputhost.dll                 0x7FFD46630000
textinputframework.dll        0x7FFD46790000
Windows.UI.dll                0x7FFD46890000
MSVCP140_ATOMIC_WAIT.dll      0x7FFD46C40000
nvapi64.dll                   0x7FFD474C0000
MSIMG32.dll                   0x7FFD48720000
WINMM.dll                     0x7FFD4A400000
drvstore.dll                  0x7FFD4CEE0000
cryptnet.dll                  0x7FFD4D030000
nvldumdx.dll                  0x7FFD4DCF0000
dxcore.dll                    0x7FFD4DF60000
OneCoreUAPCommonProxyStub.dll 0x7FFD4E6C0000
nvToolsExt64_1.dll            0x7FFD50460000
windowscodecs.dll             0x7FFD51C90000
dhcpcsvc.DLL                  0x7FFD51EE0000
VERSION.dll                   0x7FFD52150000
twinapi.appcore.dll           0x7FFD52380000
WindowManagementAPI.dll       0x7FFD52580000
avrt.dll                      0x7FFD53000000
MMDevApi.dll                  0x7FFD53010000
AUDIOSES.DLL                  0x7FFD53240000
PROPSYS.dll                   0x7FFD548A0000
d3d11.dll                     0x7FFD54ED0000
wintypes.dll                  0x7FFD55D90000
dcomp.dll                     0x7FFD55EF0000
CoreUIComponents.dll          0x7FFD56460000
CoreMessaging.dll             0x7FFD567C0000
apphelp.dll                   0x7FFD569F0000
UxTheme.dll                   0x7FFD56B30000
resourcepolicyclient.dll      0x7FFD56CC0000
dwmapi.dll                    0x7FFD56DC0000
kernel.appcore.dll            0x7FFD570B0000
windows.storage.dll           0x7FFD572B0000
HID.DLL                       0x7FFD57A50000
dxgi.dll                      0x7FFD57A90000
ntmarta.dll                   0x7FFD57E90000
rsaenh.dll                    0x7FFD58260000
UMPDC.dll                     0x7FFD585D0000
IpHlpAPI.dll                  0x7FFD585F0000
powrprof.dll                  0x7FFD58760000
MSWSOCK.dll                   0x7FFD58950000
CRYPTBASE.DLL                 0x7FFD58B40000
CRYPTSP.dll                   0x7FFD58B50000
Wldp.dll                      0x7FFD58BF0000
msasn1.dll                    0x7FFD58D80000
devobj.dll                    0x7FFD58F40000
SSPICLI.DLL                   0x7FFD59050000
profapi.dll                   0x7FFD590D0000
gdi32full.dll                 0x7FFD59190000
bcrypt.dll                    0x7FFD592A0000
ucrtbase.dll                  0x7FFD592D0000
bcryptPrimitives.dll          0x7FFD593D0000
win32u.dll                    0x7FFD59510000
cfgmgr32.dll                  0x7FFD59540000
CRYPT32.dll                   0x7FFD59590000
KERNELBASE.dll                0x7FFD596F0000
WINTRUST.DLL                  0x7FFD599C0000
msvcp_win.dll                 0x7FFD59A30000
combase.dll                   0x7FFD59AD0000
NSI.dll                       0x7FFD59E30000
COMDLG32.dll                  0x7FFD59E40000
ole32.dll                     0x7FFD59F20000
KERNEL32.DLL                  0x7FFD5A050000
clbcatq.dll                   0x7FFD5A110000
msvcrt.dll                    0x7FFD5A1C0000
sechost.dll                   0x7FFD5A260000
shcore.dll                    0x7FFD5A300000
SHLWAPI.dll                   0x7FFD5A440000
USER32.dll                    0x7FFD5A5F0000
PSAPI.DLL                     0x7FFD5A790000
ADVAPI32.dll                  0x7FFD5A7A0000
SHELL32.dll                   0x7FFD5A850000
WS2_32.dll                    0x7FFD5AFA0000
IMM32.DLL                     0x7FFD5B010000
imagehlp.dll                  0x7FFD5B040000
GDI32.dll                     0x7FFD5B060000
MSCTF.dll                     0x7FFD5B090000
OLEAUT32.dll                  0x7FFD5B3C0000
SETUPAPI.dll                  0x7FFD5B490000
RPCRT4.dll                    0x7FFD5B900000
ntdll.dll                     0x7FFD5BA70000
