XINPUT1_3.dll                      0x000000400000
X3DAudio1_7.dll                    0x000068B00000
steam_api64.dll                    0x000068B10000
tbb.dll                            0x000180000000
LL_fourPlay_1_10_163.dll           0x020900740000
Buffout4.dll                       0x020903270000
MSCTF.dll                          0x020948950000
tbbmalloc.dll                      0x02097C730000
Fallout4.exe                       0x7FF6F1030000
XAudio2_7.dll                      0x7FFE1DF00000
gameoverlayrenderer64.dll          0x7FFE1E0B0000
wsfw_identifier.dll                0x7FFE1E240000
WhoseQuestIsItAnywayF4.dll         0x7FFE1E340000
WeightlessItems.dll                0x7FFE1E3A0000
UnlimitedFastTravel.dll            0x7FFE1E3F0000
SUP_F4SE.dll                       0x7FFE1E440000
ShadowBoostFO4.dll                 0x7FFE1E6E0000
SettlementOfUnlimitedSize.dll      0x7FFE1E7B0000
RustyFaceFix.dll                   0x7FFE1E800000
RobCo_Patcher.dll                  0x7FFE1E850000
PRKF.dll                           0x7FFE1E930000
PrivateProfileRedirector.dll       0x7FFE1E9C0000
PowerGridTools.dll                 0x7FFE1EA20000
po3_SpellPerkItemDistributorF4.dll 0x7FFE1EA90000
po3_BaseObjectSwapperF4.dll        0x7FFE1EBA0000
place.dll                          0x7FFE1ECB0000
Outfit-ReDress-Fix.dll             0x7FFE1ED30000
NVIDIA_Reflex.dll                  0x7FFE1ED80000
MODExplorer.dll                    0x7FFE1EE50000
mcm.dll                            0x7FFE1EED0000
lootman.dll                        0x7FFE1EF70000
LooksmenuPlayerRotation.dll        0x7FFE1EFE0000
CONCRT140.dll                      0x7FFE1F030000
Interior-NavCut-Fix.dll            0x7FFE1F080000
GCBugFix.dll                       0x7FFE1F0D0000
steamclient64.dll                  0x7FFE1F130000
flexRelease_x64.dll                0x7FFE20740000
IPHLPAPI.DLL                       0x7FFE20890000
F4z Ro D'oh.dll                    0x7FFE21310000
DisableExitSave.dll                0x7FFE21380000
WINHTTP.dll                        0x7FFE213D0000
crafting_highlight_fix.dll         0x7FFE216A0000
ConsoleUtilF4.dll                  0x7FFE216F0000
BakaPowerArmorStorage.dll          0x7FFE21740000
