XINPUT1_3.dll              0x000000400000
X3DAudio1_7.dll            0x000052310000
steam_api64.dll            0x000052320000
d3d11.dll                  0x000180000000
BakaScrapHeap.dll          0x01CE02110000
MSCTF.dll                  0x01CF2F450000
Fallout4.exe               0x7FF7AC200000
nvcuda64.dll               0x7FF8630B0000
d3dcompiler_47_64.dll      0x7FF863AB0000
DINPUT8.dll                0x7FF864CE0000
NvCamera64.dll             0x7FF865320000
d3dcompiler_46e.dll        0x7FF865B90000
gameoverlayrenderer64.dll  0x7FF865F50000
XDI.dll                    0x7FF8660E0000
WeaponDebrisCrashFix.dll   0x7FF866150000
UneducatedShooter.dll      0x7FF866170000
SprintStutteringFix.dll    0x7FF8661D0000
SimpleImpact.dll           0x7FF8661F0000
SideAimAni.dll             0x7FF866260000
ShadowBoostFO4.dll         0x7FF866300000
place.dll                  0x7FF8663D0000
NVIDIA_Reflex.dll          0x7FF866450000
mcm.dll                    0x7FF866520000
HighFPSPhysicsFix.dll      0x7FF8665C0000
faster_workshop.dll        0x7FF866650000
FallSouls.dll              0x7FF8666B0000
FakeThroughScope.dll       0x7FF866710000
f4ee.dll                   0x7FF8667E0000
ExtraItemInfo.dll          0x7FF8668F0000
ESPExplorer.dll            0x7FF866930000
enbhelperf4.dll            0x7FF866990000
crafting_highlight_fix.dll 0x7FF8669D0000
cbp.dll                    0x7FF866A20000
BulletCountedReload.dll    0x7FF866A90000
Buffout4.dll               0x7FF866B20000
f4se_1_10_163.dll          0x7FF866F50000
vstdlib_s64.dll            0x7FF867030000
tier0_s64.dll              0x7FF8670F0000
steamclient64.dll          0x7FF867290000
D3DCOMPILER_43.dll         0x7FF868880000
cudart64_75.dll            0x7FF868AF0000
GFSDK_GodraysLib.x64.dll   0x7FF868B50000
GFSDK_SSAO_D3D11.win64.dll 0x7FF868BB0000
flexExtRelease_x64.dll     0x7FF868C40000
flexRelease_x64.dll        0x7FF868CA0000
MSVCR110.dll               0x7FF868DF0000
MSVCP110.dll               0x7FF868ED0000
bink2w64.dll               0x7FF86B3B0000
def_ui.dll                 0x7FF8776C0000
f4se_steam_loader.dll      0x7FF894F40000
XAudio2_7.dll              0x7FF89E4D0000
ResampleDmo.DLL            0x7FF8AB870000
DSOUND.DLL                 0x7FF8AB930000
d3dx11_43.dll              0x7FF8C73D0000
nvspcap64.dll              0x7FF8C8A00000
xinput1_4.dll              0x7FF8D1110000
XINPUT9_1_0.dll            0x7FF8D7AA0000
AUDIOSES.DLL               0x7FF8E30B0000
inputhost.dll              0x7FF8E9DA0000
MessageBus.dll             0x7FF8EE340000
msdmo.dll                  0x7FF8EEC90000
textinputframework.dll     0x7FF8F0280000
Secur32.dll                0x7FF8F6C00000
MessageBus.dll             0x7FF8F78A0000
ncryptsslp.dll             0x7FF8F8CD0000
VCRUNTIME140_1.dll         0x7FF8F9820000
VCRUNTIME140.dll           0x7FF8F9910000
MSVCP140.dll               0x7FF8F9930000
Windows.UI.dll             0x7FF8FCCD0000
WINMM.dll                  0x7FF8FF8E0000
nvwgf2umx.dll              0x7FF8FF920000
nvldumdx.dll               0x7FF905800000
CoreUIComponents.dll       0x7FF907110000
directxdatabasehelper.dll  0x7FF907710000
avrt.dll                   0x7FF907780000
nvToolsExt64_1.dll         0x7FF907B70000
rasadhlp.dll               0x7FF908420000
webio.dll                  0x7FF908430000
MpOav.dll                  0x7FF908C00000
amsi.dll                   0x7FF908C80000
wbemsvc.dll                0x7FF908D40000
fastprox.dll               0x7FF908D60000
winmmbase.dll              0x7FF90A260000
wbemcomn.dll               0x7FF90A940000
MMDevApi.dll               0x7FF90A9C0000
dbghelp.dll                0x7FF90AC90000
nvapi64.dll                0x7FF90B0D0000
wbemprox.dll               0x7FF90C5B0000
drvstore.dll               0x7FF90C800000
cryptnet.dll               0x7FF90C960000
VERSION.dll                0x7FF90C9A0000
fwpuclnt.dll               0x7FF90C9B0000
dhcpcsvc.DLL               0x7FF90CCD0000
dhcpcsvc6.DLL              0x7FF90CCF0000
WINHTTP.dll                0x7FF90CD10000
D3DCOMPILER_47.dll         0x7FF90DFD0000
WindowsCodecs.dll          0x7FF90E3C0000
d3d11.dll                  0x7FF90EE20000
dcomp.dll                  0x7FF90F430000
CoreMessaging.dll          0x7FF90FDD0000
uxtheme.dll                0x7FF9103A0000
WINNSI.DLL                 0x7FF910450000
dxcore.dll                 0x7FF9104F0000
dxgi.dll                   0x7FF910530000
